DATE,num_of_arrival_delays
1999-01-01,3463
1999-01-02,4594
1999-01-03,6993
1999-01-04,6986
1999-01-05,5481
1999-01-06,5604
1999-01-07,4497
1999-01-08,6190
1999-01-09,3734
1999-01-10,3152
1999-01-11,3460
1999-01-12,2804
1999-01-13,4191
1999-01-14,4817
1999-01-15,5376
1999-01-16,1809
1999-01-17,3120
1999-01-18,4305
1999-01-19,1744
1999-01-20,3571
1999-01-21,4756
1999-01-22,5090
1999-01-23,3302
1999-01-24,2706
1999-01-25,2021
1999-01-26,2006
1999-01-27,2002
1999-01-28,3101
1999-01-29,3058
1999-01-30,1632
1999-01-31,2588
1999-02-01,3423
1999-02-02,3054
1999-02-03,1580
1999-02-04,2561
1999-02-05,2589
1999-02-06,1828
1999-02-07,3237
1999-02-08,3096
1999-02-09,2126
1999-02-10,2127
1999-02-11,4774
1999-02-12,5332
1999-02-13,2108
1999-02-14,1540
1999-02-15,1269
1999-02-16,2275
1999-02-17,2187
1999-02-18,3680
1999-02-19,2554
1999-02-20,1691
1999-02-21,1993
1999-02-22,1955
1999-02-23,2150
1999-02-24,2579
1999-02-25,2755
1999-02-26,2724
1999-02-27,2189
1999-02-28,3417
1999-03-01,1545
1999-03-02,1616
1999-03-03,4065
1999-03-04,2896
1999-03-05,2903
1999-03-06,3806
1999-03-07,3675
1999-03-08,5038
1999-03-09,4494
1999-03-10,2291
1999-03-11,3196
1999-03-12,4673
1999-03-13,2483
1999-03-14,5318
1999-03-15,3501
1999-03-16,2174
1999-03-17,2364
1999-03-18,3446
1999-03-19,2995
1999-03-20,1438
1999-03-21,3206
1999-03-22,1908
1999-03-23,1397
1999-03-24,2165
1999-03-25,2608
1999-03-26,2684
1999-03-27,2234
1999-03-28,1990
1999-03-29,1676
1999-03-30,1936
1999-03-31,2994
1999-04-01,3931
1999-04-02,2750
1999-04-03,3019
1999-04-04,2183
1999-04-05,3704
1999-04-06,3520
1999-04-07,2754
1999-04-08,4299
1999-04-09,5783
1999-04-10,2886
1999-04-11,5251
1999-04-12,2654
1999-04-13,2094
1999-04-14,3451
1999-04-15,4504
1999-04-16,5175
1999-04-17,2004
1999-04-18,1695
1999-04-19,1412
1999-04-20,1610
1999-04-21,2236
1999-04-22,4668
1999-04-23,5728
1999-04-24,1865
1999-04-25,2796
1999-04-26,4149
1999-04-27,2914
1999-04-28,3628
1999-04-29,3606
1999-04-30,3082
1999-05-01,1563
1999-05-02,3613
1999-05-03,2553
1999-05-04,3742
1999-05-05,3964
1999-05-06,4793
1999-05-07,4917
1999-05-08,1930
1999-05-09,1949
1999-05-10,3972
1999-05-11,2244
1999-05-12,4497
1999-05-13,3858
1999-05-14,3187
1999-05-15,1822
1999-05-16,2970
1999-05-17,4122
1999-05-18,3616
1999-05-19,3327
1999-05-20,3309
1999-05-21,2725
1999-05-22,1651
1999-05-23,4071
1999-05-24,4090
1999-05-25,3190
1999-05-26,3233
1999-05-27,3097
1999-05-28,3098
1999-05-29,1966
1999-05-30,1329
1999-05-31,2624
1999-06-01,3445
1999-06-02,3656
1999-06-03,2855
1999-06-04,4267
1999-06-05,1722
1999-06-06,3520
1999-06-07,2685
1999-06-08,3075
1999-06-09,3787
1999-06-10,5730
1999-06-11,6362
1999-06-12,4703
1999-06-13,5954
1999-06-14,4535
1999-06-15,3398
1999-06-16,3972
1999-06-17,3728
1999-06-18,3158
1999-06-19,2175
1999-06-20,3075
1999-06-21,3401
1999-06-22,4038
1999-06-23,3580
1999-06-24,4983
1999-06-25,5203
1999-06-26,3463
1999-06-27,4776
1999-06-28,6112
1999-06-29,4483
1999-06-30,3970
1999-07-01,6368
1999-07-02,5540
1999-07-03,2558
1999-07-04,831
1999-07-05,2789
1999-07-06,5368
1999-07-07,4230
1999-07-08,3568
1999-07-09,4265
1999-07-10,3097
1999-07-11,3543
1999-07-12,2981
1999-07-13,2244
1999-07-14,2700
1999-07-15,3065
1999-07-16,3726
1999-07-17,3627
1999-07-18,4347
1999-07-19,4336
1999-07-20,3364
1999-07-21,4759
1999-07-22,5173
1999-07-23,5028
1999-07-24,4749
1999-07-25,3876
1999-07-26,3492
1999-07-27,2863
1999-07-28,5179
1999-07-29,4332
1999-07-30,4661
1999-07-31,3944
1999-08-01,3906
1999-08-02,2464
1999-08-03,2531
1999-08-04,3249
1999-08-05,4156
1999-08-06,3515
1999-08-07,2945
1999-08-08,4120
1999-08-09,3673
1999-08-10,2797
1999-08-11,3080
1999-08-12,4269
1999-08-13,4890
1999-08-14,4004
1999-08-15,2998
1999-08-16,2203
1999-08-17,2544
1999-08-18,3003
1999-08-19,3848
1999-08-20,4931
1999-08-21,2000
1999-08-22,2490
1999-08-23,2921
1999-08-24,4271
1999-08-25,3317
1999-08-26,3889
1999-08-27,4789
1999-08-28,1829
1999-08-29,2630
1999-08-30,2321
1999-08-31,2151
1999-09-01,2041
1999-09-02,2144
1999-09-03,2854
1999-09-04,1522
1999-09-05,1485
1999-09-06,2723
1999-09-07,3451
1999-09-08,3068
1999-09-09,3132
1999-09-10,3132
1999-09-11,1214
1999-09-12,2450
1999-09-13,2334
1999-09-14,1719
1999-09-15,3044
1999-09-16,2248
1999-09-17,3971
1999-09-18,1441
1999-09-19,2930
1999-09-20,2521
1999-09-21,2980
1999-09-22,2189
1999-09-23,2722
1999-09-24,2986
1999-09-25,1860
1999-09-26,3343
1999-09-27,3011
1999-09-28,3789
1999-09-29,3974
1999-09-30,2736
1999-10-01,2650
1999-10-02,1464
1999-10-03,3499
1999-10-04,3981
1999-10-05,1656
1999-10-06,3061
1999-10-07,2512
1999-10-08,4603
1999-10-09,2250
1999-10-10,3389
1999-10-11,2400
1999-10-12,2414
1999-10-13,4625
1999-10-14,4048
1999-10-15,3025
1999-10-16,2096
1999-10-17,3941
1999-10-18,2732
1999-10-19,2575
1999-10-20,3324
1999-10-21,2483
1999-10-22,4268
1999-10-23,1691
1999-10-24,2466
1999-10-25,2103
1999-10-26,1749
1999-10-27,1715
1999-10-28,2185
1999-10-29,2336
1999-10-30,1899
1999-10-31,1873
1999-11-01,2660
1999-11-02,3580
1999-11-03,2304
1999-11-04,3081
1999-11-05,2803
1999-11-06,1031
1999-11-07,2652
1999-11-08,1729
1999-11-09,1430
1999-11-10,3087
1999-11-11,2241
1999-11-12,2958
1999-11-13,1871
1999-11-14,3488
1999-11-15,3030
1999-11-16,2589
1999-11-17,1522
1999-11-18,1799
1999-11-19,3744
1999-11-20,1905
1999-11-21,2631
1999-11-22,3312
1999-11-23,5061
1999-11-24,3207
1999-11-25,1122
1999-11-26,956
1999-11-27,1481
1999-11-28,2332
1999-11-29,3415
1999-11-30,3154
1999-12-01,2283
1999-12-02,2153
1999-12-03,3468
1999-12-04,2483
1999-12-05,2896
1999-12-06,2055
1999-12-07,1824
1999-12-08,1495
1999-12-09,4263
1999-12-10,3831
1999-12-11,1852
1999-12-12,2336
1999-12-13,3429
1999-12-14,3311
1999-12-15,4304
1999-12-16,3755
1999-12-17,4439
1999-12-18,3263
1999-12-19,3368
1999-12-20,4457
1999-12-21,4002
1999-12-22,5476
1999-12-23,5147
1999-12-24,2020
1999-12-25,845
1999-12-26,2449
1999-12-27,3971
1999-12-28,4342
1999-12-29,2145
1999-12-30,1915
1999-12-31,764
