DATE,num_of_arrival_and_departure_delays
1999-01-01,6410
1999-01-02,8622
1999-01-03,13845
1999-01-04,13987
1999-01-05,10842
1999-01-06,10285
1999-01-07,8312
1999-01-08,11301
1999-01-09,6990
1999-01-10,6002
1999-01-11,6268
1999-01-12,4952
1999-01-13,7363
1999-01-14,8744
1999-01-15,10282
1999-01-16,3522
1999-01-17,5695
1999-01-18,7720
1999-01-19,3204
1999-01-20,6461
1999-01-21,8382
1999-01-22,9094
1999-01-23,5953
1999-01-24,4781
1999-01-25,3429
1999-01-26,3425
1999-01-27,3383
1999-01-28,5325
1999-01-29,5504
1999-01-30,2984
1999-01-31,4895
1999-02-01,6248
1999-02-02,5122
1999-02-03,2720
1999-02-04,4390
1999-02-05,4600
1999-02-06,3300
1999-02-07,5882
1999-02-08,5529
1999-02-09,3780
1999-02-10,3806
1999-02-11,8639
1999-02-12,10043
1999-02-13,4139
1999-02-14,3041
1999-02-15,2527
1999-02-16,4295
1999-02-17,4051
1999-02-18,6708
1999-02-19,4642
1999-02-20,3212
1999-02-21,3779
1999-02-22,3557
1999-02-23,3922
1999-02-24,4364
1999-02-25,4898
1999-02-26,5127
1999-02-27,3903
1999-02-28,6357
1999-03-01,2856
1999-03-02,2679
1999-03-03,7109
1999-03-04,5277
1999-03-05,5271
1999-03-06,7029
1999-03-07,6803
1999-03-08,9016
1999-03-09,8002
1999-03-10,4184
1999-03-11,5909
1999-03-12,8578
1999-03-13,4709
1999-03-14,9739
1999-03-15,6594
1999-03-16,4060
1999-03-17,4229
1999-03-18,6349
1999-03-19,5734
1999-03-20,2871
1999-03-21,5892
1999-03-22,3533
1999-03-23,2648
1999-03-24,3938
1999-03-25,4844
1999-03-26,5027
1999-03-27,4113
1999-03-28,3778
1999-03-29,3113
1999-03-30,3337
1999-03-31,5547
1999-04-01,7202
1999-04-02,5117
1999-04-03,5508
1999-04-04,4055
1999-04-05,6525
1999-04-06,6179
1999-04-07,4666
1999-04-08,7100
1999-04-09,10394
1999-04-10,5292
1999-04-11,9574
1999-04-12,4716
1999-04-13,3465
1999-04-14,5742
1999-04-15,7723
1999-04-16,9294
1999-04-17,3530
1999-04-18,3221
1999-04-19,2446
1999-04-20,2677
1999-04-21,3642
1999-04-22,8401
1999-04-23,10403
1999-04-24,3467
1999-04-25,5058
1999-04-26,7657
1999-04-27,4777
1999-04-28,6075
1999-04-29,6198
1999-04-30,5349
1999-05-01,2755
1999-05-02,6667
1999-05-03,4396
1999-05-04,6300
1999-05-05,6796
1999-05-06,8534
1999-05-07,8791
1999-05-08,3566
1999-05-09,3519
1999-05-10,7148
1999-05-11,3655
1999-05-12,8119
1999-05-13,6746
1999-05-14,5784
1999-05-15,3192
1999-05-16,5126
1999-05-17,7058
1999-05-18,6334
1999-05-19,6106
1999-05-20,5778
1999-05-21,4882
1999-05-22,2846
1999-05-23,7283
1999-05-24,7432
1999-05-25,5461
1999-05-26,5784
1999-05-27,5400
1999-05-28,5678
1999-05-29,3596
1999-05-30,2356
1999-05-31,4698
1999-06-01,5948
1999-06-02,6174
