DATE,num_of_arrival_and_departure_delays
1999-06-03,4882
1999-06-04,7480
1999-06-05,3174
1999-06-06,6323
1999-06-07,4807
1999-06-08,5267
1999-06-09,6404
1999-06-10,10138
1999-06-11,11630
1999-06-12,8548
1999-06-13,11010
1999-06-14,8195
1999-06-15,5950
1999-06-16,6769
1999-06-17,6663
1999-06-18,5746
1999-06-19,4181
1999-06-20,5640
1999-06-21,6023
1999-06-22,7007
1999-06-23,6256
1999-06-24,8662
1999-06-25,9595
1999-06-26,6507
1999-06-27,8688
1999-06-28,11289
1999-06-29,7980
1999-06-30,6942
1999-07-01,11247
1999-07-02,10098
1999-07-03,4881
1999-07-04,1663
1999-07-05,5103
1999-07-06,9762
1999-07-07,7609
1999-07-08,6349
1999-07-09,7459
1999-07-10,5742
1999-07-11,6543
1999-07-12,5270
1999-07-13,3893
1999-07-14,4848
1999-07-15,5657
1999-07-16,6714
1999-07-17,6614
1999-07-18,8045
1999-07-19,7713
1999-07-20,5805
1999-07-21,8373
1999-07-22,9435
1999-07-23,9386
1999-07-24,8908
1999-07-25,7235
1999-07-26,6357
1999-07-27,5037
1999-07-28,9363
1999-07-29,7940
1999-07-30,8414
1999-07-31,7501
1999-08-01,7579
1999-08-02,4511
1999-08-03,4467
1999-08-04,5695
1999-08-05,7419
1999-08-06,6562
1999-08-07,5548
1999-08-08,7663
1999-08-09,6720
1999-08-10,5032
1999-08-11,5467
1999-08-12,7459
1999-08-13,8895
1999-08-14,7563
1999-08-15,5835
1999-08-16,4162
1999-08-17,4657
1999-08-18,5345
1999-08-19,6877
1999-08-20,8882
1999-08-21,3745
1999-08-22,4688
1999-08-23,4983
1999-08-24,7316
1999-08-25,5677
1999-08-26,6852
1999-08-27,8679
1999-08-28,3534
1999-08-29,4887
1999-08-30,3965
1999-08-31,3776
1999-09-01,3463
1999-09-02,3808
1999-09-03,5236
1999-09-04,2826
1999-09-05,2716
1999-09-06,4860
1999-09-07,5993
1999-09-08,5133
1999-09-09,5463
1999-09-10,5798
1999-09-11,2274
1999-09-12,4355
1999-09-13,4132
1999-09-14,3026
1999-09-15,5327
1999-09-16,4156
1999-09-17,7749
1999-09-18,2831
1999-09-19,5275
1999-09-20,4479
1999-09-21,5052
1999-09-22,3797
1999-09-23,4747
1999-09-24,5458
1999-09-25,3321
1999-09-26,6145
1999-09-27,5196
1999-09-28,6317
1999-09-29,6684
1999-09-30,4843
1999-10-01,4894
1999-10-02,2596
1999-10-03,6386
1999-10-04,7086
1999-10-05,2823
1999-10-06,5503
1999-10-07,4420
1999-10-08,8220
1999-10-09,4046
1999-10-10,6313
1999-10-11,4502
1999-10-12,4370
1999-10-13,8183
1999-10-14,7567
1999-10-15,5608
1999-10-16,3795
1999-10-17,7316
1999-10-18,4862
1999-10-19,4398
1999-10-20,5797
1999-10-21,4422
1999-10-22,7838
1999-10-23,3175
1999-10-24,4731
1999-10-25,3849
1999-10-26,3005
1999-10-27,3032
1999-10-28,3937
1999-10-29,4178
1999-10-30,3355
1999-10-31,3589
1999-11-01,4928
1999-11-02,6193
1999-11-03,4111
1999-11-04,5494
1999-11-05,5231
1999-11-06,2033
1999-11-07,5030
1999-11-08,3243
1999-11-09,2459
1999-11-10,5536
1999-11-11,4089
1999-11-12,5464
1999-11-13,3617
1999-11-14,6499
1999-11-15,5827
1999-11-16,4657
1999-11-17,2805
1999-11-18,3342
1999-11-19,6921
1999-11-20,3785
1999-11-21,4798
1999-11-22,5916
1999-11-23,9267
1999-11-24,5962
1999-11-25,1994
1999-11-26,1803
1999-11-27,3034
1999-11-28,4454
1999-11-29,6299
1999-11-30,5549
1999-12-01,3973
1999-12-02,3710
1999-12-03,6123
1999-12-04,4370
1999-12-05,5279
1999-12-06,3587
1999-12-07,3070
1999-12-08,2574
1999-12-09,7591
1999-12-10,6861
1999-12-11,3215
1999-12-12,4234
1999-12-13,5982
1999-12-14,5621
1999-12-15,7411
1999-12-16,6752
1999-12-17,8564
1999-12-18,6270
1999-12-19,6336
1999-12-20,8036
1999-12-21,7323
1999-12-22,10142
1999-12-23,9515
1999-12-24,3719
1999-12-25,1722
1999-12-26,4737
1999-12-27,7486
1999-12-28,8465
1999-12-29,4380
1999-12-30,3819
1999-12-31,1571
