DATE,num_of_arrival_and_departure_delays
2005-01-01,11576
2005-01-02,25744
2005-01-03,30562
2005-01-04,23574
2005-01-05,26878
2005-01-06,27298
2005-01-07,19418
2005-01-08,16400
2005-01-09,16154
2005-01-10,12626
2005-01-11,13870
2005-01-12,18990
2005-01-13,23780
2005-01-14,24406
2005-01-15,9728
2005-01-16,13494
2005-01-17,16158
2005-01-18,10612
2005-01-19,18680
2005-01-20,18514
2005-01-21,16934
2005-01-22,17238
2005-01-23,12828
2005-01-24,17250
2005-01-25,7674
2005-01-26,14820
2005-01-27,13008
2005-01-28,12700
2005-01-29,9856
2005-01-30,17626
2005-01-31,12156
2005-03-01,9500
2005-03-02,6785
2005-03-03,5054
2005-03-04,6318
2005-03-05,3695
2005-03-06,5117
2005-03-07,6656
2005-03-08,8011
2005-03-09,9127
2005-03-10,8781
2005-03-11,11392
2005-03-12,7275
2005-03-13,5360
2005-03-14,5164
2005-03-15,4004
2005-03-16,9175
2005-03-17,11516
2005-03-18,9303
2005-03-19,6942
2005-03-20,8146
2005-03-21,8034
2005-03-22,7704
2005-03-23,10457
2005-03-24,8741
2005-03-25,11395
2005-03-26,8484
2005-03-27,8523
2005-03-28,13040
2005-03-29,6607
2005-03-30,5389
2005-03-31,10140
2005-04-01,8946
2005-04-02,9420
2005-04-03,10184
2005-04-04,5060
2005-04-05,4188
2005-04-06,4190
2005-04-07,6874
2005-04-08,6874
2005-04-09,2523
2005-04-10,3488
2005-04-11,7785
2005-04-12,3640
2005-04-13,3581
2005-04-14,4061
2005-04-15,4708
2005-04-16,2405
2005-04-17,3469
2005-04-18,2924
2005-04-19,2349
2005-04-20,5338
2005-04-21,4454
2005-04-22,10348
2005-04-23,6574
2005-04-24,6911
2005-04-25,5703
2005-04-26,4998
2005-04-27,5546
2005-04-28,6569
2005-04-29,4922
2005-04-30,8218
2005-05-01,5277
2005-05-02,4156
2005-05-03,3081
2005-05-04,4250
2005-05-05,6980
2005-05-06,5772
2005-05-07,2627
2005-05-08,6321
2005-05-09,4799
2005-05-10,3434
2005-05-11,7633
2005-05-12,6443
2005-05-13,7116
2005-05-14,3880
2005-05-15,6401
2005-05-16,3893
2005-05-17,2936
2005-05-18,5546
2005-05-19,9735
2005-05-20,11507
2005-05-21,3760
2005-05-22,5627
2005-05-23,5639
2005-05-24,5521
2005-05-25,9221
2005-05-26,8165
2005-05-27,6103
2005-05-28,4805
2005-05-29,3613
2005-05-30,4371
2005-05-31,6049
2005-06-01,7311
2005-06-02,6801
2005-06-03,9795
2005-06-04,5507
2005-06-05,9980
2005-06-06,10629
2005-06-07,8566
2005-06-08,8583
2005-06-09,10415
2005-06-10,13372
2005-06-11,8788
2005-06-12,9580
2005-06-13,7900
2005-06-14,8216
2005-06-15,6098
2005-06-16,8864
2005-06-17,7932
2005-06-18,4683
2005-06-19,5751
2005-06-20,7136
2005-06-21,6277
2005-06-22,8033
2005-06-23,7831
2005-06-24,7480
2005-06-25,5448
2005-06-26,8985
2005-06-27,11866
2005-06-28,12493
2005-06-29,11534
2005-06-30,17135
2005-07-01,16470
2005-07-02,7822
2005-07-03,4284
2005-07-04,5261
2005-07-05,11273
2005-07-06,7750
2005-07-07,10635
2005-07-08,10057
2005-07-09,7766
2005-07-10,7650
2005-07-11,9726
2005-07-12,8669
2005-07-13,13264
2005-07-14,14898
2005-07-15,15362
2005-07-16,12029
2005-07-17,14057
2005-07-18,12822
2005-07-19,11039
2005-07-20,10836
2005-07-21,11872
2005-07-22,9847
2005-07-23,6488
2005-07-24,7268
2005-07-25,13672
2005-07-26,9878
2005-07-27,10869
2005-07-28,9631
2005-07-29,9267
2005-07-30,7211
2005-07-31,8513
2005-08-01,8505
2005-08-02,7020
2005-08-03,7073
2005-08-04,11464
2005-08-05,12444
2005-08-06,6690
2005-08-07,10862
2005-08-08,14516
2005-08-09,12332
2005-08-10,9035
2005-08-11,9937
2005-08-12,9849
2005-08-13,8328
2005-08-14,11140
2005-08-15,11124
2005-08-16,12021
2005-08-17,7745
