DATE,num_of_arrival_and_departure_delays
2005-08-18,10611
2005-08-19,10620
2005-08-20,7635
2005-08-21,7836
2005-08-22,6857
2005-08-23,6416
2005-08-24,5853
2005-08-25,6927
2005-08-26,6694
2005-08-27,3733
2005-08-28,5411
2005-08-29,6803
2005-08-30,5338
2005-08-31,5968
2005-09-01,5519
2005-09-02,6543
2005-09-03,3141
2005-09-04,2261
2005-09-05,3654
2005-09-06,4911
2005-09-07,3105
2005-09-08,4356
2005-09-09,5597
2005-09-10,2502
2005-09-11,4452
2005-09-12,3923
2005-09-13,4682
2005-09-14,6365
2005-09-15,10372
2005-09-16,10020
2005-09-17,2949
2005-09-18,4556
2005-09-19,7361
2005-09-20,5288
2005-09-21,5164
2005-09-22,10983
2005-09-23,6997
2005-09-24,2950
2005-09-25,6254
2005-09-26,6949
2005-09-27,3459
2005-09-28,5322
2005-09-29,7468
2005-09-30,5078
2005-10-01,3191
2005-10-02,6607
2005-10-03,4505
2005-10-04,4490
2005-10-05,5929
2005-10-06,8101
2005-10-07,10192
2005-10-08,4867
2005-10-09,7870
2005-10-10,10086
2005-10-11,5948
2005-10-12,6751
2005-10-13,8308
2005-10-14,10186
2005-10-15,3499
2005-10-16,7206
2005-10-17,6531
2005-10-18,5019
2005-10-19,4422
2005-10-20,5503
2005-10-21,7861
2005-10-22,4352
2005-10-23,6722
2005-10-24,5656
2005-10-25,5842
2005-10-26,4565
2005-10-27,5448
2005-10-28,6237
2005-10-29,2691
2005-10-30,3048
2005-10-31,6310
2005-11-01,4021
2005-11-02,3043
2005-11-03,4894
2005-11-04,4806
2005-11-05,3303
2005-11-06,8017
2005-11-07,5279
2005-11-08,3329
2005-11-09,7637
2005-11-10,5723
2005-11-11,5443
2005-11-12,2016
2005-11-13,6101
2005-11-14,5604
2005-11-15,10049
2005-11-16,9867
2005-11-17,6985
2005-11-18,7136
2005-11-19,3595
2005-11-20,5761
2005-11-21,8652
2005-11-22,9726
2005-11-23,9577
2005-11-24,3701
2005-11-25,3904
2005-11-26,4656
2005-11-27,11425
2005-11-28,15920
2005-11-29,11574
2005-11-30,5831
2005-12-01,8936
2005-12-02,7867
2005-12-03,4186
2005-12-04,12597
2005-12-05,10265
2005-12-06,6724
2005-12-07,6884
2005-12-08,10957
2005-12-09,15570
2005-12-10,4863
2005-12-11,7282
2005-12-12,5044
2005-12-13,3710
2005-12-14,8635
2005-12-15,14863
2005-12-16,16001
2005-12-17,10252
2005-12-18,9156
2005-12-19,8657
2005-12-20,9989
2005-12-21,10730
2005-12-22,12081
2005-12-23,9665
2005-12-24,5373
2005-12-25,7172
2005-12-26,11124
2005-12-27,9871
2005-12-28,13235
2005-12-29,10825
2005-12-30,10482
2005-12-31,7323
