DATE,num_of_departure_delays
1990-01-01,3853
1990-01-02,3423
1990-01-03,3177
1990-01-04,3209
1990-01-05,1836
1990-01-06,1485
1990-01-07,1591
1990-01-08,1826
1990-01-09,3007
1990-01-10,1866
1990-01-11,2344
1990-01-12,2495
1990-01-13,989
1990-01-14,725
1990-01-15,1107
1990-01-16,2032
1990-01-17,3288
1990-01-18,3052
1990-01-19,3819
1990-01-20,2616
1990-01-21,1973
1990-01-22,1292
1990-01-23,857
1990-01-24,1314
1990-01-25,4099
1990-01-26,2199
1990-01-27,882
1990-01-28,678
1990-01-29,2128
1990-01-30,1215
1990-01-31,1544
1990-02-01,2636
1990-02-02,5938
1990-02-03,2764
1990-02-04,2109
1990-02-05,765
1990-02-06,793
1990-02-07,1194
1990-02-08,1332
1990-02-09,3191
1990-02-10,2388
1990-02-11,868
1990-02-12,939
1990-02-13,1691
1990-02-14,2593
1990-02-15,6205
1990-02-16,6928
1990-02-17,3051
1990-02-18,1431
1990-02-19,1610
1990-02-20,1610
1990-02-21,1948
1990-02-22,4912
1990-02-23,3928
1990-02-24,3659
1990-02-25,2873
1990-02-26,1613
1990-02-27,1513
1990-02-28,2038
1990-03-01,1510
1990-03-02,2937
1990-03-03,1432
1990-03-04,1179
1990-03-05,1595
1990-03-06,2963
1990-03-07,2624
1990-03-08,3515
1990-03-09,2868
1990-03-10,3578
1990-03-11,3402
1990-03-12,2063
1990-03-13,1886
1990-03-14,3161
1990-03-15,3053
1990-03-16,2874
1990-03-17,2505
1990-03-18,1887
1990-03-19,1129
1990-03-20,1448
1990-03-21,1368
1990-03-22,1279
1990-03-23,2341
1990-03-24,2271
1990-03-25,1491
1990-03-26,998
1990-03-27,766
1990-03-28,1697
1990-03-29,3873
1990-03-30,4974
1990-03-31,2203
1990-04-01,2258
1990-04-02,2068
1990-04-03,1860
1990-04-04,1052
1990-04-05,1789
1990-04-06,2089
1990-04-07,1478
1990-04-08,999
1990-04-09,870
1990-04-10,2692
1990-04-11,1365
1990-04-12,1096
1990-04-13,765
1990-04-14,638
1990-04-15,943
1990-04-16,1723
1990-04-17,1568
1990-04-18,1090
1990-04-19,1494
