DATE,num_of_departure_delays
1999-10-08,3617
1999-10-09,1796
1999-10-10,2924
1999-10-11,2102
1999-10-12,1956
1999-10-13,3558
1999-10-14,3519
1999-10-15,2583
1999-10-16,1699
1999-10-17,3375
1999-10-18,2130
1999-10-19,1823
1999-10-20,2473
1999-10-21,1939
1999-10-22,3570
1999-10-23,1484
1999-10-24,2265
1999-10-25,1746
1999-10-26,1256
1999-10-27,1317
1999-10-28,1752
1999-10-29,1842
1999-10-30,1456
1999-10-31,1716
1999-11-01,2268
1999-11-02,2613
1999-11-03,1807
1999-11-04,2413
1999-11-05,2428
1999-11-06,1002
1999-11-07,2378
1999-11-08,1514
1999-11-09,1029
1999-11-10,2449
1999-11-11,1848
1999-11-12,2506
1999-11-13,1746
1999-11-14,3011
1999-11-15,2797
1999-11-16,2068
1999-11-17,1283
1999-11-18,1543
1999-11-19,3177
1999-11-20,1880
1999-11-21,2167
1999-11-22,2604
1999-11-23,4206
1999-11-24,2755
1999-11-25,872
1999-11-26,847
1999-11-27,1553
1999-11-28,2122
1999-11-29,2884
1999-11-30,2395
1999-12-01,1690
1999-12-02,1557
1999-12-03,2655
1999-12-04,1887
1999-12-05,2383
1999-12-06,1532
1999-12-07,1246
1999-12-08,1079
1999-12-09,3328
1999-12-10,3030
1999-12-11,1363
1999-12-12,1898
1999-12-13,2553
1999-12-14,2310
1999-12-15,3107
1999-12-16,2997
1999-12-17,4125
1999-12-18,3007
1999-12-19,2968
1999-12-20,3579
1999-12-21,3321
1999-12-22,4666
1999-12-23,4368
1999-12-24,1699
1999-12-25,877
1999-12-26,2288
1999-12-27,3515
1999-12-28,4123
1999-12-29,2235
1999-12-30,1904
1999-12-31,807
