DATE,num_of_arrival_and_departure_delays
1991-06-29,2296
1991-06-30,3449
1991-07-01,3153
1991-07-02,4326
1991-07-03,5308
1991-07-04,1626
1991-07-05,1714
1991-07-06,1600
1991-07-07,7001
1991-07-08,5968
1991-07-09,3250
1991-07-10,2698
1991-07-11,2375
1991-07-12,2959
1991-07-13,3000
1991-07-14,2560
1991-07-15,2257
1991-07-16,2565
1991-07-17,2856
1991-07-18,2900
1991-07-19,4052
1991-07-20,1891
1991-07-21,4021
1991-07-22,4256
1991-07-23,5411
1991-07-24,4963
1991-07-25,4888
1991-07-26,6677
1991-07-27,3670
1991-07-28,2701
1991-07-29,3393
1991-07-30,3050
1991-07-31,2872
1991-08-01,4250
1991-08-02,3886
1991-08-03,3115
1991-08-04,3221
1991-08-05,3304
1991-08-06,2884
1991-08-07,3300
1991-08-08,6503
1991-08-09,7017
1991-08-10,2828
1991-08-11,2507
1991-08-12,4463
1991-08-13,3528
1991-08-14,4493
1991-08-15,5227
1991-08-16,3692
1991-08-17,3597
1991-08-18,4579
1991-08-19,5204
1991-08-20,6456
1991-08-21,3724
1991-08-22,3393
1991-08-23,3590
1991-08-24,2030
1991-08-25,2770
1991-08-26,2462
1991-08-27,2387
1991-08-28,2623
1991-08-29,4175
1991-08-30,4798
1991-08-31,1958
1991-09-01,982
1991-09-02,2711
1991-09-03,4444
1991-09-04,2064
1991-09-05,2236
1991-09-06,1861
1991-09-07,1747
1991-09-08,1503
1991-09-09,2186
1991-09-10,1573
1991-09-11,1771
1991-09-12,3159
1991-09-13,2667
1991-09-14,1954
1991-09-15,2397
1991-09-16,2681
1991-09-17,3525
1991-09-18,5316
1991-09-19,5017
1991-09-20,3000
1991-09-21,1052
1991-09-22,2108
1991-09-23,2010
1991-09-24,3310
1991-09-25,4989
1991-09-26,3314
1991-09-27,1866
1991-09-28,1227
1991-09-29,1890
1991-09-30,2030
1991-10-01,1643
1991-10-02,2336
1991-10-03,2194
1991-10-04,4801
1991-10-05,3008
1991-10-06,2875
1991-10-07,1528
1991-10-08,1635
1991-10-09,2052
1991-10-10,2201
1991-10-11,3607
1991-10-12,1461
1991-10-13,1483
1991-10-14,2305
1991-10-15,3943
1991-10-16,2818
1991-10-17,4032
1991-10-18,3106
1991-10-19,1518
1991-10-20,3131
1991-10-21,1313
1991-10-22,2119
1991-10-23,3393
1991-10-24,6503
1991-10-25,6203
1991-10-26,5657
1991-10-27,6049
1991-10-28,7743
1991-10-29,6109
1991-10-30,5816
1991-10-31,7407
1991-11-01,7038
1991-11-02,3628
1991-11-03,3144
1991-11-04,2938
1991-11-05,3051
1991-11-06,3609
1991-11-07,4688
1991-11-08,4242
1991-11-09,2397
1991-11-10,3752
1991-11-11,3333
1991-11-12,2604
1991-11-13,2323
1991-11-14,3258
1991-11-15,4009
1991-11-16,3584
1991-11-17,4518
1991-11-18,2439
1991-11-19,5001
1991-11-20,2569
1991-11-21,3148
1991-11-22,7706
1991-11-23,3884
1991-11-24,2336
1991-11-25,1604
1991-11-26,3554
1991-11-27,4546
1991-11-28,2092
1991-11-29,1868
1991-11-30,3890
1991-12-01,6301
1991-12-02,7625
1991-12-03,10409
1991-12-04,4724
1991-12-05,3356
1991-12-06,3871
1991-12-07,1598
1991-12-08,2423
1991-12-09,1837
1991-12-10,2718
1991-12-11,4723
1991-12-12,5146
1991-12-13,3769
1991-12-14,3139
1991-12-15,2712
1991-12-16,2221
1991-12-17,3455
1991-12-18,6708
1991-12-19,8767
1991-12-20,10142
1991-12-21,8879
1991-12-22,7338
1991-12-23,4475
1991-12-24,1190
1991-12-25,763
1991-12-26,2696
1991-12-27,3947
1991-12-28,4005
1991-12-29,6228
1991-12-30,3225
1991-12-31,2484
