DATE,num_of_departure_delays
2003-04-17,1658
2003-04-18,1466
2003-04-19,931
2003-04-20,1332
2003-04-21,2167
2003-04-22,1257
2003-04-23,1501
2003-04-24,1958
2003-04-25,1985
2003-04-26,1230
2003-04-27,1216
2003-04-28,1506
2003-04-29,990
2003-04-30,2202
2003-05-01,3581
2003-05-02,2292
2003-05-03,1094
2003-05-04,2201
2003-05-05,2339
2003-05-06,2346
2003-05-07,2340
2003-05-08,2244
2003-05-09,2487
2003-05-10,2231
2003-05-11,2945
2003-05-12,1870
2003-05-13,855
2003-05-14,1469
2003-05-15,1801
2003-05-16,2135
2003-05-17,1251
2003-05-18,2130
2003-05-19,2326
2003-05-20,1655
2003-05-21,1464
2003-05-22,1958
2003-05-23,1927
2003-05-24,985
2003-05-25,934
2003-05-26,1186
2003-05-27,1346
2003-05-28,2091
2003-05-29,1277
2003-05-30,1534
2003-05-31,1365
2003-06-01,1729
2003-06-02,1295
2003-06-03,1272
2003-06-04,1897
2003-06-05,2613
2003-06-06,2160
2003-06-07,1467
2003-06-08,3124
2003-06-09,1852
2003-06-10,1620
2003-06-11,2339
2003-06-12,4170
2003-06-13,4908
2003-06-14,2384
2003-06-15,1943
2003-06-16,2931
2003-06-17,1712
2003-06-18,2995
2003-06-19,3185
2003-06-20,2868
2003-06-21,2068
2003-06-22,2443
2003-06-23,2079
2003-06-24,1617
2003-06-25,2555
2003-06-26,2822
2003-06-27,2466
2003-06-28,2381
2003-06-29,2067
2003-06-30,2258
2003-07-01,2376
2003-07-02,2263
2003-07-03,2333
2003-07-04,1305
2003-07-05,1530
2003-07-06,3018
2003-07-07,4898
2003-07-08,3881
2003-07-09,3756
2003-07-10,3486
2003-07-11,3652
2003-07-12,1734
2003-07-13,2026
2003-07-14,2234
2003-07-15,2965
2003-07-16,2271
2003-07-17,2202
2003-07-18,3696
2003-07-19,1884
2003-07-20,1952
2003-07-21,4098
2003-07-22,4045
2003-07-23,3407
2003-07-24,2622
2003-07-25,2308
2003-07-26,1588
2003-07-27,3294
2003-07-28,2149
2003-07-29,1886
2003-07-30,1835
2003-07-31,3508
2003-08-01,4444
2003-08-02,3560
2003-08-03,4557
2003-08-04,4587
2003-08-05,3020
2003-08-06,2739
2003-08-07,2365
2003-08-08,2889
2003-08-09,2909
2003-08-10,2691
2003-08-11,4243
2003-08-12,2339
2003-08-13,2741
2003-08-14,2187
2003-08-15,2980
2003-08-16,3212
2003-08-17,2736
2003-08-18,2125
2003-08-19,1877
2003-08-20,1788
2003-08-21,2058
2003-08-22,3097
2003-08-23,1478
2003-08-24,1429
2003-08-25,1481
2003-08-26,3159
2003-08-27,2564
2003-08-28,2735
2003-08-29,3671
2003-08-30,1582
2003-08-31,873
2003-09-01,2106
2003-09-02,1886
2003-09-03,1652
2003-09-04,2825
2003-09-05,1459
2003-09-06,764
2003-09-07,1320
2003-09-08,1075
2003-09-09,1201
2003-09-10,1602
2003-09-11,2137
2003-09-12,2888
2003-09-13,954
2003-09-14,2606
2003-09-15,2446
2003-09-16,1211
2003-09-17,1208
2003-09-18,2258
2003-09-19,1685
2003-09-20,768
2003-09-21,1974
2003-09-22,2245
2003-09-23,1726
2003-09-24,1760
2003-09-25,1483
2003-09-26,2159
2003-09-27,1289
2003-09-28,1720
2003-09-29,1014
2003-09-30,1296
2003-10-01,1628
2003-10-02,1269
2003-10-03,1735
2003-10-04,824
2003-10-05,1537
2003-10-06,1305
2003-10-07,1195
2003-10-08,1549
2003-10-09,2380
2003-10-10,2924
2003-10-11,1389
2003-10-12,1370
2003-10-13,1102
2003-10-14,2950
2003-10-15,1845
2003-10-16,1487
2003-10-17,1879
2003-10-18,1102
2003-10-19,1799
2003-10-20,1154
2003-10-21,1299
2003-10-22,1384
2003-10-23,1236
2003-10-24,1718
2003-10-25,1160
2003-10-26,3403
2003-10-27,3854
2003-10-28,1260
2003-10-29,1740
2003-10-30,2033
2003-10-31,1674
2003-11-01,1140
2003-11-02,2281
2003-11-03,2538
2003-11-04,2815
2003-11-05,3529
2003-11-06,2740
2003-11-07,2450
2003-11-08,1336
2003-11-09,1844
2003-11-10,1304
2003-11-11,1997
2003-11-12,3695
2003-11-13,3286
2003-11-14,2426
2003-11-15,1237
2003-11-16,3863
2003-11-17,4318
2003-11-18,2823
2003-11-19,2926
2003-11-20,2486
2003-11-21,2263
2003-11-22,2110
2003-11-23,2385
2003-11-24,2739
2003-11-25,2265
2003-11-26,1896
2003-11-27,759
2003-11-28,1636
2003-11-29,2021
2003-11-30,2600
2003-12-01,3815
2003-12-02,2879
2003-12-03,1980
2003-12-04,3019
2003-12-05,5521
2003-12-06,2111
2003-12-07,2396
2003-12-08,2296
2003-12-09,2969
2003-12-10,3724
2003-12-11,2918
2003-12-12,2565
2003-12-13,2189
2003-12-14,4243
2003-12-15,3631
2003-12-16,1981
2003-12-17,3941
2003-12-18,3649
2003-12-19,5097
2003-12-20,3673
2003-12-21,2914
2003-12-22,2488
2003-12-23,3637
2003-12-24,2556
2003-12-25,2198
2003-12-26,3196
2003-12-27,3151
2003-12-28,3374
2003-12-29,4116
2003-12-30,3636
2003-12-31,1527
