DATE,num_of_arrival_delays
2003-01-01,1966
2003-01-02,4187
2003-01-03,4540
2003-01-04,2678
2003-01-05,4782
2003-01-06,4486
2003-01-07,2296
2003-01-08,1826
2003-01-09,2687
2003-01-10,2520
2003-01-11,1108
2003-01-12,2540
2003-01-13,1502
2003-01-14,1700
2003-01-15,1820
2003-01-16,3106
2003-01-17,2991
2003-01-18,1845
2003-01-19,2072
2003-01-20,2363
2003-01-21,2398
2003-01-22,3460
2003-01-23,3289
2003-01-24,2182
2003-01-25,1305
2003-01-26,2900
2003-01-27,2270
2003-01-28,2535
2003-01-29,3500
2003-01-30,2637
2003-01-31,3409
2003-02-01,1483
2003-02-02,2863
2003-02-03,2678
2003-02-04,2000
2003-02-05,1868
2003-02-06,3924
2003-02-07,5155
2003-02-08,1304
2003-02-09,2463
2003-02-10,4930
2003-02-11,2999
2003-02-12,3624
2003-02-13,3971
2003-02-14,4216
2003-02-15,3073
2003-02-16,3712
2003-02-17,2629
2003-02-18,4069
2003-02-19,3135
2003-02-20,3138
2003-02-21,4313
2003-02-22,4060
2003-02-23,4859
2003-02-24,4394
2003-02-25,3245
2003-02-26,4327
2003-02-27,4493
2003-02-28,3219
2003-03-01,2605
2003-03-02,3588
2003-03-03,3599
2003-03-04,2534
2003-03-05,4532
2003-03-06,5068
2003-03-07,2885
2003-03-08,2653
2003-03-09,2726
2003-03-10,1527
2003-03-11,1537
2003-03-12,1648
2003-03-13,4511
2003-03-14,3091
2003-03-15,2693
2003-03-16,2767
2003-03-17,3685
2003-03-18,3920
2003-03-19,3427
2003-03-20,5336
2003-03-21,3588
2003-03-22,1479
2003-03-23,1980
2003-03-24,1378
2003-03-25,1095
2003-03-26,1420
2003-03-27,2845
2003-03-28,3073
2003-03-29,1610
2003-03-30,2574
2003-03-31,1592
2003-04-01,1127
2003-04-02,928
2003-04-03,2388
2003-04-04,4585
2003-04-05,2189
2003-04-06,3544
2003-04-07,4918
2003-04-08,3357
2003-04-09,2458
2003-04-10,2516
2003-04-11,2315
2003-04-12,1092
2003-04-13,1277
2003-04-14,1138
2003-04-15,1258
2003-04-16,1396
2003-04-17,2017
2003-04-18,1760
2003-04-19,1231
2003-04-20,1732
2003-04-21,2518
2003-04-22,1555
2003-04-23,2123
2003-04-24,2339
2003-04-25,2392
2003-04-26,1296
2003-04-27,1187
2003-04-28,1620
2003-04-29,1188
2003-04-30,2977
2003-05-01,4614
2003-05-02,3121
2003-05-03,1350
2003-05-04,3060
2003-05-05,3480
2003-05-06,3265
2003-05-07,3515
2003-05-08,3322
2003-05-09,3426
2003-05-10,2956
2003-05-11,3731
2003-05-12,2183
2003-05-13,1252
2003-05-14,2173
2003-05-15,2601
2003-05-16,2946
2003-05-17,1371
2003-05-18,2386
2003-05-19,2809
2003-05-20,2069
2003-05-21,1787
2003-05-22,2348
2003-05-23,2299
2003-05-24,1082
2003-05-25,1048
2003-05-26,1370
2003-05-27,1730
2003-05-28,2842
2003-05-29,1549
2003-05-30,2046
2003-05-31,1671
2003-06-01,1863
2003-06-02,1612
2003-06-03,1738
2003-06-04,2586
2003-06-05,3292
2003-06-06,2665
2003-06-07,1827
2003-06-08,3824
2003-06-09,2179
2003-06-10,2229
2003-06-11,3538
2003-06-12,5723
2003-06-13,6098
2003-06-14,2904
2003-06-15,2223
2003-06-16,3813
2003-06-17,2444
2003-06-18,3838
2003-06-19,4134
2003-06-20,3635
2003-06-21,2448
2003-06-22,2689
2003-06-23,2446
2003-06-24,2036
2003-06-25,3413
2003-06-26,3585
2003-06-27,2901
2003-06-28,2751
2003-06-29,2370
2003-06-30,2637
2003-07-01,2790
2003-07-02,2683
2003-07-03,2739
2003-07-04,1653
2003-07-05,1767
2003-07-06,3946
2003-07-07,5690
2003-07-08,4821
2003-07-09,4784
2003-07-10,4591
2003-07-11,4660
2003-07-12,1897
2003-07-13,2556
2003-07-14,2873
2003-07-15,3900
2003-07-16,3050
2003-07-17,2747
2003-07-18,4795
2003-07-19,2007
2003-07-20,2202
2003-07-21,5488
2003-07-22,5104
2003-07-23,4257
2003-07-24,3350
2003-07-25,2720
2003-07-26,1760
