DATE,num_of_departure_delays
2001-01-01,4894
2001-01-02,5653
2001-01-03,5624
2001-01-04,3405
2001-01-05,3691
2001-01-06,2325
2001-01-07,2615
2001-01-08,2715
2001-01-09,2195
2001-01-10,3364
2001-01-11,3343
2001-01-12,4458
2001-01-13,1696
2001-01-14,2291
2001-01-15,2974
2001-01-16,2954
2001-01-17,1886
2001-01-18,3075
2001-01-19,4501
2001-01-20,2250
2001-01-21,3255
2001-01-22,1642
2001-01-23,1482
2001-01-24,2105
2001-01-25,2270
2001-01-26,3879
2001-01-27,2199
2001-01-28,2217
2001-01-29,3173
2001-01-30,2573
2001-01-31,1770
2001-02-01,1689
2001-02-02,2249
2001-02-03,1092
2001-02-04,1907
2001-02-05,1772
2001-02-06,1799
2001-02-07,2506
2001-02-08,2777
2001-02-09,4643
2001-02-10,2161
2001-02-11,2268
2001-02-12,3001
2001-02-13,3534
2001-02-14,4537
2001-02-15,4857
2001-02-16,6109
2001-02-17,2860
2001-02-18,1894
2001-02-19,2777
2001-02-20,2646
2001-02-21,2649
2001-02-22,4660
2001-02-23,4890
2001-02-24,4886
2001-02-25,5949
2001-02-26,3426
2001-02-27,3285
2001-02-28,4250
2001-03-01,3328
2001-03-02,4029
2001-03-03,2539
2001-03-04,4147
2001-03-05,1972
2001-03-06,2138
2001-03-07,2564
2001-03-08,3401
2001-03-09,3306
2001-03-10,2409
2001-03-11,3575
2001-03-12,3707
2001-03-13,3547
2001-03-14,3139
2001-03-15,5048
2001-03-16,5449
2001-03-17,2930
2001-03-18,3424
2001-03-19,2618
2001-03-20,2835
2001-03-21,3478
2001-03-22,2933
2001-03-23,3266
2001-03-24,2580
2001-03-25,2875
2001-03-26,2816
2001-03-27,1876
2001-03-28,1825
2001-03-29,3456
2001-03-30,3777
2001-03-31,2273
2001-04-01,3607
2001-04-02,2174
2001-04-03,2282
2001-04-04,2028
2001-04-05,2823
2001-04-06,5760
2001-04-07,3547
2001-04-08,3115
2001-04-09,3075
2001-04-10,2819
2001-04-11,4091
2001-04-12,5642
