DATE,num_of_arrival_and_departure_delays
2012-09-11,3879
2012-09-12,3767
2012-09-13,7214
2012-09-14,6266
2012-09-15,3552
2012-09-16,5146
2012-09-17,5504
2012-09-18,8483
2012-09-19,4148
2012-09-20,5206
2012-09-21,5061
2012-09-22,3469
2012-09-23,4787
2012-09-24,4034
2012-09-25,3602
2012-09-26,3561
2012-09-27,5989
2012-09-28,5937
2012-09-29,2833
2012-09-30,5976
2012-10-01,5920
2012-10-02,4475
2012-10-03,6619
2012-10-04,6609
2012-10-05,6437
2012-10-06,3480
2012-10-07,5014
2012-10-08,7812
2012-10-09,5123
2012-10-10,6385
2012-10-11,6632
2012-10-12,6703
2012-10-13,3588
2012-10-14,6739
2012-10-15,6382
2012-10-16,4198
2012-10-17,4359
2012-10-18,6685
2012-10-19,8585
2012-10-20,3350
2012-10-21,4496
2012-10-22,8153
2012-10-23,4482
2012-10-24,4683
2012-10-25,8073
2012-10-26,6668
2012-10-27,2557
2012-10-28,5316
2012-10-29,2779
2012-10-30,2858
2012-10-31,2829
2012-11-01,4962
2012-11-02,4176
2012-11-03,2286
2012-11-04,3819
2012-11-05,3956
2012-11-06,3589
2012-11-07,4200
2012-11-08,4959
2012-11-09,5447
2012-11-10,3223
2012-11-11,6104
2012-11-12,7697
2012-11-13,4011
2012-11-14,3726
2012-11-15,5669
2012-11-16,5110
2012-11-17,3267
2012-11-18,3302
2012-11-19,3497
2012-11-20,4558
2012-11-21,6416
2012-11-22,1384
2012-11-23,1973
2012-11-24,3614
2012-11-25,5814
2012-11-26,5635
2012-11-27,5229
2012-11-28,3588
2012-11-29,3976
2012-11-30,4443
2012-12-01,3415
2012-12-02,5120
2012-12-03,4136
2012-12-04,3038
2012-12-05,3038
2012-12-06,2911
2012-12-07,3923
2012-12-08,3007
2012-12-09,5732
2012-12-10,9384
2012-12-11,3935
2012-12-12,3145
2012-12-13,3515
2012-12-14,4297
2012-12-15,4032
2012-12-16,6714
2012-12-17,7721
2012-12-18,6669
2012-12-19,8732
2012-12-20,11807
2012-12-21,14213
2012-12-22,9199
2012-12-23,7355
2012-12-24,5015
2012-12-25,7109
2012-12-26,15331
2012-12-27,14534
2012-12-28,11102
2012-12-29,9598
2012-12-30,8119
2012-12-31,5747
