DATE,num_of_departure_delays
2010-01-01,2790
2010-01-02,5137
2010-01-03,5782
2010-01-04,5050
2010-01-05,3674
2010-01-06,2866
2010-01-07,4310
2010-01-08,4866
2010-01-09,2038
2010-01-10,2628
2010-01-11,2259
2010-01-12,2115
2010-01-13,1404
2010-01-14,1662
2010-01-15,2159
2010-01-16,1335
2010-01-17,2416
2010-01-18,3627
2010-01-19,2092
2010-01-20,2197
2010-01-21,3685
2010-01-22,3607
2010-01-23,1639
2010-01-24,2883
2010-01-25,3524
2010-01-26,1324
2010-01-27,1810
2010-01-28,2617
2010-01-29,2935
2010-01-30,1881
2010-01-31,2401
2010-02-01,1856
2010-02-02,1612
2010-02-03,1698
2010-02-04,2254
2010-02-05,4001
2010-02-06,1597
2010-02-07,1772
2010-02-08,4128
2010-02-09,3405
2010-02-10,2177
2010-02-11,3978
2010-02-12,5431
2010-02-13,3814
2010-02-14,2636
2010-02-15,3480
2010-02-16,3776
2010-02-17,2407
2010-02-18,2449
2010-02-19,2598
2010-02-20,1965
2010-02-21,4000
2010-02-22,4463
2010-02-23,3016
2010-02-24,5122
2010-02-25,3040
2010-02-26,3907
2010-02-27,2974
2010-02-28,2154
2010-03-01,2546
2010-03-02,2244
2010-03-03,2025
2010-03-04,1752
2010-03-05,1961
2010-03-06,1241
2010-03-07,3126
2010-03-08,3337
2010-03-09,2264
2010-03-10,4074
2010-03-11,5117
2010-03-12,6375
2010-03-13,3677
2010-03-14,4602
2010-03-15,4361
2010-03-16,2055
2010-03-17,1881
2010-03-18,1931
2010-03-19,2728
2010-03-20,3743
2010-03-21,4329
2010-03-22,3835
2010-03-23,2250
2010-03-24,3440
2010-03-25,3419
2010-03-26,3636
2010-03-27,2161
2010-03-28,2997
2010-03-29,3836
2010-03-30,3059
2010-03-31,2491
2010-04-01,2097
2010-04-02,2543
2010-04-03,1523
2010-04-04,2441
2010-04-05,2569
2010-04-06,3003
2010-04-07,3727
2010-04-08,3527
2010-04-09,2274
2010-04-10,1554
2010-04-11,2830
2010-04-12,2630
2010-04-13,1702
2010-04-14,1388
2010-04-15,1664
2010-04-16,1926
2010-04-17,1100
2010-04-18,1922
2010-04-19,1352
2010-04-20,1436
2010-04-21,1893
2010-04-22,3028
2010-04-23,2536
2010-04-24,3080
2010-04-25,3477
2010-04-26,3383
2010-04-27,2026
2010-04-28,1978
2010-04-29,2489
2010-04-30,2587
2010-05-01,1966
2010-05-02,3340
2010-05-03,4045
2010-05-04,1963
2010-05-05,1591
2010-05-06,2049
2010-05-07,3512
2010-05-08,1879
2010-05-09,2644
2010-05-10,2927
2010-05-11,3007
2010-05-12,4193
2010-05-13,4839
2010-05-14,4321
2010-05-15,2847
2010-05-16,2486
2010-05-17,3242
2010-05-18,2825
2010-05-19,2344
2010-05-20,3001
2010-05-21,4928
2010-05-22,2068
2010-05-23,2813
2010-05-24,3333
2010-05-25,2581
2010-05-26,3129
2010-05-27,3832
2010-05-28,3756
2010-05-29,1842
2010-05-30,1260
2010-05-31,4018
2010-06-01,4136
2010-06-02,4459
2010-06-03,3596
2010-06-04,3091
2010-06-05,1968
2010-06-06,3873
2010-06-07,2975
2010-06-08,2841
2010-06-09,3796
2010-06-10,3775
2010-06-11,4294
2010-06-12,3763
2010-06-13,4677
2010-06-14,3998
2010-06-15,3972
2010-06-16,3950
2010-06-17,3177
2010-06-18,3900
2010-06-19,3504
2010-06-20,2567
2010-06-21,4054
2010-06-22,3004
2010-06-23,4704
2010-06-24,5692
2010-06-25,4639
2010-06-26,2682
2010-06-27,4390
2010-06-28,4951
2010-06-29,3875
2010-06-30,3545
2010-07-01,3425
2010-07-02,4126
2010-07-03,2348
2010-07-04,1416
2010-07-05,2244
2010-07-06,3200
2010-07-07,3394
2010-07-08,4187
2010-07-09,3957
2010-07-10,3361
2010-07-11,3238
2010-07-12,4379
2010-07-13,5088
2010-07-14,4292
2010-07-15,3824
2010-07-16,4706
2010-07-17,2586
2010-07-18,4644
2010-07-19,4657
2010-07-20,3654
2010-07-21,3917
2010-07-22,4160
2010-07-23,4715
2010-07-24,4425
2010-07-25,3969
2010-07-26,4072
2010-07-27,3798
2010-07-28,4186
2010-07-29,5105
2010-07-30,3792
2010-07-31,3059
2010-08-01,3989
2010-08-02,3072
2010-08-03,3428
2010-08-04,4907
2010-08-05,4845
2010-08-06,4545
2010-08-07,2964
2010-08-08,3453
2010-08-09,3593
2010-08-10,2943
2010-08-11,3686
2010-08-12,4798
2010-08-13,3804
2010-08-14,2960
2010-08-15,3266
2010-08-16,3983
2010-08-17,2583
2010-08-18,2873
2010-08-19,3011
2010-08-20,3063
2010-08-21,2320
2010-08-22,3076
2010-08-23,3212
2010-08-24,2722
2010-08-25,2220
2010-08-26,2064
2010-08-27,1749
2010-08-28,1365
2010-08-29,1606
2010-08-30,1567
2010-08-31,1310
2010-09-01,1738
