DATE,num_of_arrival_and_departure_delays
1993-01-01,3430
1993-01-02,6574
1993-01-03,10147
1993-01-04,8163
1993-01-05,5129
1993-01-06,4744
1993-01-07,4490
1993-01-08,6652
1993-01-09,5604
1993-01-10,7185
1993-01-11,5991
1993-01-12,7601
1993-01-13,8713
1993-01-14,3950
1993-01-15,6056
1993-01-16,2923
1993-01-17,4883
1993-01-18,5361
1993-01-19,5040
1993-01-20,4608
1993-01-21,8107
1993-01-22,5236
1993-01-23,1860
1993-01-24,2794
1993-01-25,1855
1993-01-26,1477
1993-01-27,1575
1993-01-28,2424
1993-01-29,3895
1993-01-30,1371
1993-01-31,2089
1993-02-01,2128
1993-02-02,1428
1993-02-03,3242
1993-02-04,4546
1993-02-05,2554
1993-02-06,3792
1993-02-07,3044
1993-02-08,2300
1993-02-09,2580
1993-02-10,3951
1993-02-11,6199
1993-02-12,9165
1993-02-13,5049
1993-02-14,2352
1993-02-15,6724
1993-02-16,9629
1993-02-17,4866
1993-02-18,4944
1993-02-19,5551
1993-02-20,3469
1993-02-21,9132
1993-02-22,10218
1993-02-23,5011
1993-02-24,5609
1993-02-25,7189
1993-02-26,9029
1993-02-27,2237
1993-02-28,3034
1993-03-01,4322
1993-03-02,4052
1993-03-03,3914
1993-03-04,8097
1993-03-05,6010
1993-03-06,2828
1993-03-07,2341
1993-03-08,2047
1993-03-09,2453
1993-03-10,5510
1993-03-11,4998
1993-03-12,5974
1993-03-13,4751
1993-03-14,6071
1993-03-15,11129
1993-03-16,8450
1993-03-17,8012
1993-03-18,4924
1993-03-19,8015
1993-03-20,3282
1993-03-21,3514
1993-03-22,7730
1993-03-23,5353
1993-03-24,7480
1993-03-25,6531
1993-03-26,5793
1993-03-27,3717
1993-03-28,5266
1993-03-29,4123
1993-03-30,4153
1993-03-31,7253
1993-04-01,8764
1993-04-02,5184
1993-04-03,5165
1993-04-04,3362
1993-04-05,3204
1993-04-06,3095
1993-04-07,4538
1993-04-08,3375
1993-04-09,3073
1993-04-10,2271
1993-04-11,1795
1993-04-12,3542
1993-04-13,3366
1993-04-14,5953
1993-04-15,7949
1993-04-16,6665
1993-04-17,3077
1993-04-18,2663
1993-04-19,4816
1993-04-20,2834
1993-04-21,2004
1993-04-22,4030
1993-04-23,3592
1993-04-24,2288
1993-04-25,2402
1993-04-26,3023
1993-04-27,1759
1993-04-28,1921
1993-04-29,3365
1993-04-30,3110
1993-05-01,2057
1993-05-02,2356
1993-05-03,2839
1993-05-04,4055
1993-05-05,5204
1993-05-06,3933
1993-05-07,2441
1993-05-08,1794
1993-05-09,3850
1993-05-10,2240
1993-05-11,2152
1993-05-12,4521
1993-05-13,3117
1993-05-14,2285
1993-05-15,1303
1993-05-16,2935
1993-05-17,2424
1993-05-18,2697
1993-05-19,3553
1993-05-20,2453
1993-05-21,1992
1993-05-22,1435
1993-05-23,2439
1993-05-24,2576
1993-05-25,2385
1993-05-26,2420
1993-05-27,2589
1993-05-28,4172
1993-05-29,1389
1993-05-30,2094
1993-05-31,2690
1993-06-01,2340
1993-06-02,2274
1993-06-03,2114
1993-06-04,4633
1993-06-05,2384
1993-06-06,3180
1993-06-07,4170
1993-06-08,5693
1993-06-09,6596
1993-06-10,4551
1993-06-11,5241
1993-06-12,2645
1993-06-13,2692
1993-06-14,3403
1993-06-15,2307
1993-06-16,2557
1993-06-17,4280
1993-06-18,4385
1993-06-19,3453
1993-06-20,3556
1993-06-21,4454
1993-06-22,2157
1993-06-23,2600
1993-06-24,5934
1993-06-25,5607
1993-06-26,3487
1993-06-27,2649
1993-06-28,4340
1993-06-29,3131
1993-06-30,3820
1993-07-01,3098
1993-07-02,3979
1993-07-03,2584
1993-07-04,615
1993-07-05,2478
1993-07-06,2539
1993-07-07,2939
1993-07-08,3620
1993-07-09,2754
1993-07-10,2759
1993-07-11,3845
1993-07-12,2478
1993-07-13,2545
1993-07-14,4915
1993-07-15,3399
1993-07-16,3139
1993-07-17,3412
1993-07-18,3540
1993-07-19,3564
1993-07-20,2774
1993-07-21,2567
1993-07-22,2552
1993-07-23,3184
1993-07-24,2562
1993-07-25,4421
1993-07-26,2723
1993-07-27,2464
1993-07-28,3244
1993-07-29,2713
1993-07-30,2967
1993-07-31,4315
1993-08-01,2416
1993-08-02,3661
1993-08-03,4700
1993-08-04,3944
1993-08-05,3054
1993-08-06,5281
1993-08-07,4503
1993-08-08,2742
1993-08-09,2999
1993-08-10,2553
1993-08-11,2855
1993-08-12,4740
1993-08-13,4230
1993-08-14,5411
1993-08-15,6072
1993-08-16,4200
1993-08-17,4239
1993-08-18,3427
1993-08-19,3528
1993-08-20,4373
1993-08-21,1853
1993-08-22,1962
1993-08-23,2993
1993-08-24,2918
1993-08-25,2698
1993-08-26,1953
1993-08-27,3077
1993-08-28,2988
1993-08-29,5113
1993-08-30,3083
1993-08-31,4371
1993-09-01,1852
1993-09-02,7056
1993-09-03,5226
1993-09-04,1406
1993-09-05,909
1993-09-06,2150
1993-09-07,3400
1993-09-08,3351
1993-09-09,2830
1993-09-10,3088
1993-09-11,2085
1993-09-12,2972
1993-09-13,5857
1993-09-14,3710
1993-09-15,2209
1993-09-16,2953
1993-09-17,5530
1993-09-18,3139
1993-09-19,3149
1993-09-20,3398
1993-09-21,3448
1993-09-22,4134
1993-09-23,3949
1993-09-24,3764
1993-09-25,2849
1993-09-26,3847
1993-09-27,4695
1993-09-28,1564
1993-09-29,1940
1993-09-30,2341
1993-10-01,2099
1993-10-02,1894
1993-10-03,3024
1993-10-04,2444
1993-10-05,1620
1993-10-06,2483
1993-10-07,2332
1993-10-08,4505
1993-10-09,2864
1993-10-10,2015
1993-10-11,1775
1993-10-12,4832
1993-10-13,2011
1993-10-14,3033
1993-10-15,6634
1993-10-16,6231
1993-10-17,5818
1993-10-18,4396
1993-10-19,5490
1993-10-20,10434
1993-10-21,7321
1993-10-22,3317
1993-10-23,1728
1993-10-24,2109
1993-10-25,1431
1993-10-26,2028
1993-10-27,3557
1993-10-28,2982
1993-10-29,5374
1993-10-30,4787
1993-10-31,4629
1993-11-01,2724
1993-11-02,3017
1993-11-03,2550
1993-11-04,3712
1993-11-05,7372
1993-11-06,2131
1993-11-07,2169
1993-11-08,2237
1993-11-09,2954
1993-11-10,3207
1993-11-11,2901
1993-11-12,4338
1993-11-13,2113
1993-11-14,9023
1993-11-15,2881
1993-11-16,5163
1993-11-17,5134
1993-11-18,7518
1993-11-19,8119
1993-11-20,3714
1993-11-21,2584
1993-11-22,2809
1993-11-23,4805
1993-11-24,6940
1993-11-25,2604
1993-11-26,1259
1993-11-27,3494
1993-11-28,6763
1993-11-29,5231
1993-11-30,3261
1993-12-01,2053
1993-12-02,4610
1993-12-03,7333
1993-12-04,3342
1993-12-05,4431
1993-12-06,2378
1993-12-07,2328
1993-12-08,5077
1993-12-09,2947
1993-12-10,4360
1993-12-11,3161
1993-12-12,3724
1993-12-13,3675
1993-12-14,4244
1993-12-15,5984
1993-12-16,4949
1993-12-17,7378
1993-12-18,5273
1993-12-19,3788
1993-12-20,4175
1993-12-21,8940
1993-12-22,10364
1993-12-23,8368
1993-12-24,4046
1993-12-25,2512
1993-12-26,4808
1993-12-27,4509
1993-12-28,6250
1993-12-29,6980
1993-12-30,6625
1993-12-31,2409
