DATE,num_of_arrival_and_departure_delays
2009-08-15,3864
2009-08-16,7158
2009-08-17,9882
2009-08-18,7980
2009-08-19,7314
2009-08-20,9074
2009-08-21,11120
2009-08-22,6927
2009-08-23,4866
2009-08-24,4116
2009-08-25,3360
2009-08-26,4929
2009-08-27,4423
2009-08-28,8764
2009-08-29,3151
2009-08-30,5257
2009-08-31,4184
2009-09-01,3260
2009-09-02,2359
2009-09-03,4389
2009-09-04,4189
2009-09-05,2391
2009-09-06,1555
2009-09-07,2597
2009-09-08,3784
2009-09-09,3643
2009-09-10,4490
2009-09-11,7120
2009-09-12,4691
2009-09-13,6004
2009-09-14,4318
2009-09-15,2967
2009-09-16,4442
2009-09-17,6010
2009-09-18,4022
2009-09-19,2398
2009-09-20,5247
2009-09-21,7453
2009-09-22,4624
2009-09-23,4774
2009-09-24,4124
2009-09-25,5206
2009-09-26,3113
2009-09-27,4993
2009-09-28,4778
2009-09-29,2613
2009-09-30,3178
2009-10-01,6457
2009-10-02,5680
2009-10-03,3385
2009-10-04,6171
2009-10-05,6610
2009-10-06,7482
2009-10-07,6619
2009-10-08,8174
2009-10-09,11943
2009-10-10,5308
2009-10-11,6041
2009-10-12,10856
2009-10-13,7778
2009-10-14,7993
2009-10-15,11168
2009-10-16,8291
2009-10-17,3398
2009-10-18,6149
2009-10-19,5164
2009-10-20,3376
2009-10-21,5079
2009-10-22,7603
2009-10-23,9432
2009-10-24,4102
2009-10-25,4592
2009-10-26,6580
2009-10-27,7161
2009-10-28,7727
2009-10-29,10147
2009-10-30,9091
2009-10-31,3535
2009-11-01,3049
2009-11-02,2893
2009-11-03,1971
2009-11-04,2446
2009-11-05,2889
2009-11-06,3431
2009-11-07,1417
2009-11-08,2539
2009-11-09,2412
2009-11-10,4416
2009-11-11,3489
2009-11-12,4600
2009-11-13,5571
2009-11-14,2445
2009-11-15,4190
2009-11-16,3152
2009-11-17,2814
2009-11-18,3594
2009-11-19,7923
2009-11-20,5474
2009-11-21,1982
2009-11-22,4521
2009-11-23,4630
2009-11-24,5098
2009-11-25,4950
2009-11-26,1537
2009-11-27,1525
2009-11-28,2065
2009-11-29,4107
2009-11-30,6629
2009-12-01,4581
2009-12-02,8265
2009-12-03,4693
2009-12-04,5651
2009-12-05,5139
2009-12-06,5870
2009-12-07,8080
2009-12-08,11380
2009-12-09,10133
2009-12-10,8748
2009-12-11,8180
2009-12-12,4448
2009-12-13,9787
2009-12-14,10281
2009-12-15,4509
2009-12-16,4826
2009-12-17,5983
2009-12-18,10411
2009-12-19,7851
2009-12-20,9868
2009-12-21,11579
2009-12-22,11931
2009-12-23,10645
2009-12-24,6975
2009-12-25,6711
2009-12-26,11339
2009-12-27,9938
2009-12-28,8323
2009-12-29,8644
2009-12-30,9851
2009-12-31,8992
