DATE,num_of_departure_delays
2018-06-05,2657
2018-06-06,2786
2018-06-07,3781
2018-06-08,4775
2018-06-09,4573
2018-06-10,5806
2018-06-11,4698
2018-06-12,3279
2018-06-13,3909
2018-06-14,3581
2018-06-15,4279
2018-06-16,3588
2018-06-17,4274
2018-06-18,4065
2018-06-19,5269
2018-06-20,5075
2018-06-21,5576
2018-06-22,5589
2018-06-23,3767
2018-06-24,4793
2018-06-25,5472
2018-06-26,5442
2018-06-27,4489
2018-06-28,6303
2018-06-29,4196
2018-06-30,3319
2018-07-01,3521
2018-07-02,3185
2018-07-03,2521
2018-07-04,2369
2018-07-05,3629
2018-07-06,4739
2018-07-07,2807
2018-07-08,3349
2018-07-09,4035
2018-07-10,3883
2018-07-11,3566
2018-07-12,4186
2018-07-13,3422
2018-07-14,2981
2018-07-15,5585
2018-07-16,5551
2018-07-17,5006
2018-07-18,4112
2018-07-19,5052
2018-07-20,6476
2018-07-21,4588
2018-07-22,5411
2018-07-23,6893
2018-07-24,6414
2018-07-25,5808
2018-07-26,4796
2018-07-27,4938
2018-07-28,3995
2018-07-29,5466
2018-07-30,5111
2018-07-31,5413
2018-08-01,5761
2018-08-02,6558
2018-08-03,6552
2018-08-04,4105
2018-08-05,3565
2018-08-06,4702
2018-08-07,5199
2018-08-08,6322
2018-08-09,6123
2018-08-10,5127
2018-08-11,5119
2018-08-12,5714
2018-08-13,6791
2018-08-14,5472
2018-08-15,4110
2018-08-16,3861
2018-08-17,4823
2018-08-18,3149
2018-08-19,4359
2018-08-20,4509
2018-08-21,4439
2018-08-22,2797
2018-08-23,3038
2018-08-24,2962
2018-08-25,2155
2018-08-26,2240
2018-08-27,2826
2018-08-28,3637
2018-08-29,2751
2018-08-30,2797
2018-08-31,4544
2018-09-01,2827
2018-09-02,1816
2018-09-03,3693
2018-09-04,2342
2018-09-05,2427
2018-09-06,3271
2018-09-07,3610
2018-09-08,1816
2018-09-09,3285
2018-09-10,3590
2018-09-11,2305
2018-09-12,3086
2018-09-13,2467
2018-09-14,2820
2018-09-15,1497
2018-09-16,2909
2018-09-17,2507
2018-09-18,3387
2018-09-19,2200
2018-09-20,4100
2018-09-21,4487
2018-09-22,2337
2018-09-23,2614
2018-09-24,2452
2018-09-25,3824
2018-09-26,5250
2018-09-27,3511
2018-09-28,3275
2018-09-29,2071
2018-09-30,2386
2018-10-01,2712
2018-10-02,2305
2018-10-03,2277
2018-10-04,2770
2018-10-05,3364
2018-10-06,2502
2018-10-07,3395
2018-10-08,4646
2018-10-09,4039
2018-10-10,2598
2018-10-11,5167
2018-10-12,4181
2018-10-13,2733
2018-10-14,3700
2018-10-15,5210
2018-10-16,2686
2018-10-17,2366
2018-10-18,3326
2018-10-19,3846
2018-10-20,1836
2018-10-21,2961
2018-10-22,2965
2018-10-23,2581
2018-10-24,2061
2018-10-25,3101
2018-10-26,3970
2018-10-27,1951
2018-10-28,2356
2018-10-29,2078
2018-10-30,1625
2018-10-31,1634
2018-11-01,2983
2018-11-02,3024
2018-11-03,1420
2018-11-04,2105
2018-11-05,3140
2018-11-06,3300
2018-11-07,2451
2018-11-08,3406
2018-11-09,6654
2018-11-10,1946
2018-11-11,2915
2018-11-12,4385
2018-11-13,4008
2018-11-14,3187
2018-11-15,6479
2018-11-16,6920
2018-11-17,3379
2018-11-18,2561
2018-11-19,2353
2018-11-20,3731
2018-11-21,3422
2018-11-22,936
2018-11-23,1249
2018-11-24,3112
2018-11-25,4391
2018-11-26,6373
2018-11-27,5020
2018-11-28,3238
2018-11-29,3361
2018-11-30,2086
2018-12-01,2186
2018-12-02,3700
2018-12-03,2752
2018-12-04,2291
2018-12-05,2235
2018-12-06,3075
2018-12-07,2783
2018-12-08,1889
2018-12-09,2477
2018-12-10,2975
2018-12-11,1906
2018-12-12,1863
2018-12-13,3028
2018-12-14,3907
2018-12-15,1767
2018-12-16,3045
2018-12-17,2064
2018-12-18,2526
2018-12-19,2738
2018-12-20,6060
2018-12-21,7097
2018-12-22,4308
2018-12-23,3007
2018-12-24,1633
2018-12-25,1343
2018-12-26,4058
2018-12-27,7155
2018-12-28,7615
2018-12-29,5302
2018-12-30,4047
2018-12-31,3298
