DATE,num_of_departure_delays
2020-01-01,2427
2020-01-02,2939
2020-01-03,3950
2020-01-04,4269
2020-01-05,3632
2020-01-06,2703
2020-01-07,1705
2020-01-08,2329
2020-01-09,1701
2020-01-10,2844
2020-01-11,3298
2020-01-12,3448
2020-01-13,3238
2020-01-14,2256
2020-01-15,1757
2020-01-16,4626
2020-01-17,3602
2020-01-18,3047
2020-01-19,2225
2020-01-20,2403
2020-01-21,1941
2020-01-22,1752
2020-01-23,2584
2020-01-24,2536
2020-01-25,1789
2020-01-26,1987
2020-01-27,2781
2020-01-28,1624
2020-01-29,1254
2020-01-30,2029
2020-01-31,2771
2020-02-01,1693
2020-02-02,1666
2020-02-03,2627
2020-02-04,1631
2020-02-05,2061
2020-02-06,6799
2020-02-07,6958
2020-02-08,2049
2020-02-09,3808
2020-02-10,2822
2020-02-11,1927
2020-02-12,2353
2020-02-13,7105
2020-02-14,3210
2020-02-15,1932
2020-02-16,1842
2020-02-17,2203
2020-02-18,2858
2020-02-19,2011
2020-02-20,2702
2020-02-21,2621
2020-02-22,1709
2020-02-23,2108
2020-02-24,2109
2020-02-25,2208
2020-02-26,3621
2020-02-27,3145
2020-02-28,2266
2020-02-29,1763
2020-03-01,2177
2020-03-02,1953
2020-03-03,1504
2020-03-04,3019
2020-03-05,2109
2020-03-06,2661
2020-03-07,1386
2020-03-08,2097
2020-03-09,1671
2020-03-10,1985
2020-03-11,1842
2020-03-12,2077
2020-03-13,4098
2020-03-14,2427
2020-03-15,2036
2020-03-16,1497
2020-03-17,1409
2020-03-18,1648
2020-03-19,2374
2020-03-20,2184
2020-03-21,1466
2020-03-22,1284
2020-03-23,1139
2020-03-24,787
2020-03-25,643
2020-03-26,545
2020-03-27,498
2020-03-28,563
2020-03-29,454
2020-03-30,484
2020-03-31,484
2020-04-01,625
2020-04-02,539
2020-04-03,515
2020-04-04,333
2020-04-05,291
2020-04-06,973
2020-04-07,255
2020-04-08,336
2020-04-09,335
2020-04-10,235
2020-04-11,207
2020-04-12,292
2020-04-13,331
2020-04-14,198
2020-04-15,228
2020-04-16,182
2020-04-17,263
2020-04-18,243
2020-04-19,292
2020-04-20,194
2020-04-21,149
2020-04-22,192
2020-04-23,183
2020-04-24,320
2020-04-25,214
2020-04-26,194
2020-04-27,162
2020-04-28,178
2020-04-29,185
2020-04-30,215
2020-05-01,207
2020-05-02,177
2020-05-03,238
2020-05-04,232
2020-05-05,201
2020-05-06,180
2020-05-07,252
2020-05-08,295
2020-05-09,158
2020-05-10,205
2020-05-11,207
2020-05-12,173
2020-05-13,160
2020-05-14,416
2020-05-15,317
2020-05-16,245
2020-05-17,258
2020-05-18,254
2020-05-19,182
2020-05-20,239
2020-05-21,325
2020-05-22,393
2020-05-23,252
2020-05-24,373
2020-05-25,288
2020-05-26,268
2020-05-27,324
2020-05-28,382
2020-05-29,348
2020-05-30,254
2020-05-31,317
2020-06-01,333
2020-06-02,236
2020-06-03,270
2020-06-04,410
2020-06-05,428
2020-06-06,390
2020-06-07,389
2020-06-08,324
2020-06-09,326
2020-06-10,336
2020-06-11,443
2020-06-12,455
2020-06-13,404
2020-06-14,453
2020-06-15,345
2020-06-16,274
2020-06-17,335
2020-06-18,428
2020-06-19,554
2020-06-20,557
2020-06-21,928
2020-06-22,965
2020-06-23,677
2020-06-24,457
2020-06-25,658
2020-06-26,680
2020-06-27,537
2020-06-28,694
2020-06-29,696
2020-06-30,485
2020-07-01,753
2020-07-02,1057
2020-07-03,701
2020-07-04,568
2020-07-05,931
2020-07-06,1200
2020-07-07,979
2020-07-08,697
2020-07-09,930
2020-07-10,1365
2020-07-11,706
2020-07-12,971
2020-07-13,759
2020-07-14,569
2020-07-15,795
2020-07-16,749
2020-07-17,765
2020-07-18,825
2020-07-19,1459
2020-07-20,1029
2020-07-21,764
2020-07-22,852
2020-07-23,807
2020-07-24,877
2020-07-25,785
2020-07-26,705
2020-07-27,795
2020-07-28,548
2020-07-29,513
2020-07-30,772
2020-07-31,746
2020-08-01,795
2020-08-02,817
2020-08-03,1199
2020-08-04,852
2020-08-05,542
2020-08-06,814
2020-08-07,715
2020-08-08,581
2020-08-09,829
2020-08-10,1353
2020-08-11,484
2020-08-12,729
2020-08-13,928
2020-08-14,788
2020-08-15,797
2020-08-16,987
2020-08-17,826
2020-08-18,547
2020-08-19,685
2020-08-20,683
2020-08-21,669
2020-08-22,600
2020-08-23,1263
2020-08-24,773
2020-08-25,445
2020-08-26,641
2020-08-27,786
2020-08-28,1162
2020-08-29,533
2020-08-30,1410
2020-08-31,895
2020-09-01,850
2020-09-02,497
2020-09-03,878
2020-09-04,812
2020-09-05,645
2020-09-06,519
2020-09-07,779
2020-09-08,1152
2020-09-09,998
2020-09-10,685
2020-09-11,529
2020-09-12,538
2020-09-13,537
2020-09-14,595
2020-09-15,343
2020-09-16,497
2020-09-17,925
2020-09-18,661
2020-09-19,507
2020-09-20,570
2020-09-21,490
2020-09-22,491
2020-09-23,444
2020-09-24,606
2020-09-25,594
2020-09-26,555
2020-09-27,591
2020-09-28,547
2020-09-29,508
2020-09-30,487
2020-10-01,794
2020-10-02,693
2020-10-03,621
2020-10-04,744
2020-10-05,582
2020-10-06,381
