DATE,num_of_departure_delays
2017-01-01,2909
2017-01-02,5897
2017-01-03,4458
2017-01-04,3620
2017-01-05,4418
2017-01-06,4134
2017-01-07,4605
2017-01-08,5046
2017-01-09,4748
2017-01-10,3593
2017-01-11,2604
2017-01-12,3794
2017-01-13,2798
2017-01-14,1406
2017-01-15,1689
2017-01-16,2762
2017-01-17,1666
2017-01-18,2251
2017-01-19,2475
2017-01-20,3110
2017-01-21,2175
2017-01-22,4667
2017-01-23,4405
2017-01-24,1848
2017-01-25,1361
2017-01-26,1780
2017-01-27,1989
2017-01-28,801
2017-01-29,2011
2017-01-30,1762
2017-01-31,1553
2017-02-01,1917
2017-02-02,2167
2017-02-03,2269
2017-02-04,944
2017-02-05,1145
2017-02-06,3114
2017-02-07,2318
2017-02-08,3005
2017-02-09,2791
2017-02-10,3199
2017-02-11,1512
2017-02-12,2089
2017-02-13,1978
2017-02-14,1227
2017-02-15,1836
2017-02-16,2683
2017-02-17,3124
2017-02-18,2752
2017-02-19,1527
2017-02-20,2994
2017-02-21,1628
2017-02-22,1964
2017-02-23,2335
2017-02-24,2863
2017-02-25,2177
2017-02-26,1879
2017-02-27,2193
2017-02-28,2047
2017-03-01,3711
2017-03-02,3268
2017-03-03,2876
2017-03-04,1403
2017-03-05,2474
2017-03-06,2943
2017-03-07,2595
2017-03-08,2290
2017-03-09,2542
2017-03-10,3775
2017-03-11,2385
2017-03-12,3694
2017-03-13,4449
2017-03-14,2900
2017-03-15,3106
2017-03-16,2895
2017-03-17,2546
2017-03-18,2161
2017-03-19,2288
2017-03-20,2127
2017-03-21,1516
2017-03-22,2094
2017-03-23,2226
2017-03-24,3235
2017-03-25,1777
2017-03-26,2336
2017-03-27,2759
2017-03-28,2656
2017-03-29,2321
2017-03-30,3363
2017-03-31,4142
2017-04-01,2156
2017-04-02,3397
2017-04-03,4159
2017-04-04,3759
2017-04-05,3842
2017-04-06,6132
2017-04-07,5280
2017-04-08,2988
2017-04-09,3177
2017-04-10,3200
2017-04-11,2273
2017-04-12,1802
2017-04-13,2135
2017-04-14,1459
2017-04-15,1028
2017-04-16,1347
2017-04-17,2901
2017-04-18,2048
2017-04-19,2032
2017-04-20,3079
2017-04-21,3355
2017-04-22,1704
2017-04-23,2924
2017-04-24,3230
2017-04-25,2595
2017-04-26,3691
2017-04-27,3580
2017-04-28,3166
2017-04-29,2610
2017-04-30,4112
2017-05-01,3789
2017-05-02,2106
2017-05-03,2757
2017-05-04,2978
2017-05-05,4717
2017-05-06,2046
2017-05-07,2716
2017-05-08,2321
2017-05-09,2474
2017-05-10,2618
2017-05-11,3492
2017-05-12,2770
2017-05-13,2176
2017-05-14,1793
2017-05-15,2682
2017-05-16,2459
2017-05-17,2990
2017-05-18,3627
2017-05-19,4471
2017-05-20,2838
2017-05-21,4076
2017-05-22,4197
2017-05-23,3223
2017-05-24,4451
2017-05-25,4645
2017-05-26,3753
2017-05-27,1727
2017-05-28,1859
2017-05-29,2854
2017-05-30,3229
2017-05-31,2460
2017-06-01,2978
2017-06-02,2671
2017-06-03,2171
2017-06-04,3903
2017-06-05,4514
2017-06-06,4038
2017-06-07,3643
2017-06-08,3452
2017-06-09,3760
2017-06-10,1577
2017-06-11,2957
2017-06-12,3269
2017-06-13,3687
2017-06-14,4276
2017-06-15,5207
2017-06-16,4786
2017-06-17,2885
2017-06-18,3891
2017-06-19,5698
2017-06-20,4726
2017-06-21,3679
2017-06-22,3545
2017-06-23,4463
2017-06-24,3765
2017-06-25,2788
2017-06-26,2492
2017-06-27,3314
2017-06-28,3224
2017-06-29,3377
2017-06-30,4339
2017-07-01,3910
2017-07-02,2058
2017-07-03,1446
2017-07-04,1248
2017-07-05,2910
2017-07-06,2477
2017-07-07,3730
2017-07-08,2494
2017-07-09,2559
2017-07-10,5206
2017-07-11,4035
2017-07-12,4789
2017-07-13,4801
2017-07-14,4745
2017-07-15,3334
2017-07-16,2760
2017-07-17,4232
2017-07-18,3454
2017-07-19,3511
2017-07-20,4895
2017-07-21,4300
2017-07-22,3524
2017-07-23,4570
2017-07-24,5496
2017-07-25,3754
2017-07-26,2986
2017-07-27,3390
2017-07-28,4569
2017-07-29,2489
2017-07-30,2918
2017-07-31,2622
2017-08-01,2757
2017-08-02,3743
2017-08-03,5865
2017-08-04,6099
2017-08-05,3675
2017-08-06,3937
2017-08-07,5171
2017-08-08,3105
2017-08-09,2768
2017-08-10,4108
2017-08-11,4433
2017-08-12,2933
2017-08-13,2941
2017-08-14,3640
2017-08-15,3276
2017-08-16,3012
2017-08-17,3664
2017-08-18,4429
2017-08-19,2070
2017-08-20,2961
2017-08-21,3695
2017-08-22,3219
2017-08-23,2756
2017-08-24,2980
2017-08-25,2531
2017-08-26,1433
2017-08-27,2199
2017-08-28,2495
2017-08-29,1918
2017-08-30,1874
2017-08-31,2526
2017-09-01,2835
2017-09-02,1151
2017-09-03,906
2017-09-04,1983
2017-09-05,2783
2017-09-06,2412
2017-09-07,3072
2017-09-08,3554
2017-09-09,989
2017-09-10,1040
2017-09-11,1610
2017-09-12,1311
2017-09-13,2411
2017-09-14,3078
2017-09-15,1926
2017-09-16,1025
2017-09-17,2392
2017-09-18,2811
2017-09-19,2194
2017-09-20,2303
2017-09-21,2470
2017-09-22,2370
2017-09-23,854
2017-09-24,2229
2017-09-25,1721
2017-09-26,1205
2017-09-27,1270
2017-09-28,1796
2017-09-29,1977
2017-09-30,1004
2017-10-01,1716
2017-10-02,1788
2017-10-03,1862
2017-10-04,1647
2017-10-05,2093
2017-10-06,2689
2017-10-07,1198
2017-10-08,2640
2017-10-09,4090
2017-10-10,1894
2017-10-11,2221
2017-10-12,2735
2017-10-13,2549
2017-10-14,2268
2017-10-15,2538
2017-10-16,2037
2017-10-17,1673
2017-10-18,1801
2017-10-19,2405
2017-10-20,2661
2017-10-21,975
2017-10-22,2668
2017-10-23,3227
2017-10-24,2653
2017-10-25,1809
2017-10-26,2511
2017-10-27,2446
2017-10-28,1292
2017-10-29,2772
2017-10-30,2496
2017-10-31,1045
2017-11-01,1479
2017-11-02,1533
2017-11-03,2682
2017-11-04,1307
2017-11-05,3386
2017-11-06,2381
2017-11-07,1723
2017-11-08,1872
2017-11-09,2348
2017-11-10,2702
2017-11-11,962
2017-11-12,1509
2017-11-13,2348
2017-11-14,1137
2017-11-15,1422
2017-11-16,2752
2017-11-17,2462
2017-11-18,1884
2017-11-19,1946
2017-11-20,1664
2017-11-21,1681
2017-11-22,1543
2017-11-23,597
2017-11-24,580
2017-11-25,1174
2017-11-26,2858
2017-11-27,1971
2017-11-28,1216
2017-11-29,1013
2017-11-30,1113
2017-12-01,1295
2017-12-02,612
2017-12-03,1218
2017-12-04,1632
2017-12-05,1742
2017-12-06,1188
2017-12-07,2187
2017-12-08,2912
2017-12-09,2825
2017-12-10,1790
2017-12-11,2109
2017-12-12,1825
2017-12-13,2273
2017-12-14,2734
2017-12-15,3853
2017-12-16,1805
2017-12-17,1760
2017-12-18,2857
2017-12-19,3268
2017-12-20,3603
2017-12-21,3283
2017-12-22,3417
2017-12-23,4109
2017-12-24,2724
2017-12-25,2810
2017-12-26,4785
2017-12-27,4707
2017-12-28,4109
2017-12-29,4113
2017-12-30,4751
2017-12-31,3187
