DATE,num_of_departure_delays
2011-08-16,2685
2011-08-17,1864
2011-08-18,3626
2011-08-19,3750
2011-08-20,3224
2011-08-21,3791
2011-08-22,2644
2011-08-23,2924
2011-08-24,1897
2011-08-25,4350
2011-08-26,2448
2011-08-27,1238
2011-08-28,987
2011-08-29,2082
2011-08-30,1668
2011-08-31,1751
2011-09-01,1986
2011-09-02,2227
2011-09-03,1516
2011-09-04,1274
2011-09-05,2624
2011-09-06,3136
2011-09-07,2968
2011-09-08,2774
2011-09-09,2200
2011-09-10,1506
2011-09-11,2394
2011-09-12,2159
2011-09-13,1645
2011-09-14,1850
2011-09-15,2808
2011-09-16,2490
2011-09-17,1287
2011-09-18,2532
2011-09-19,2041
2011-09-20,2063
2011-09-21,1422
2011-09-22,3546
2011-09-23,3190
2011-09-24,1234
2011-09-25,1845
2011-09-26,2388
2011-09-27,2166
2011-09-28,2007
2011-09-29,2790
2011-09-30,2646
2011-10-01,1535
2011-10-02,1683
2011-10-03,2021
2011-10-04,1585
2011-10-05,1581
2011-10-06,2452
2011-10-07,2053
2011-10-08,1717
2011-10-09,2389
2011-10-10,2289
2011-10-11,1483
2011-10-12,2153
2011-10-13,3232
2011-10-14,2862
2011-10-15,1075
2011-10-16,1903
2011-10-17,2017
2011-10-18,1702
2011-10-19,3527
2011-10-20,3092
2011-10-21,1982
2011-10-22,1191
2011-10-23,1573
2011-10-24,2180
2011-10-25,1624
2011-10-26,1992
2011-10-27,2701
2011-10-28,2183
2011-10-29,2008
2011-10-30,2276
2011-10-31,1810
2011-11-01,1641
2011-11-02,1613
2011-11-03,2071
2011-11-04,2075
2011-11-05,1039
2011-11-06,1355
2011-11-07,1525
2011-11-08,1954
2011-11-09,1852
2011-11-10,2955
2011-11-11,2562
2011-11-12,1609
2011-11-13,1947
2011-11-14,2422
2011-11-15,1941
2011-11-16,2027
2011-11-17,2918
2011-11-18,2960
2011-11-19,1475
2011-11-20,2376
2011-11-21,2029
2011-11-22,3297
2011-11-23,2342
2011-11-24,759
2011-11-25,634
2011-11-26,1657
2011-11-27,2267
2011-11-28,2762
2011-11-29,3698
2011-11-30,1902
2011-12-01,2459
2011-12-02,1550
2011-12-03,1228
2011-12-04,1742
2011-12-05,2575
2011-12-06,1912
2011-12-07,1975
2011-12-08,1714
2011-12-09,2092
2011-12-10,1043
2011-12-11,1147
2011-12-12,1678
2011-12-13,1407
2011-12-14,2464
2011-12-15,3336
2011-12-16,2227
2011-12-17,2316
2011-12-18,1925
2011-12-19,2485
2011-12-20,2348
2011-12-21,4139
2011-12-22,5184
2011-12-23,3162
2011-12-24,1324
2011-12-25,1057
2011-12-26,2583
2011-12-27,4083
2011-12-28,2241
2011-12-29,2467
2011-12-30,2899
2011-12-31,1844
