DATE,num_of_arrival_delays
1990-06-04,1577
1990-06-05,1982
1990-06-06,3429
1990-06-07,3125
1990-06-08,3650
1990-06-09,1813
1990-06-10,1668
1990-06-11,1830
1990-06-12,1985
1990-06-13,2073
1990-06-14,3965
1990-06-15,3171
1990-06-16,1886
1990-06-17,1522
1990-06-18,3604
1990-06-19,3633
1990-06-20,2230
1990-06-21,3109
1990-06-22,4595
1990-06-23,2260
1990-06-24,2613
1990-06-25,1918
1990-06-26,2822
1990-06-27,4048
1990-06-28,3664
1990-06-29,4242
1990-06-30,2131
1990-07-01,2711
1990-07-02,1890
1990-07-03,1305
1990-07-04,629
1990-07-05,2478
1990-07-06,1161
1990-07-07,1207
1990-07-08,1943
1990-07-09,3199
1990-07-10,2710
1990-07-11,3723
1990-07-12,4698
1990-07-13,3855
1990-07-14,2692
1990-07-15,2738
1990-07-16,1727
1990-07-17,2334
1990-07-18,3242
1990-07-19,4009
1990-07-20,4570
1990-07-21,2419
1990-07-22,3381
1990-07-23,3649
1990-07-24,2992
1990-07-25,2374
1990-07-26,2771
1990-07-27,2313
1990-07-28,1553
1990-07-29,2075
1990-07-30,2584
1990-07-31,2742
1990-08-01,3335
1990-08-02,3157
1990-08-03,3418
1990-08-04,3388
1990-08-05,2798
1990-08-06,3105
1990-08-07,2114
1990-08-08,2766
1990-08-09,3689
1990-08-10,3686
1990-08-11,2607
1990-08-12,2695
1990-08-13,2987
1990-08-14,3154
1990-08-15,2923
1990-08-16,3343
1990-08-17,3547
1990-08-18,1938
1990-08-19,3407
1990-08-20,4388
1990-08-21,3983
1990-08-22,2677
1990-08-23,4394
1990-08-24,4355
1990-08-25,2232
1990-08-26,1555
1990-08-27,2294
1990-08-28,2442
1990-08-29,2649
1990-08-30,2499
1990-08-31,2352
1990-09-01,1340
1990-09-02,595
1990-09-03,1344
1990-09-04,1518
1990-09-05,2159
1990-09-06,2563
1990-09-07,3203
1990-09-08,1579
1990-09-09,2138
1990-09-10,2974
1990-09-11,2292
1990-09-12,2319
1990-09-13,4085
1990-09-14,4833
1990-09-15,1255
1990-09-16,2017
1990-09-17,1658
1990-09-18,2034
1990-09-19,2159
1990-09-20,2295
1990-09-21,3482
1990-09-22,1837
1990-09-23,1608
1990-09-24,1064
1990-09-25,1155
1990-09-26,1466
1990-09-27,2506
1990-09-28,2439
1990-09-29,1786
1990-09-30,1705
1990-10-01,1223
1990-10-02,1756
1990-10-03,2608
1990-10-04,4062
1990-10-05,2366
1990-10-06,971
1990-10-07,2429
1990-10-08,3656
1990-10-09,2948
1990-10-10,3807
1990-10-11,3812
1990-10-12,3840
1990-10-13,2023
1990-10-14,2503
1990-10-15,1914
1990-10-16,1432
1990-10-17,3465
1990-10-18,4512
1990-10-19,3195
1990-10-20,1489
1990-10-21,2392
1990-10-22,3047
1990-10-23,2411
1990-10-24,2075
1990-10-25,2855
1990-10-26,2511
1990-10-27,1198
1990-10-28,1573
1990-10-29,1296
1990-10-30,1066
1990-10-31,1564
1990-11-01,2087
1990-11-02,2477
1990-11-03,1219
1990-11-04,1587
1990-11-05,2716
1990-11-06,2777
1990-11-07,2020
1990-11-08,2801
1990-11-09,3801
1990-11-10,2436
1990-11-11,1758
1990-11-12,1759
1990-11-13,1725
1990-11-14,1750
1990-11-15,1539
1990-11-16,2304
1990-11-17,1365
1990-11-18,1311
1990-11-19,1663
1990-11-20,2612
1990-11-21,2616
1990-11-22,1565
1990-11-23,513
1990-11-24,702
1990-11-25,2491
1990-11-26,3061
1990-11-27,4503
1990-11-28,2852
1990-11-29,1558
1990-11-30,1629
1990-12-01,957
1990-12-02,2588
1990-12-03,4272
1990-12-04,3085
1990-12-05,2080
1990-12-06,1418
1990-12-07,2734
1990-12-08,1129
1990-12-09,1220
1990-12-10,1682
1990-12-11,1084
1990-12-12,1707
1990-12-13,2996
1990-12-14,3258
1990-12-15,3769
1990-12-16,2162
1990-12-17,3990
1990-12-18,5274
1990-12-19,5051
1990-12-20,7306
1990-12-21,9285
1990-12-22,8297
1990-12-23,5311
1990-12-24,2115
1990-12-25,1699
1990-12-26,4373
1990-12-27,6721
1990-12-28,8290
1990-12-29,6163
1990-12-30,5881
1990-12-31,1926
