DATE,num_of_arrival_and_departure_delays
2011-04-19,7131
2011-04-20,8877
2011-04-21,7291
2011-04-22,7040
2011-04-23,4128
2011-04-24,5350
2011-04-25,10819
2011-04-26,10846
2011-04-27,10501
2011-04-28,11617
2011-04-29,6219
2011-04-30,3460
2011-05-01,6948
2011-05-02,6180
2011-05-03,4282
2011-05-04,5166
2011-05-05,5199
2011-05-06,4525
2011-05-07,2881
2011-05-08,4093
2011-05-09,4976
2011-05-10,3753
2011-05-11,7674
2011-05-12,9539
2011-05-13,7666
2011-05-14,5656
2011-05-15,8103
2011-05-16,7951
2011-05-17,7889
2011-05-18,8756
2011-05-19,7838
2011-05-20,9786
2011-05-21,4318
2011-05-22,6934
2011-05-23,10601
2011-05-24,7048
2011-05-25,10598
2011-05-26,10787
2011-05-27,9788
2011-05-28,3928
2011-05-29,4717
2011-05-30,4348
2011-05-31,5210
2011-06-01,6342
2011-06-02,4930
2011-06-03,4192
2011-06-04,3860
2011-06-05,4254
2011-06-06,5053
2011-06-07,3989
2011-06-08,4049
2011-06-09,12410
2011-06-10,9728
2011-06-11,7831
2011-06-12,7641
2011-06-13,5706
2011-06-14,5626
2011-06-15,8051
2011-06-16,7765
2011-06-17,9553
2011-06-18,8035
2011-06-19,7535
2011-06-20,9642
2011-06-21,8030
2011-06-22,11240
2011-06-23,10277
2011-06-24,8575
2011-06-25,5514
2011-06-26,6288
2011-06-27,6695
2011-06-28,8587
2011-06-29,6388
2011-06-30,8234
2011-07-01,8912
2011-07-02,4830
2011-07-03,4465
2011-07-04,4972
2011-07-05,5308
2011-07-06,7274
2011-07-07,7109
2011-07-08,8426
2011-07-09,5488
2011-07-10,5930
2011-07-11,10060
2011-07-12,7754
2011-07-13,7077
2011-07-14,7673
2011-07-15,8510
2011-07-16,4972
2011-07-17,5380
2011-07-18,6612
2011-07-19,7768
2011-07-20,6710
2011-07-21,6312
2011-07-22,9032
2011-07-23,6636
2011-07-24,8326
2011-07-25,9630
2011-07-26,6300
2011-07-27,6082
2011-07-28,7673
2011-07-29,9204
2011-07-30,5275
2011-07-31,7333
2011-08-01,8801
2011-08-02,6741
2011-08-03,5829
2011-08-04,7022
2011-08-05,6631
2011-08-06,6488
2011-08-07,9190
2011-08-08,8439
2011-08-09,7827
2011-08-10,6313
2011-08-11,5767
2011-08-12,4592
2011-08-13,6847
2011-08-14,8755
2011-08-15,7856
2011-08-16,5320
2011-08-17,3644
2011-08-18,7641
2011-08-19,7698
2011-08-20,6331
2011-08-21,7858
2011-08-22,5164
2011-08-23,5972
2011-08-24,4027
2011-08-25,9148
2011-08-26,4995
2011-08-27,2448
2011-08-28,1869
2011-08-29,4100
2011-08-30,3356
2011-08-31,3475
2011-09-01,4021
2011-09-02,4682
2011-09-03,3318
2011-09-04,2694
2011-09-05,5586
2011-09-06,6543
2011-09-07,6302
2011-09-08,5934
2011-09-09,4546
2011-09-10,2996
2011-09-11,5026
2011-09-12,4251
2011-09-13,3284
2011-09-14,3987
2011-09-15,5846
2011-09-16,5178
2011-09-17,2646
2011-09-18,5384
2011-09-19,4171
2011-09-20,4172
2011-09-21,2960
2011-09-22,7553
2011-09-23,6722
2011-09-24,2554
2011-09-25,3932
2011-09-26,5074
2011-09-27,4912
2011-09-28,4503
2011-09-29,6037
2011-09-30,5412
2011-10-01,3027
2011-10-02,3371
2011-10-03,4025
2011-10-04,3163
2011-10-05,3281
2011-10-06,5033
2011-10-07,4115
2011-10-08,3664
2011-10-09,4925
2011-10-10,4702
2011-10-11,3057
2011-10-12,4582
2011-10-13,6756
2011-10-14,5916
2011-10-15,2071
2011-10-16,3978
2011-10-17,4166
2011-10-18,3579
2011-10-19,7718
2011-10-20,6317
2011-10-21,3835
2011-10-22,2271
2011-10-23,3097
2011-10-24,4307
2011-10-25,3491
2011-10-26,4366
2011-10-27,5894
2011-10-28,4689
2011-10-29,4364
2011-10-30,4599
2011-10-31,3731
2011-11-01,3343
2011-11-02,3350
2011-11-03,4397
2011-11-04,4329
2011-11-05,2177
2011-11-06,2772
2011-11-07,3144
2011-11-08,4272
2011-11-09,3883
2011-11-10,5977
2011-11-11,5364
2011-11-12,3374
2011-11-13,4255
2011-11-14,5262
2011-11-15,4218
2011-11-16,4447
2011-11-17,5948
2011-11-18,6126
2011-11-19,2947
2011-11-20,4872
2011-11-21,4328
2011-11-22,6909
2011-11-23,4800
2011-11-24,1420
2011-11-25,1164
2011-11-26,3337
2011-11-27,4623
2011-11-28,5723
2011-11-29,7410
2011-11-30,3772
2011-12-01,5258
2011-12-02,3177
2011-12-03,2668
2011-12-04,3810
2011-12-05,5662
2011-12-06,4249
2011-12-07,4194
2011-12-08,3393
2011-12-09,4303
2011-12-10,1991
2011-12-11,2206
2011-12-12,3471
2011-12-13,2901
2011-12-14,5073
2011-12-15,6844
2011-12-16,4576
2011-12-17,4511
2011-12-18,3736
2011-12-19,5053
2011-12-20,4682
2011-12-21,8573
2011-12-22,10615
2011-12-23,6258
2011-12-24,2497
2011-12-25,2050
2011-12-26,5037
2011-12-27,8285
2011-12-28,4225
2011-12-29,4776
2011-12-30,5657
2011-12-31,3488
