DATE,num_of_departure_delays
2013-01-01,3599
2013-01-02,3969
2013-01-03,3727
2013-01-04,2555
2013-01-05,2270
2013-01-06,2709
2013-01-07,1961
2013-01-08,2130
2013-01-09,1999
2013-01-10,2123
2013-01-11,2599
2013-01-12,1759
2013-01-13,3277
2013-01-14,2922
2013-01-15,1789
2013-01-16,3109
2013-01-17,2272
2013-01-18,2313
2013-01-19,1084
2013-01-20,2041
2013-01-21,2456
2013-01-22,2089
2013-01-23,2261
2013-01-24,3266
2013-01-25,4201
2013-01-26,1787
2013-01-27,2472
2013-01-28,3117
2013-01-29,2668
2013-01-30,4410
2013-01-31,3782
2013-02-01,3031
2013-02-02,2189
2013-02-03,1960
2013-02-04,4107
2013-02-05,1718
2013-02-06,1743
2013-02-07,3005
2013-02-08,2444
2013-02-09,1253
2013-02-10,3640
2013-02-11,4082
2013-02-12,1727
2013-02-13,1724
2013-02-14,2337
2013-02-15,2246
2013-02-16,2094
2013-02-17,2203
2013-02-18,2655
2013-02-19,3452
2013-02-20,2761
2013-02-21,4459
2013-02-22,4631
2013-02-23,2703
2013-02-24,2489
2013-02-25,3109
2013-02-26,3328
2013-02-27,3991
2013-02-28,2788
2013-03-01,4048
2013-03-02,2673
2013-03-03,2350
2013-03-04,2524
2013-03-05,2655
2013-03-06,2858
2013-03-07,2771
2013-03-08,4712
2013-03-09,2344
2013-03-10,3826
2013-03-11,3286
2013-03-12,3098
2013-03-13,2455
2013-03-14,2979
2013-03-15,2900
2013-03-16,2718
2013-03-17,2727
2013-03-18,5912
2013-03-19,4365
2013-03-20,2836
2013-03-21,3096
2013-03-22,3426
2013-03-23,5038
2013-03-24,5202
2013-03-25,5358
2013-03-26,2231
2013-03-27,1851
2013-03-28,2058
2013-03-29,1757
2013-03-30,1565
2013-03-31,2903
2013-04-01,3302
2013-04-02,2583
2013-04-03,2307
2013-04-04,3386
2013-04-05,2837
2013-04-06,1742
2013-04-07,1876
2013-04-08,3430
2013-04-09,3371
2013-04-10,5223
2013-04-11,5961
2013-04-12,5029
2013-04-13,2202
2013-04-14,3563
2013-04-15,3183
2013-04-16,2799
2013-04-17,4575
2013-04-18,7332
2013-04-19,6260
2013-04-20,2239
2013-04-21,2946
2013-04-22,4414
2013-04-23,3670
2013-04-24,3929
2013-04-25,3984
2013-04-26,3336
2013-04-27,1519
2013-04-28,3127
2013-04-29,2628
2013-04-30,1866
2013-05-01,2592
2013-05-02,3654
2013-05-03,4046
2013-05-04,1887
2013-05-05,2839
2013-05-06,2545
2013-05-07,1662
2013-05-08,3639
2013-05-09,4182
2013-05-10,5004
2013-05-11,2374
2013-05-12,2172
2013-05-13,2532
2013-05-14,1883
2013-05-15,2527
2013-05-16,3769
2013-05-17,2935
2013-05-18,1580
2013-05-19,4703
2013-05-20,4196
2013-05-21,5240
2013-05-22,4880
2013-05-23,5667
2013-05-24,4843
2013-05-25,2149
2013-05-26,1169
2013-05-27,2763
2013-05-28,3070
2013-05-29,3046
2013-05-30,3921
2013-05-31,3530
2013-06-01,2636
2013-06-02,5064
2013-06-03,3932
2013-06-04,2256
2013-06-05,3266
2013-06-06,4834
2013-06-07,5003
2013-06-08,2458
2013-06-09,4745
2013-06-10,5462
2013-06-11,4127
2013-06-12,3297
2013-06-13,6724
2013-06-14,5121
2013-06-15,2952
2013-06-16,3656
2013-06-17,5994
2013-06-18,6688
2013-06-19,3503
2013-06-20,3186
2013-06-21,4288
2013-06-22,3095
2013-06-23,4671
2013-06-24,6078
2013-06-25,5986
2013-06-26,6667
2013-06-27,5959
2013-06-28,6805
2013-06-29,4946
2013-06-30,5169
2013-07-01,4939
2013-07-02,3743
2013-07-03,5099
2013-07-04,1472
2013-07-05,2241
2013-07-06,2516
2013-07-07,4510
2013-07-08,5833
2013-07-09,5731
2013-07-10,6377
2013-07-11,5728
2013-07-12,5690
2013-07-13,4104
2013-07-14,3903
2013-07-15,4237
2013-07-16,3979
2013-07-17,4623
2013-07-18,4430
2013-07-19,4719
2013-07-20,4429
2013-07-21,5480
2013-07-22,5635
2013-07-23,5479
2013-07-24,3935
2013-07-25,4199
2013-07-26,4852
2013-07-27,3419
2013-07-28,3998
2013-07-29,4348
2013-07-30,3100
2013-07-31,3622
2013-08-01,4804
2013-08-02,4668
2013-08-03,3395
2013-08-04,3554
2013-08-05,3227
2013-08-06,3505
2013-08-07,5156
2013-08-08,5325
2013-08-09,5026
2013-08-10,3395
2013-08-11,3546
2013-08-12,4811
2013-08-13,4616
2013-08-14,4171
2013-08-15,3705
2013-08-16,3602
2013-08-17,2240
2013-08-18,3815
2013-08-19,3223
2013-08-20,2696
2013-08-21,2912
2013-08-22,5632
2013-08-23,3204
2013-08-24,1676
2013-08-25,2695
2013-08-26,2683
2013-08-27,1881
2013-08-28,2952
2013-08-29,3588
2013-08-30,3190
2013-08-31,1906
2013-09-01,1507
2013-09-02,3426
2013-09-03,2358
2013-09-04,1892
2013-09-05,1944
2013-09-06,2070
2013-09-07,1075
2013-09-08,1950
2013-09-09,2309
2013-09-10,2023
2013-09-11,2474
2013-09-12,4457
2013-09-13,4148
2013-09-14,1570
2013-09-15,2964
2013-09-16,2477
2013-09-17,2088
2013-09-18,2213
2013-09-19,4782
2013-09-20,4637
2013-09-21,2039
2013-09-22,2772
2013-09-23,2516
2013-09-24,1758
2013-09-25,2077
2013-09-26,2545
2013-09-27,2718
2013-09-28,1654
2013-09-29,2503
2013-09-30,2227
2013-10-01,1354
2013-10-02,1514
2013-10-03,3681
2013-10-04,3572
2013-10-05,2071
2013-10-06,2896
2013-10-07,3845
2013-10-08,1631
2013-10-09,1987
2013-10-10,3731
2013-10-11,4036
2013-10-12,1728
2013-10-13,2311
2013-10-14,3677
2013-10-15,2994
2013-10-16,2083
2013-10-17,3230
2013-10-18,2840
2013-10-19,1591
2013-10-20,2398
2013-10-21,2683
2013-10-22,1891
2013-10-23,2059
2013-10-24,3128
2013-10-25,2560
2013-10-26,1414
2013-10-27,2918
2013-10-28,2971
2013-10-29,1928
2013-10-30,2606
2013-10-31,2901
2013-11-01,3051
2013-11-02,1311
2013-11-03,1783
2013-11-04,2371
2013-11-05,1784
2013-11-06,2210
2013-11-07,3135
2013-11-08,2827
2013-11-09,1364
2013-11-10,1767
2013-11-11,2914
2013-11-12,2456
2013-11-13,1786
2013-11-14,2119
2013-11-15,2305
2013-11-16,1476
2013-11-17,3999
2013-11-18,2615
2013-11-19,1573
2013-11-20,2214
2013-11-21,4161
2013-11-22,5648
2013-11-23,3176
2013-11-24,2747
2013-11-25,3262
2013-11-26,4781
2013-11-27,4236
2013-11-28,990
2013-11-29,1208
2013-11-30,2599
2013-12-01,3564
2013-12-02,4397
2013-12-03,4488
2013-12-04,4500
2013-12-05,4960
2013-12-06,4570
2013-12-07,2819
2013-12-08,5748
2013-12-09,7415
2013-12-10,5216
2013-12-11,3597
2013-12-12,3424
2013-12-13,3309
2013-12-14,3756
2013-12-15,4006
2013-12-16,4229
2013-12-17,4471
2013-12-18,3917
2013-12-19,4710
2013-12-20,6726
2013-12-21,7067
2013-12-22,6469
2013-12-23,6262
2013-12-24,2963
2013-12-25,2228
2013-12-26,5294
2013-12-27,4479
2013-12-28,3442
2013-12-29,4691
2013-12-30,4963
2013-12-31,3184
