DATE,num_of_arrival_and_departure_delays
2017-01-01,5780
2017-01-02,12361
2017-01-03,9056
2017-01-04,7544
2017-01-05,9295
2017-01-06,8772
2017-01-07,9612
2017-01-08,10029
2017-01-09,9615
2017-01-10,7519
2017-01-11,5529
2017-01-12,7731
2017-01-13,5633
2017-01-14,2813
2017-01-15,3436
2017-01-16,5535
2017-01-17,3357
2017-01-18,4714
2017-01-19,4953
2017-01-20,6293
2017-01-21,4585
2017-01-22,9944
2017-01-23,8961
2017-01-24,3774
2017-01-25,2855
2017-01-26,3680
2017-01-27,4090
2017-01-28,1675
2017-01-29,4225
2017-01-30,3429
2017-01-31,3239
2017-02-01,4035
2017-02-02,4584
2017-02-03,4732
2017-02-04,1865
2017-02-05,2376
2017-02-06,6446
2017-02-07,5036
2017-02-08,6206
2017-02-09,5751
2017-02-10,6295
2017-02-11,2946
2017-02-12,4259
2017-02-13,3907
2017-02-14,2405
2017-02-15,3880
2017-02-16,5306
2017-02-17,6238
2017-02-18,5330
2017-02-19,3095
2017-02-20,6000
2017-02-21,3253
2017-02-22,3848
2017-02-23,4797
2017-02-24,6054
2017-02-25,4518
2017-02-26,3704
2017-02-27,4647
2017-02-28,4428
2017-03-01,7882
2017-03-02,6584
2017-03-03,5708
2017-03-04,2739
2017-03-05,5182
2017-03-06,6135
2017-03-07,5390
2017-03-08,4612
2017-03-09,5228
2017-03-10,7825
2017-03-11,4757
2017-03-12,7634
2017-03-13,9375
2017-03-14,5858
2017-03-15,6121
2017-03-16,5497
2017-03-17,5133
2017-03-18,4260
2017-03-19,4597
2017-03-20,4244
2017-03-21,3082
2017-03-22,4242
2017-03-23,4591
2017-03-24,6789
2017-03-25,3482
2017-03-26,4685
2017-03-27,5659
2017-03-28,5631
2017-03-29,4823
2017-03-30,7335
2017-03-31,8411
2017-04-01,4143
2017-04-02,6952
2017-04-03,8449
2017-04-04,7768
2017-04-05,8107
2017-04-06,12508
2017-04-07,10464
2017-04-08,5686
2017-04-09,6184
2017-04-10,6531
2017-04-11,4513
2017-04-12,3547
2017-04-13,4323
2017-04-14,2808
2017-04-15,1940
2017-04-16,2676
2017-04-17,6036
2017-04-18,4000
2017-04-19,4168
2017-04-20,6707
2017-04-21,6857
2017-04-22,3321
2017-04-23,5902
2017-04-24,6492
2017-04-25,5304
2017-04-26,7703
2017-04-27,7388
2017-04-28,6624
2017-04-29,5715
2017-04-30,8488
2017-05-01,7620
2017-05-02,4242
2017-05-03,5826
2017-05-04,6219
2017-05-05,9742
2017-05-06,3966
2017-05-07,5398
2017-05-08,4677
2017-05-09,4921
2017-05-10,5399
2017-05-11,7137
2017-05-12,5462
2017-05-13,4289
2017-05-14,3500
2017-05-15,5349
2017-05-16,5080
2017-05-17,6124
2017-05-18,7553
2017-05-19,9324
2017-05-20,5775
2017-05-21,8062
2017-05-22,8441
2017-05-23,6489
2017-05-24,9360
2017-05-25,9589
2017-05-26,7273
2017-05-27,3325
2017-05-28,3661
2017-05-29,5711
2017-05-30,6545
2017-05-31,4915
2017-06-01,6184
2017-06-02,5498
2017-06-03,4215
