DATE,num_of_departure_delays
1996-01-01,5659
1996-01-02,6470
1996-01-03,6628
1996-01-04,5114
1996-01-05,3383
1996-01-06,4190
1996-01-07,3917
1996-01-08,2180
1996-01-09,4045
1996-01-10,3814
1996-01-11,3824
1996-01-12,3646
1996-01-13,1479
1996-01-14,1310
1996-01-15,1678
1996-01-16,4196
1996-01-17,4638
1996-01-18,5678
1996-01-19,5014
1996-01-20,2064
1996-01-21,2909
1996-01-22,2352
1996-01-23,3124
1996-01-24,3301
1996-01-25,2565
1996-01-26,4023
1996-01-27,2774
1996-01-28,1493
1996-01-29,2802
1996-01-30,2719
1996-01-31,3343
1996-02-01,3307
1996-02-02,4793
1996-02-03,4532
1996-02-04,3515
1996-02-05,2012
1996-02-06,2466
1996-02-07,1844
1996-02-08,2141
1996-02-09,2416
1996-02-10,1339
1996-02-11,1913
1996-02-12,1205
1996-02-13,1346
1996-02-14,2539
1996-02-15,2971
1996-02-16,4551
1996-02-17,3775
1996-02-18,1956
1996-02-19,2406
1996-02-20,3914
1996-02-21,4392
1996-02-22,4590
1996-02-23,4261
1996-02-24,2055
1996-02-25,2840
1996-02-26,2781
1996-02-27,2793
1996-02-28,2684
1996-02-29,2460
1996-03-01,2264
1996-03-02,2784
1996-03-03,2740
1996-03-04,1864
1996-03-05,2555
1996-03-06,3968
1996-03-07,4221
1996-03-08,4911
1996-03-09,2910
1996-03-10,1959
1996-03-11,1675
1996-03-12,1261
1996-03-13,1417
1996-03-14,2033
1996-03-15,2968
1996-03-16,2141
1996-03-17,2582
1996-03-18,2498
1996-03-19,2949
1996-03-20,4169
1996-03-21,2265
1996-03-22,2310
1996-03-23,1834
1996-03-24,2819
1996-03-25,2688
1996-03-26,1084
1996-03-27,2784
1996-03-28,3317
1996-03-29,3517
1996-03-30,2210
1996-03-31,2616
1996-04-01,2636
1996-04-02,1027
1996-04-03,1066
1996-04-04,2406
1996-04-05,1840
1996-04-06,1334
1996-04-07,1415
1996-04-08,2317
1996-04-09,1913
1996-04-10,1839
1996-04-11,1533
1996-04-12,3933
1996-04-13,2251
1996-04-14,2342
1996-04-15,3228
1996-04-16,2066
1996-04-17,1366
1996-04-18,1527
1996-04-19,2347
1996-04-20,2119
1996-04-21,1569
1996-04-22,2855
1996-04-23,1642
1996-04-24,1486
1996-04-25,1471
1996-04-26,2816
1996-04-27,1059
1996-04-28,2889
1996-04-29,3308
1996-04-30,2285
1996-05-01,1327
1996-05-02,1160
1996-05-03,1777
1996-05-04,1514
1996-05-05,2593
1996-05-06,1867
1996-05-07,1453
1996-05-08,2732
1996-05-09,2675
1996-05-10,3779
1996-05-11,2026
1996-05-12,1253
1996-05-13,1386
1996-05-14,1770
1996-05-15,2523
1996-05-16,4309
1996-05-17,3876
1996-05-18,1546
1996-05-19,1818
1996-05-20,2229
1996-05-21,2823
1996-05-22,1648
1996-05-23,2965
1996-05-24,4009
1996-05-25,1753
1996-05-26,906
1996-05-27,1568
1996-05-28,2961
1996-05-29,1804
1996-05-30,1264
1996-05-31,1370
1996-06-01,2303
1996-06-02,1653
1996-06-03,1720
1996-06-04,2126
1996-06-05,1418
1996-06-06,2675
1996-06-07,3211
1996-06-08,1890
1996-06-09,3617
1996-06-10,2943
1996-06-11,3440
1996-06-12,3207
1996-06-13,3097
1996-06-14,3268
1996-06-15,2722
1996-06-16,2694
1996-06-17,3867
1996-06-18,2492
1996-06-19,2725
1996-06-20,3691
1996-06-21,3681
1996-06-22,2249
1996-06-23,2775
1996-06-24,3681
1996-06-25,2672
1996-06-26,2540
1996-06-27,2621
1996-06-28,2651
1996-06-29,2000
1996-06-30,2478
1996-07-01,2107
1996-07-02,2110
1996-07-03,2989
1996-07-04,1035
1996-07-05,784
1996-07-06,1377
1996-07-07,2450
1996-07-08,3773
1996-07-09,3036
1996-07-10,1981
1996-07-11,1828
1996-07-12,3155
1996-07-13,2442
1996-07-14,3743
1996-07-15,3498
1996-07-16,1914
1996-07-17,3130
1996-07-18,3911
1996-07-19,4295
1996-07-20,2751
1996-07-21,2361
1996-07-22,2108
1996-07-23,2475
1996-07-24,2760
1996-07-25,2946
1996-07-26,3434
1996-07-27,2225
