DATE,num_of_departure_delays
1995-01-01,2192
1995-01-02,3091
1995-01-03,4305
1995-01-04,5059
1995-01-05,3138
1995-01-06,4707
1995-01-07,3168
1995-01-08,2832
1995-01-09,2335
1995-01-10,2679
1995-01-11,2823
1995-01-12,5266
1995-01-13,3587
1995-01-14,2585
1995-01-15,2515
1995-01-16,2250
1995-01-17,1475
1995-01-18,2658
1995-01-19,3524
1995-01-20,3183
1995-01-21,1611
1995-01-22,3537
1995-01-23,2028
1995-01-24,1250
1995-01-25,1416
1995-01-26,2982
1995-01-27,2880
1995-01-28,1904
1995-01-29,1840
1995-01-30,1623
1995-01-31,1063
1995-02-01,1028
1995-02-02,1005
1995-02-03,2065
1995-02-04,2016
1995-02-05,2348
1995-02-06,1676
1995-02-07,1597
1995-02-08,1364
1995-02-09,1227
1995-02-10,3105
1995-02-11,2841
1995-02-12,2517
1995-02-13,2791
1995-02-14,2924
1995-02-15,5556
1995-02-16,3182
1995-02-17,2831
1995-02-18,1477
1995-02-19,1642
1995-02-20,1574
1995-02-21,1578
1995-02-22,1139
1995-02-23,1467
1995-02-24,2307
1995-02-25,1496
1995-02-26,2371
1995-02-27,2987
1995-02-28,3350
1995-03-01,2688
1995-03-02,2792
1995-03-03,3194
1995-03-04,2244
1995-03-05,4206
1995-03-06,3263
1995-03-07,3800
1995-03-08,3187
1995-03-09,2404
1995-03-10,2796
1995-03-11,2391
1995-03-12,1967
1995-03-13,2259
1995-03-14,1721
1995-03-15,1809
1995-03-16,1805
1995-03-17,2331
1995-03-18,1694
1995-03-19,1741
1995-03-20,1992
1995-03-21,1174
1995-03-22,1642
1995-03-23,1991
1995-03-24,1900
1995-03-25,1875
1995-03-26,2483
1995-03-27,1574
1995-03-28,1310
1995-03-29,1481
1995-03-30,1276
1995-03-31,1617
1995-04-01,1340
1995-04-02,1490
1995-04-03,836
1995-04-04,1611
1995-04-05,2038
1995-04-06,1917
1995-04-07,2110
1995-04-08,1686
1995-04-09,3025
1995-04-10,3545
1995-04-11,2299
1995-04-12,2299
1995-04-13,1949
1995-04-14,1309
1995-04-15,690
1995-04-16,1216
1995-04-17,1829
1995-04-18,2856
1995-04-19,2844
1995-04-20,2447
1995-04-21,2461
1995-04-22,2547
1995-04-23,2283
1995-04-24,1419
1995-04-25,869
1995-04-26,1449
1995-04-27,1336
1995-04-28,1383
1995-04-29,1195
1995-04-30,2153
1995-05-01,1883
1995-05-02,914
1995-05-03,955
1995-05-04,1913
1995-05-05,2061
1995-05-06,1358
1995-05-07,2512
1995-05-08,2011
1995-05-09,1184
1995-05-10,2923
1995-05-11,2071
1995-05-12,1917
1995-05-13,1768
1995-05-14,1436
1995-05-15,1858
1995-05-16,1669
1995-05-17,2800
1995-05-18,3002
1995-05-19,2586
1995-05-20,1094
1995-05-21,1542
1995-05-22,1106
1995-05-23,1874
1995-05-24,2217
1995-05-25,4221
1995-05-26,2610
1995-05-27,1327
1995-05-28,635
1995-05-29,1450
1995-05-30,1689
1995-05-31,1398
1995-06-01,1655
1995-06-02,3173
1995-06-03,1684
1995-06-04,1690
1995-06-05,1513
1995-06-06,1918
1995-06-07,1986
1995-06-08,2429
1995-06-09,2309
1995-06-10,2190
1995-06-11,2717
1995-06-12,1830
1995-06-13,1210
1995-06-14,1982
1995-06-15,2162
1995-06-16,2708
1995-06-17,1762
1995-06-18,1679
1995-06-19,1464
1995-06-20,1540
1995-06-21,2534
1995-06-22,2590
1995-06-23,3115
1995-06-24,2756
1995-06-25,3827
1995-06-26,3984
1995-06-27,3565
1995-06-28,3920
1995-06-29,4121
1995-06-30,4263
1995-07-01,3053
1995-07-02,1180
1995-07-03,714
1995-07-04,1791
1995-07-05,3599
1995-07-06,2195
1995-07-07,1736
1995-07-08,1868
1995-07-09,2141
1995-07-10,1358
1995-07-11,1655
1995-07-12,1553
1995-07-13,1663
1995-07-14,2259
1995-07-15,2542
1995-07-16,2828
1995-07-17,2560
1995-07-18,1501
1995-07-19,1447
1995-07-20,2495
1995-07-21,2808
1995-07-22,2310
1995-07-23,3115
1995-07-24,2272
1995-07-25,1758
