DATE,num_of_arrival_delays
2016-01-01,1667
2016-01-02,2291
2016-01-03,3612
2016-01-04,3231
2016-01-05,2838
2016-01-06,2664
2016-01-07,2299
2016-01-08,3077
2016-01-09,1898
2016-01-10,3421
2016-01-11,2523
2016-01-12,1911
2016-01-13,2133
2016-01-14,2065
2016-01-15,3134
2016-01-16,1770
2016-01-17,2401
2016-01-18,3111
2016-01-19,2279
2016-01-20,2036
2016-01-21,2784
2016-01-22,3274
2016-01-23,1466
2016-01-24,1563
2016-01-25,2047
2016-01-26,1542
2016-01-27,1490
2016-01-28,1778
2016-01-29,1851
2016-01-30,984
2016-01-31,1742
2016-02-01,1315
2016-02-02,2503
2016-02-03,2507
2016-02-04,1842
2016-02-05,3164
2016-02-06,903
2016-02-07,943
2016-02-08,2562
2016-02-09,2452
2016-02-10,1452
2016-02-11,1998
2016-02-12,2243
2016-02-13,1723
2016-02-14,2831
2016-02-15,5041
2016-02-16,4171
2016-02-17,2065
2016-02-18,2546
2016-02-19,2598
2016-02-20,834
2016-02-21,1331
2016-02-22,1641
2016-02-23,1856
2016-02-24,3702
2016-02-25,2324
2016-02-26,1747
2016-02-27,954
2016-02-28,1096
2016-02-29,1336
2016-03-01,2472
2016-03-02,1725
2016-03-03,2732
2016-03-04,3351
2016-03-05,1541
2016-03-06,1858
2016-03-07,2027
2016-03-08,2529
2016-03-09,3233
2016-03-10,3301
2016-03-11,3218
2016-03-12,1905
2016-03-13,2675
2016-03-14,3158
2016-03-15,1943
2016-03-16,2046
2016-03-17,3415
2016-03-18,3192
2016-03-19,2614
2016-03-20,2284
2016-03-21,2926
2016-03-22,1713
2016-03-23,1891
2016-03-24,4565
2016-03-25,3376
2016-03-26,2979
2016-03-27,2339
2016-03-28,3018
2016-03-29,2211
2016-03-30,2929
2016-03-31,3403
2016-04-01,4068
2016-04-02,3600
2016-04-03,2769
2016-04-04,2813
2016-04-05,1869
2016-04-06,1500
2016-04-07,3354
2016-04-08,3125
2016-04-09,1984
2016-04-10,2563
2016-04-11,2429
2016-04-12,1427
2016-04-13,1275
2016-04-14,1472
2016-04-15,2297
2016-04-16,1105
2016-04-17,2939
2016-04-18,1808
2016-04-19,1187
2016-04-20,1272
2016-04-21,2334
2016-04-22,2179
2016-04-23,876
2016-04-24,1302
2016-04-25,1531
2016-04-26,2815
2016-04-27,2517
2016-04-28,2377
2016-04-29,3403
2016-04-30,2417
2016-05-01,3646
2016-05-02,3149
2016-05-03,2224
2016-05-04,3101
2016-05-05,2702
2016-05-06,3356
2016-05-07,1540
2016-05-08,1900
2016-05-09,2397
2016-05-10,2046
2016-05-11,2585
2016-05-12,2997
2016-05-13,2309
2016-05-14,1571
2016-05-15,2114
2016-05-16,2205
2016-05-17,2113
2016-05-18,1907
2016-05-19,2934
2016-05-20,2734
2016-05-21,1406
2016-05-22,1503
2016-05-23,2620
2016-05-24,2410
2016-05-25,2328
2016-05-26,4544
2016-05-27,3759
2016-05-28,1396
2016-05-29,1225
2016-05-30,1620
2016-05-31,3157
2016-06-01,2758
2016-06-02,3948
2016-06-03,3027
2016-06-04,1792
2016-06-05,3493
2016-06-06,2595
2016-06-07,2578
2016-06-08,2835
2016-06-09,3074
2016-06-10,3042
2016-06-11,2428
2016-06-12,3479
2016-06-13,4000
2016-06-14,4401
2016-06-15,3448
2016-06-16,4172
2016-06-17,3778
2016-06-18,2499
2016-06-19,2156
2016-06-20,2634
2016-06-21,3940
2016-06-22,3379
2016-06-23,6078
2016-06-24,3557
2016-06-25,2223
2016-06-26,4026
2016-06-27,3320
2016-06-28,5221
2016-06-29,3001
2016-06-30,3479
2016-07-01,4441
2016-07-02,2341
2016-07-03,1255
2016-07-04,1416
2016-07-05,3741
2016-07-06,4682
2016-07-07,3476
2016-07-08,4275
2016-07-09,2473
2016-07-10,2600
2016-07-11,3021
2016-07-12,2702
2016-07-13,4242
2016-07-14,4384
2016-07-15,3734
2016-07-16,2346
2016-07-17,3011
2016-07-18,4557
2016-07-19,3870
2016-07-20,3576
2016-07-21,5490
2016-07-22,5100
2016-07-23,3622
2016-07-24,3464
2016-07-25,4335
2016-07-26,3576
2016-07-27,3863
2016-07-28,5043
2016-07-29,4317
2016-07-30,3846
2016-07-31,4802
2016-08-01,4482
2016-08-02,4050
2016-08-03,2678
2016-08-04,3729
2016-08-05,3234
2016-08-06,2573
2016-08-07,3148
2016-08-08,4668
2016-08-09,4098
2016-08-10,4222
2016-08-11,3818
2016-08-12,4297
2016-08-13,3163
2016-08-14,3183
2016-08-15,3782
2016-08-16,4153
2016-08-17,3470
2016-08-18,5026
2016-08-19,4853
2016-08-20,3718
2016-08-21,4258
2016-08-22,3270
2016-08-23,1439
2016-08-24,2380
2016-08-25,2245
2016-08-26,2438
2016-08-27,1721
2016-08-28,2409
2016-08-29,3042
2016-08-30,1958
2016-08-31,1916
2016-09-01,3734
2016-09-02,2799
2016-09-03,899
2016-09-04,749
2016-09-05,1519
2016-09-06,1912
2016-09-07,2336
2016-09-08,1695
2016-09-09,1802
2016-09-10,1267
2016-09-11,1531
2016-09-12,1582
2016-09-13,1946
2016-09-14,1686
2016-09-15,1759
2016-09-16,2113
2016-09-17,998
2016-09-18,2673
2016-09-19,3423
2016-09-20,1463
2016-09-21,2832
2016-09-22,2879
2016-09-23,2185
2016-09-24,1588
2016-09-25,3264
2016-09-26,2440
2016-09-27,1343
2016-09-28,2572
2016-09-29,3299
2016-09-30,3398
2016-10-01,1087
2016-10-02,2213
2016-10-03,1661
2016-10-04,1738
2016-10-05,1412
2016-10-06,2424
2016-10-07,2112
2016-10-08,1424
2016-10-09,2033
2016-10-10,1803
2016-10-11,1392
2016-10-12,1775
2016-10-13,2447
2016-10-14,3110
2016-10-15,1431
2016-10-16,3126
2016-10-17,1998
2016-10-18,1511
2016-10-19,1811
2016-10-20,2914
2016-10-21,2629
2016-10-22,1056
2016-10-23,2255
2016-10-24,3012
2016-10-25,2069
2016-10-26,1926
2016-10-27,2708
2016-10-28,3510
2016-10-29,1007
2016-10-30,2591
2016-10-31,1285
2016-11-01,1330
2016-11-02,1977
2016-11-03,2007
2016-11-04,2425
2016-11-05,868
2016-11-06,1903
2016-11-07,2048
2016-11-08,1112
2016-11-09,2277
2016-11-10,2088
2016-11-11,2149
2016-11-12,854
2016-11-13,1299
2016-11-14,1986
2016-11-15,2452
2016-11-16,1088
2016-11-17,2343
2016-11-18,2895
2016-11-19,1723
2016-11-20,2366
2016-11-21,1926
2016-11-22,2304
2016-11-23,2021
2016-11-24,420
2016-11-25,570
2016-11-26,1811
2016-11-27,3281
2016-11-28,3758
2016-11-29,2567
2016-11-30,3023
2016-12-01,1633
2016-12-02,1895
2016-12-03,1069
2016-12-04,2798
2016-12-05,3437
2016-12-06,2179
2016-12-07,2221
2016-12-08,3382
2016-12-09,3142
2016-12-10,1896
2016-12-11,3531
2016-12-12,3722
2016-12-13,2500
2016-12-14,2852
2016-12-15,5276
2016-12-16,5630
2016-12-17,7371
2016-12-18,7298
2016-12-19,4649
2016-12-20,3712
2016-12-21,3386
2016-12-22,4231
2016-12-23,4192
2016-12-24,1765
2016-12-25,1758
2016-12-26,4556
2016-12-27,3509
2016-12-28,2747
2016-12-29,3184
2016-12-30,2689
2016-12-31,1383
