DATE,num_of_departure_delays
2016-06-23,5596
2016-06-24,3680
2016-06-25,2449
2016-06-26,3929
2016-06-27,3096
2016-06-28,4791
2016-06-29,3126
2016-06-30,3473
2016-07-01,4317
2016-07-02,2695
2016-07-03,1486
2016-07-04,1520
2016-07-05,3655
2016-07-06,4606
2016-07-07,3470
2016-07-08,4034
2016-07-09,2510
2016-07-10,2760
2016-07-11,2846
2016-07-12,2629
2016-07-13,3930
2016-07-14,4290
2016-07-15,3748
2016-07-16,2384
2016-07-17,3153
2016-07-18,4326
2016-07-19,3687
2016-07-20,3533
2016-07-21,5299
2016-07-22,5358
2016-07-23,3641
2016-07-24,3507
2016-07-25,4099
2016-07-26,3771
2016-07-27,3681
2016-07-28,4901
2016-07-29,4447
2016-07-30,3923
2016-07-31,4787
2016-08-01,4605
2016-08-02,3935
2016-08-03,2864
2016-08-04,3736
2016-08-05,3357
2016-08-06,2602
2016-08-07,3125
2016-08-08,4801
2016-08-09,4250
2016-08-10,4284
2016-08-11,3627
2016-08-12,4072
2016-08-13,3164
2016-08-14,3202
2016-08-15,3700
2016-08-16,3773
2016-08-17,3180
2016-08-18,4558
2016-08-19,4300
2016-08-20,3604
2016-08-21,4163
2016-08-22,3189
2016-08-23,1520
2016-08-24,2320
2016-08-25,2117
2016-08-26,2231
2016-08-27,1716
2016-08-28,2169
2016-08-29,2896
2016-08-30,1833
2016-08-31,1851
2016-09-01,3283
2016-09-02,2825
2016-09-03,995
2016-09-04,831
2016-09-05,1544
2016-09-06,1855
2016-09-07,2007
2016-09-08,1557
2016-09-09,1735
2016-09-10,1175
2016-09-11,1615
2016-09-12,1536
2016-09-13,1748
2016-09-14,1527
2016-09-15,1729
2016-09-16,2083
2016-09-17,1043
2016-09-18,2465
2016-09-19,3254
2016-09-20,1540
2016-09-21,2622
2016-09-22,2808
2016-09-23,2101
2016-09-24,1373
2016-09-25,2942
2016-09-26,2404
2016-09-27,1296
2016-09-28,2092
2016-09-29,3115
2016-09-30,3281
2016-10-01,1186
2016-10-02,2337
2016-10-03,1602
2016-10-04,1647
2016-10-05,1457
2016-10-06,2105
2016-10-07,2075
2016-10-08,1506
2016-10-09,2087
2016-10-10,1904
2016-10-11,1512
2016-10-12,1785
2016-10-13,2388
2016-10-14,3081
2016-10-15,1499
2016-10-16,3018
2016-10-17,1982
2016-10-18,1572
2016-10-19,1705
2016-10-20,2693
2016-10-21,2637
2016-10-22,1143
2016-10-23,2302
2016-10-24,2865
2016-10-25,2055
2016-10-26,1774
2016-10-27,2551
2016-10-28,3460
2016-10-29,1070
2016-10-30,2515
2016-10-31,1365
2016-11-01,1414
2016-11-02,1785
2016-11-03,2008
2016-11-04,2470
2016-11-05,921
2016-11-06,1943
2016-11-07,1924
2016-11-08,946
2016-11-09,1868
2016-11-10,2115
2016-11-11,2320
2016-11-12,925
2016-11-13,1453
2016-11-14,2212
2016-11-15,2529
2016-11-16,1185
2016-11-17,2374
2016-11-18,2764
2016-11-19,1840
2016-11-20,2460
2016-11-21,2128
2016-11-22,2329
2016-11-23,2025
2016-11-24,545
2016-11-25,663
2016-11-26,1920
2016-11-27,3112
2016-11-28,3579
2016-11-29,2598
2016-11-30,2782
2016-12-01,1641
2016-12-02,1786
2016-12-03,999
2016-12-04,2526
2016-12-05,3257
2016-12-06,1786
2016-12-07,1986
2016-12-08,3021
2016-12-09,2916
2016-12-10,1690
2016-12-11,2931
2016-12-12,3391
2016-12-13,1913
2016-12-14,2398
2016-12-15,4798
2016-12-16,5075
2016-12-17,7052
2016-12-18,7443
2016-12-19,5099
2016-12-20,4092
2016-12-21,3554
2016-12-22,4390
2016-12-23,4285
2016-12-24,1948
2016-12-25,1799
2016-12-26,4617
2016-12-27,3861
2016-12-28,3049
2016-12-29,3275
2016-12-30,2847
2016-12-31,1490
