DATE,num_of_departure_delays
2002-01-01,1897
2002-01-02,3852
2002-01-03,4194
2002-01-04,2847
2002-01-05,2256
2002-01-06,3708
2002-01-07,2349
2002-01-08,1114
2002-01-09,983
2002-01-10,1193
2002-01-11,1163
2002-01-12,781
2002-01-13,1397
2002-01-14,990
2002-01-15,942
2002-01-16,1906
2002-01-17,1982
2002-01-18,2704
2002-01-19,2116
2002-01-20,1398
2002-01-21,2062
2002-01-22,1091
2002-01-23,1813
2002-01-24,2567
2002-01-25,1167
2002-01-26,737
2002-01-27,1326
2002-01-28,1328
2002-01-29,1237
2002-01-30,2447
2002-01-31,3635
2002-02-01,3051
2002-02-02,1050
2002-02-03,1230
2002-02-04,1831
2002-02-05,1444
2002-02-06,1503
2002-02-07,2125
2002-02-08,1487
2002-02-09,965
2002-02-10,1952
2002-02-11,1210
2002-02-12,840
2002-02-13,1047
2002-02-14,1331
2002-02-15,1931
2002-02-16,1337
2002-02-17,1244
2002-02-18,1493
2002-02-19,2937
2002-02-20,1904
2002-02-21,2206
2002-02-22,1687
2002-02-23,1267
2002-02-24,1515
2002-02-25,1777
2002-02-26,1767
2002-02-27,1534
2002-02-28,1953
2002-03-01,2630
2002-03-02,3613
2002-03-03,3729
2002-03-04,1965
2002-03-05,1205
2002-03-06,1246
2002-03-07,1796
2002-03-08,2757
2002-03-09,3563
2002-03-10,3037
2002-03-11,1334
2002-03-12,1737
2002-03-13,2245
2002-03-14,1951
2002-03-15,2598
2002-03-16,2182
2002-03-17,3453
2002-03-18,3476
2002-03-19,1906
2002-03-20,2784
2002-03-21,2502
2002-03-22,3219
2002-03-23,2040
2002-03-24,2383
2002-03-25,2425
2002-03-26,2794
2002-03-27,1667
2002-03-28,1756
2002-03-29,1681
2002-03-30,2140
2002-03-31,1993
2002-04-01,2817
2002-04-02,3128
2002-04-03,1612
2002-04-04,1261
2002-04-05,1661
2002-04-06,1613
2002-04-07,2980
2002-04-08,3637
2002-04-09,1507
2002-04-10,1044
2002-04-11,1608
2002-04-12,2695
2002-04-13,1538
2002-04-14,2051
2002-04-15,1577
2002-04-16,1338
2002-04-17,1257
2002-04-18,2307
2002-04-19,2669
2002-04-20,1220
2002-04-21,2252
2002-04-22,1069
2002-04-23,695
2002-04-24,1813
2002-04-25,2291
2002-04-26,1729
2002-04-27,1168
2002-04-28,3033
2002-04-29,1379
2002-04-30,1359
2002-05-01,1530
2002-05-02,3128
2002-05-03,3511
2002-05-04,1148
2002-05-05,1631
2002-05-06,1681
2002-05-07,1529
2002-05-08,1318
2002-05-09,2781
2002-05-10,2092
2002-05-11,1038
2002-05-12,2901
2002-05-13,2814
2002-05-14,1100
2002-05-15,1251
2002-05-16,1852
2002-05-17,4063
2002-05-18,1502
2002-05-19,2417
2002-05-20,1632
2002-05-21,930
2002-05-22,1076
2002-05-23,1772
2002-05-24,1757
2002-05-25,1003
2002-05-26,691
2002-05-27,1998
2002-05-28,2015
2002-05-29,1476
2002-05-30,1869
2002-05-31,2097
2002-06-01,1553
2002-06-02,1900
2002-06-03,2188
2002-06-04,2587
2002-06-05,2489
2002-06-06,2658
2002-06-07,2105
2002-06-08,1067
2002-06-09,2029
2002-06-10,1970
2002-06-11,2146
2002-06-12,1738
2002-06-13,2675
2002-06-14,3607
2002-06-15,1945
2002-06-16,1968
2002-06-17,2396
2002-06-18,1462
2002-06-19,2206
2002-06-20,2336
2002-06-21,3388
2002-06-22,1998
2002-06-23,2645
2002-06-24,2803
2002-06-25,3586
2002-06-26,4503
2002-06-27,4174
2002-06-28,3682
2002-06-29,2330
2002-06-30,2344
2002-07-01,2069
2002-07-02,2947
2002-07-03,3567
2002-07-04,979
2002-07-05,905
2002-07-06,1485
2002-07-07,2508
2002-07-08,3052
2002-07-09,2790
2002-07-10,3351
2002-07-11,2271
2002-07-12,2863
2002-07-13,1880
2002-07-14,2661
2002-07-15,2628
2002-07-16,1522
2002-07-17,1870
2002-07-18,3095
2002-07-19,3199
2002-07-20,2180
2002-07-21,2559
2002-07-22,3039
2002-07-23,2457
2002-07-24,2190
2002-07-25,2242
2002-07-26,3882
2002-07-27,2124
2002-07-28,3535
2002-07-29,2988
2002-07-30,1514
2002-07-31,1483
2002-08-01,2001
2002-08-02,2649
2002-08-03,2461
2002-08-04,2353
2002-08-05,2644
2002-08-06,1447
2002-08-07,1342
2002-08-08,1526
2002-08-09,1587
2002-08-10,2471
2002-08-11,1895
2002-08-12,2129
2002-08-13,2834
2002-08-14,2397
2002-08-15,2885
2002-08-16,3737
2002-08-17,1834
2002-08-18,2509
2002-08-19,3658
2002-08-20,1340
2002-08-21,1305
2002-08-22,2412
2002-08-23,2818
2002-08-24,1533
2002-08-25,1486
2002-08-26,1579
2002-08-27,1310
2002-08-28,1182
2002-08-29,2308
2002-08-30,2020
2002-08-31,822
2002-09-01,802
2002-09-02,2197
2002-09-03,1310
2002-09-04,737
2002-09-05,966
2002-09-06,1172
2002-09-07,759
2002-09-08,1268
2002-09-09,841
2002-09-10,1061
2002-09-11,752
2002-09-12,1079
2002-09-13,1589
2002-09-14,1084
2002-09-15,1748
2002-09-16,1018
2002-09-17,1063
2002-09-18,1028
2002-09-19,3570
2002-09-20,2403
2002-09-21,836
2002-09-22,1272
2002-09-23,983
2002-09-24,1227
2002-09-25,1391
2002-09-26,1772
2002-09-27,2434
2002-09-28,707
2002-09-29,1295
2002-09-30,861
2002-10-01,788
2002-10-02,1227
2002-10-03,1096
2002-10-04,2805
2002-10-05,944
2002-10-06,1697
2002-10-07,1217
2002-10-08,1091
2002-10-09,1269
2002-10-10,2149
2002-10-11,3391
2002-10-12,1013
2002-10-13,1628
2002-10-14,1369
2002-10-15,1903
2002-10-16,1749
2002-10-17,1558
2002-10-18,2779
2002-10-19,1113
2002-10-20,1573
2002-10-21,1842
2002-10-22,1393
2002-10-23,1896
2002-10-24,2403
2002-10-25,2461
2002-10-26,1279
2002-10-27,1950
2002-10-28,1888
2002-10-29,1377
2002-10-30,1117
2002-10-31,867
2002-11-01,1500
2002-11-02,865
2002-11-03,1845
2002-11-04,1300
2002-11-05,2058
2002-11-06,1455
2002-11-07,1560
2002-11-08,2606
2002-11-09,1025
2002-11-10,2437
2002-11-11,2356
2002-11-12,1387
2002-11-13,837
2002-11-14,1023
2002-11-15,1360
2002-11-16,1206
2002-11-17,1972
2002-11-18,1084
2002-11-19,730
2002-11-20,1011
2002-11-21,1727
2002-11-22,1881
2002-11-23,1047
2002-11-24,1162
2002-11-25,918
2002-11-26,2793
2002-11-27,1999
2002-11-28,524
2002-11-29,678
2002-11-30,1913
2002-12-01,2104
2002-12-02,3853
2002-12-03,3955
2002-12-04,2349
2002-12-05,3134
2002-12-06,2647
2002-12-07,867
2002-12-08,1261
2002-12-09,1064
2002-12-10,1467
2002-12-11,2158
2002-12-12,1809
2002-12-13,2547
2002-12-14,1369
2002-12-15,1089
2002-12-16,1490
2002-12-17,1491
2002-12-18,3217
2002-12-19,3569
2002-12-20,4660
2002-12-21,2317
2002-12-22,1958
2002-12-23,3142
2002-12-24,1553
2002-12-25,2002
2002-12-26,3899
2002-12-27,2629
2002-12-28,2072
2002-12-29,1981
2002-12-30,3812
2002-12-31,1621
