DATE,num_of_arrival_and_departure_delays
2016-01-01,3614
2016-01-02,5083
2016-01-03,7404
2016-01-04,6664
2016-01-05,5958
2016-01-06,5341
2016-01-07,4594
2016-01-08,5966
2016-01-09,3797
2016-01-10,6844
2016-01-11,5011
2016-01-12,3695
2016-01-13,4262
2016-01-14,4186
2016-01-15,6127
2016-01-16,3602
2016-01-17,4565
2016-01-18,6225
2016-01-19,4523
2016-01-20,3919
2016-01-21,5249
2016-01-22,6276
2016-01-23,2907
2016-01-24,3157
2016-01-25,4248
2016-01-26,3065
2016-01-27,2792
2016-01-28,3419
2016-01-29,3716
2016-01-30,1962
2016-01-31,3453
2016-02-01,2631
2016-02-02,4789
2016-02-03,4822
2016-02-04,3508
2016-02-05,6182
2016-02-06,1935
2016-02-07,1941
2016-02-08,4861
2016-02-09,4751
2016-02-10,2913
2016-02-11,3999
2016-02-12,4552
2016-02-13,3494
2016-02-14,5637
2016-02-15,9525
2016-02-16,8457
2016-02-17,4143
2016-02-18,5105
2016-02-19,5410
2016-02-20,1891
2016-02-21,2725
2016-02-22,3378
2016-02-23,3562
2016-02-24,6991
2016-02-25,4916
2016-02-26,3714
2016-02-27,2065
2016-02-28,2399
2016-02-29,2804
2016-03-01,4902
2016-03-02,3564
2016-03-03,5177
2016-03-04,6430
2016-03-05,3098
2016-03-06,3716
2016-03-07,4039
2016-03-08,4865
2016-03-09,6267
2016-03-10,6382
2016-03-11,6243
2016-03-12,3944
2016-03-13,5457
2016-03-14,6241
2016-03-15,3850
2016-03-16,4144
2016-03-17,6652
2016-03-18,6269
2016-03-19,5240
2016-03-20,4599
2016-03-21,5913
2016-03-22,3473
2016-03-23,3743
2016-03-24,8749
2016-03-25,6803
2016-03-26,5891
2016-03-27,4532
2016-03-28,5907
2016-03-29,4399
2016-03-30,5481
2016-03-31,6652
2016-04-01,7696
2016-04-02,7068
2016-04-03,5685
2016-04-04,5514
2016-04-05,3805
2016-04-06,3045
2016-04-07,6646
2016-04-08,6219
2016-04-09,4099
2016-04-10,5076
2016-04-11,4764
2016-04-12,2825
2016-04-13,2612
2016-04-14,3038
2016-04-15,4434
2016-04-16,2259
2016-04-17,5793
2016-04-18,3892
2016-04-19,2541
2016-04-20,2599
2016-04-21,4656
2016-04-22,4429
2016-04-23,1939
2016-04-24,2695
2016-04-25,3041
2016-04-26,5147
2016-04-27,4903
2016-04-28,4623
2016-04-29,6416
2016-04-30,4783
2016-05-01,7068
2016-05-02,6132
2016-05-03,4351
2016-05-04,5982
2016-05-05,5423
2016-05-06,6722
2016-05-07,3123
2016-05-08,3775
2016-05-09,4613
2016-05-10,3910
2016-05-11,5157
2016-05-12,5830
2016-05-13,4801
2016-05-14,3303
2016-05-15,4388
2016-05-16,4523
2016-05-17,4160
2016-05-18,3774
2016-05-19,5775
2016-05-20,5475
2016-05-21,2891
2016-05-22,3145
2016-05-23,5199
2016-05-24,4833
2016-05-25,4684
2016-05-26,8588
2016-05-27,7373
2016-05-28,3084
2016-05-29,2476
2016-05-30,3254
2016-05-31,6048
2016-06-01,5413
2016-06-02,7562
2016-06-03,6007
2016-06-04,3571
2016-06-05,6933
2016-06-06,5158
2016-06-07,5148
2016-06-08,5627
2016-06-09,6113
2016-06-10,6023
2016-06-11,5021
2016-06-12,6807
2016-06-13,7869
2016-06-14,8657
2016-06-15,6858
2016-06-16,8098
2016-06-17,7481
2016-06-18,5244
2016-06-19,4536
2016-06-20,5401
2016-06-21,7581
2016-06-22,6865
2016-06-23,11674
2016-06-24,7237
2016-06-25,4672
2016-06-26,7955
2016-06-27,6416
2016-06-28,10012
