DATE,num_of_arrival_and_departure_delays
2007-08-06,12664
2007-08-07,11600
2007-08-08,12269
2007-08-09,12335
2007-08-10,12803
2007-08-11,6164
2007-08-12,8536
2007-08-13,8859
2007-08-14,10429
2007-08-15,8819
2007-08-16,12917
2007-08-17,12301
2007-08-18,9144
2007-08-19,12733
2007-08-20,14284
2007-08-21,11251
2007-08-22,9927
2007-08-23,10983
2007-08-24,13593
2007-08-25,8394
2007-08-26,8490
2007-08-27,7627
2007-08-28,4801
2007-08-29,8374
2007-08-30,10491
2007-08-31,10680
2007-09-01,4146
2007-09-02,2506
2007-09-03,5942
2007-09-04,6177
2007-09-05,6248
2007-09-06,5783
2007-09-07,8278
2007-09-08,3736
2007-09-09,7530
2007-09-10,10167
2007-09-11,8392
2007-09-12,5504
2007-09-13,6818
2007-09-14,9470
2007-09-15,3745
2007-09-16,6241
2007-09-17,6567
2007-09-18,4993
2007-09-19,4777
2007-09-20,5693
2007-09-21,8331
2007-09-22,4470
2007-09-23,5901
2007-09-24,5689
2007-09-25,7765
2007-09-26,6214
2007-09-27,10091
2007-09-28,7670
2007-09-29,3783
2007-09-30,6938
2007-10-01,5778
2007-10-02,6485
2007-10-03,5368
2007-10-04,7583
2007-10-05,10222
2007-10-06,4756
2007-10-07,6889
2007-10-08,9923
2007-10-09,7741
2007-10-10,6814
2007-10-11,7254
2007-10-12,8437
2007-10-13,3594
2007-10-14,7981
2007-10-15,10473
2007-10-16,6798
2007-10-17,9341
2007-10-18,11304
2007-10-19,13053
2007-10-20,4326
2007-10-21,8692
2007-10-22,12013
2007-10-23,8182
2007-10-24,10315
2007-10-25,9522
2007-10-26,10473
2007-10-27,4657
2007-10-28,6675
2007-10-29,5281
2007-10-30,3286
2007-10-31,3619
2007-11-01,5017
2007-11-02,5716
2007-11-03,3147
2007-11-04,5170
2007-11-05,5840
2007-11-06,6346
2007-11-07,4644
2007-11-08,6179
2007-11-09,8539
2007-11-10,3308
2007-11-11,5302
2007-11-12,6446
2007-11-13,5203
2007-11-14,7964
2007-11-15,9859
2007-11-16,8950
2007-11-17,4014
2007-11-18,7687
2007-11-19,14391
2007-11-20,10801
2007-11-21,10337
2007-11-22,3729
2007-11-23,2932
2007-11-24,5879
2007-11-25,10768
2007-11-26,14846
2007-11-27,8419
2007-11-28,5539
2007-11-29,5970
2007-11-30,9785
2007-12-01,6254
2007-12-02,12194
2007-12-03,9859
2007-12-04,7509
2007-12-05,12091
2007-12-06,8956
2007-12-07,12941
2007-12-08,5608
2007-12-09,11253
2007-12-10,11987
2007-12-11,8713
2007-12-12,8943
2007-12-13,9694
2007-12-14,12853
2007-12-15,12277
2007-12-16,13063
2007-12-17,10685
2007-12-18,8935
2007-12-19,11781
2007-12-20,14826
2007-12-21,18918
2007-12-22,16501
2007-12-23,17764
2007-12-24,7383
2007-12-25,6488
2007-12-26,15834
2007-12-27,17800
2007-12-28,19767
2007-12-29,12061
2007-12-30,12993
2007-12-31,9711
