DATE,num_of_departure_delays
1994-01-01,1232
1994-01-02,2977
1994-01-03,3432
1994-01-04,2910
1994-01-05,3764
1994-01-06,3560
1994-01-07,2529
1994-01-08,1868
1994-01-09,2298
1994-01-10,2073
1994-01-11,1785
1994-01-12,3461
1994-01-13,2598
1994-01-14,2930
1994-01-15,1405
1994-01-16,2913
1994-01-17,3516
1994-01-18,3289
1994-01-19,3430
1994-01-20,3518
1994-01-21,2381
1994-01-22,946
1994-01-23,1391
1994-01-24,1995
1994-01-25,2172
1994-01-26,3534
1994-01-27,4423
1994-01-28,4228
1994-01-29,1873
1994-01-30,2898
1994-01-31,1203
1994-02-01,926
1994-02-02,979
1994-02-03,1729
1994-02-04,1592
1994-02-05,997
1994-02-06,1435
1994-02-07,2191
1994-02-08,3526
1994-02-09,4663
1994-02-10,4874
1994-02-11,2942
1994-02-12,3975
1994-02-13,2755
1994-02-14,1148
1994-02-15,681
1994-02-16,1286
1994-02-17,1653
1994-02-18,1789
1994-02-19,1426
1994-02-20,1316
1994-02-21,3362
1994-02-22,3075
1994-02-23,3982
1994-02-24,3198
1994-02-25,2997
1994-02-26,2288
1994-02-27,1751
1994-02-28,1709
1994-03-01,2852
1994-03-02,2442
1994-03-03,2097
1994-03-04,2135
1994-03-05,988
1994-03-06,998
1994-03-07,1660
1994-03-08,2348
1994-03-09,2205
1994-03-10,2601
1994-03-11,1543
1994-03-12,1296
1994-03-13,1754
1994-03-14,780
1994-03-15,675
1994-03-16,1061
1994-03-17,1646
1994-03-18,2941
1994-03-19,1511
1994-03-20,1617
1994-03-21,1066
1994-03-22,1132
1994-03-23,870
1994-03-24,2033
1994-03-25,2295
1994-03-26,2499
1994-03-27,3085
1994-03-28,2351
1994-03-29,1623
1994-03-30,964
1994-03-31,1088
1994-04-01,778
1994-04-02,861
1994-04-03,1086
1994-04-04,1183
1994-04-05,1806
1994-04-06,2343
1994-04-07,1438
1994-04-08,1313
1994-04-09,1291
1994-04-10,2355
1994-04-11,2571
1994-04-12,1876
1994-04-13,2374
1994-04-14,1022
1994-04-15,3882
1994-04-16,1388
1994-04-17,1011
1994-04-18,626
1994-04-19,624
1994-04-20,1029
1994-04-21,921
1994-04-22,1365
1994-04-23,767
1994-04-24,1177
1994-04-25,1652
1994-04-26,1895
1994-04-27,2592
1994-04-28,2908
1994-04-29,3586
1994-04-30,1275
1994-05-01,1359
1994-05-02,1180
1994-05-03,1105
1994-05-04,802
1994-05-05,1056
1994-05-06,1441
1994-05-07,668
1994-05-08,678
1994-05-09,1314
1994-05-10,948
1994-05-11,832
1994-05-12,1613
1994-05-13,1554
1994-05-14,679
1994-05-15,1230
1994-05-16,1120
1994-05-17,692
1994-05-18,968
1994-05-19,1172
1994-05-20,979
1994-05-21,619
1994-05-22,810
1994-05-23,851
1994-05-24,869
1994-05-25,2267
1994-05-26,3128
1994-05-27,1553
1994-05-28,449
1994-05-29,783
1994-05-30,592
1994-05-31,925
1994-06-01,642
1994-06-02,893
1994-06-03,786
1994-06-04,659
1994-06-05,1079
1994-06-06,1101
1994-06-07,875
1994-06-08,989
1994-06-09,1314
1994-06-10,2322
1994-06-11,1767
1994-06-12,1775
1994-06-13,1914
1994-06-14,892
1994-06-15,2076
1994-06-16,2365
1994-06-17,2344
1994-06-18,1783
1994-06-19,1880
1994-06-20,2534
1994-06-21,1408
1994-06-22,1294
1994-06-23,2635
1994-06-24,3044
1994-06-25,1806
1994-06-26,1810
1994-06-27,2543
1994-06-28,1012
1994-06-29,3569
1994-06-30,3585
1994-07-01,2759
1994-07-02,1449
1994-07-03,813
1994-07-04,756
1994-07-05,1967
1994-07-06,1756
1994-07-07,2340
1994-07-08,2387
1994-07-09,2938
1994-07-10,2018
1994-07-11,1659
1994-07-12,1870
1994-07-13,2128
1994-07-14,2769
1994-07-15,2563
1994-07-16,1372
1994-07-17,1397
1994-07-18,1926
1994-07-19,1356
1994-07-20,2351
1994-07-21,2628
1994-07-22,3714
1994-07-23,2205
1994-07-24,1783
1994-07-25,2033
1994-07-26,2201
1994-07-27,2201
1994-07-28,2714
1994-07-29,2225
1994-07-30,1979
1994-07-31,1774
1994-08-01,1841
1994-08-02,1724
1994-08-03,1845
1994-08-04,2392
1994-08-05,2477
1994-08-06,1664
1994-08-07,2070
1994-08-08,1430
1994-08-09,859
1994-08-10,1023
1994-08-11,1393
1994-08-12,1956
1994-08-13,2585
1994-08-14,2700
1994-08-15,1731
1994-08-16,1581
1994-08-17,1688
1994-08-18,1524
1994-08-19,2141
1994-08-20,1878
1994-08-21,2587
1994-08-22,2005
1994-08-23,797
1994-08-24,1026
1994-08-25,975
1994-08-26,998
1994-08-27,1287
1994-08-28,1755
1994-08-29,476
1994-08-30,855
1994-08-31,1384
1994-09-01,1972
1994-09-02,2128
1994-09-03,602
1994-09-04,277
1994-09-05,700
1994-09-06,823
1994-09-07,683
1994-09-08,1426
1994-09-09,1409
1994-09-10,744
1994-09-11,918
1994-09-12,680
1994-09-13,855
1994-09-14,1700
1994-09-15,1261
1994-09-16,1190
1994-09-17,776
1994-09-18,1007
1994-09-19,836
1994-09-20,496
1994-09-21,774
1994-09-22,1708
1994-09-23,1956
1994-09-24,1140
1994-09-25,1809
1994-09-26,1298
1994-09-27,1397
1994-09-28,890
1994-09-29,747
1994-09-30,985
1994-10-01,768
1994-10-02,1237
1994-10-03,914
1994-10-04,881
1994-10-05,700
1994-10-06,866
1994-10-07,2095
1994-10-08,1181
1994-10-09,920
1994-10-10,789
1994-10-11,539
1994-10-12,1178
1994-10-13,1280
1994-10-14,2486
1994-10-15,1997
1994-10-16,2333
1994-10-17,1635
1994-10-18,2545
1994-10-19,922
1994-10-20,2505
1994-10-21,2721
1994-10-22,1170
1994-10-23,1608
1994-10-24,1709
1994-10-25,924
1994-10-26,714
1994-10-27,883
1994-10-28,1102
1994-10-29,515
1994-10-30,1228
1994-10-31,2386
1994-11-01,2437
1994-11-02,1208
1994-11-03,1415
1994-11-04,2338
1994-11-05,2062
1994-11-06,1727
1994-11-07,819
1994-11-08,750
1994-11-09,2314
1994-11-10,2678
1994-11-11,1113
1994-11-12,682
1994-11-13,1410
1994-11-14,1545
1994-11-15,1197
1994-11-16,1630
1994-11-17,3135
1994-11-18,3318
1994-11-19,1331
1994-11-20,1828
1994-11-21,2631
1994-11-22,2069
1994-11-23,2150
1994-11-24,575
1994-11-25,634
1994-11-26,2698
1994-11-27,4715
1994-11-28,5067
1994-11-29,2384
1994-11-30,917
1994-12-01,840
1994-12-02,1259
1994-12-03,1735
1994-12-04,1682
1994-12-05,3864
1994-12-06,2156
1994-12-07,3201
1994-12-08,3025
1994-12-09,2289
1994-12-10,1136
1994-12-11,1469
1994-12-12,953
1994-12-13,1193
1994-12-14,2803
1994-12-15,3697
1994-12-16,3728
1994-12-17,2707
1994-12-18,1505
1994-12-19,1587
1994-12-20,2403
1994-12-21,3983
1994-12-22,3950
1994-12-23,3787
1994-12-24,1958
1994-12-25,682
1994-12-26,2210
1994-12-27,2561
1994-12-28,3318
1994-12-29,2104
1994-12-30,1827
1994-12-31,2567
