DATE,num_of_arrival_and_departure_delays
2019-05-24,9300
2019-05-25,3288
2019-05-26,4143
2019-05-27,6161
2019-05-28,8613
2019-05-29,9559
2019-05-30,9835
2019-05-31,7127
2019-06-01,6204
2019-06-02,9035
2019-06-03,7005
2019-06-04,5225
2019-06-05,9982
2019-06-06,8227
2019-06-07,8669
2019-06-08,8841
2019-06-09,11927
2019-06-10,12491
2019-06-11,9426
2019-06-12,9305
2019-06-13,12108
2019-06-14,7770
2019-06-15,8005
2019-06-16,12130
2019-06-17,12356
2019-06-18,11957
2019-06-19,13279
2019-06-20,13494
2019-06-21,11917
2019-06-22,8481
2019-06-23,11308
2019-06-24,11900
2019-06-25,12258
2019-06-26,8890
2019-06-27,9555
2019-06-28,9787
2019-06-29,9922
2019-06-30,10404
2019-07-01,7204
2019-07-02,6921
2019-07-03,7312
2019-07-04,4941
2019-07-05,7024
2019-07-06,9000
2019-07-07,11803
2019-07-08,12464
2019-07-09,7041
2019-07-10,6598
2019-07-11,11105
2019-07-12,9957
2019-07-13,5800
2019-07-14,7238
2019-07-15,8211
2019-07-16,8371
2019-07-17,10937
2019-07-18,14450
2019-07-19,11401
2019-07-20,10313
2019-07-21,12377
2019-07-22,9913
2019-07-23,10798
2019-07-24,8054
2019-07-25,5835
2019-07-26,6103
2019-07-27,4644
2019-07-28,5930
2019-07-29,9374
2019-07-30,9601
2019-07-31,9629
2019-08-01,13405
2019-08-02,11731
2019-08-03,6984
2019-08-04,9181
2019-08-05,7539
2019-08-06,9317
2019-08-07,10703
2019-08-08,12350
2019-08-09,8623
2019-08-10,5173
2019-08-11,7056
2019-08-12,6624
2019-08-13,9631
2019-08-14,11080
2019-08-15,10238
2019-08-16,9524
2019-08-17,8371
2019-08-18,10920
2019-08-19,10434
2019-08-20,11404
2019-08-21,9433
2019-08-22,9965
2019-08-23,9697
2019-08-24,3686
2019-08-25,5162
2019-08-26,7096
2019-08-27,6916
2019-08-28,6083
2019-08-29,5811
2019-08-30,6266
2019-08-31,3563
2019-09-01,6040
2019-09-02,11570
2019-09-03,11014
2019-09-04,9240
2019-09-05,7600
2019-09-06,10502
2019-09-07,5200
2019-09-08,10514
2019-09-09,11548
2019-09-10,12238
2019-09-11,13284
2019-09-12,20538
2019-09-13,17430
2019-09-14,6078
2019-09-15,11790
2019-09-16,10492
2019-09-17,11438
2019-09-18,13166
2019-09-19,14930
2019-09-20,14700
2019-09-21,6402
2019-09-22,9644
2019-09-23,11854
2019-09-24,7182
2019-09-25,6482
2019-09-26,12490
2019-09-27,13038
2019-09-28,9374
2019-09-29,11718
2019-09-30,11576
2019-10-01,4014
2019-10-02,4622
2019-10-03,5703
2019-10-04,6136
2019-10-05,3229
2019-10-06,5473
2019-10-07,5864
2019-10-08,4363
2019-10-09,5979
2019-10-10,9628
2019-10-11,12344
2019-10-12,3306
2019-10-13,5523
2019-10-14,4777
2019-10-15,5011
2019-10-16,7663
2019-10-17,7592
2019-10-18,6236
2019-10-19,4086
2019-10-20,8615
2019-10-21,11114
2019-10-22,7066
2019-10-23,4643
2019-10-24,7205
2019-10-25,8722
2019-10-26,4391
2019-10-27,7873
2019-10-28,6171
2019-10-29,7947
2019-10-30,10927
2019-10-31,9471
2019-11-01,6229
2019-11-02,3429
2019-11-03,4205
2019-11-04,3918
2019-11-05,3953
2019-11-06,4469
2019-11-07,7814
2019-11-08,7596
2019-11-09,3284
2019-11-10,4245
2019-11-11,10583
2019-11-12,10447
2019-11-13,5526
2019-11-14,5859
2019-11-15,6020
2019-11-16,3074
2019-11-17,4641
2019-11-18,6227
2019-11-19,4177
2019-11-20,5698
2019-11-21,5875
2019-11-22,6640
2019-11-23,3749
2019-11-24,4194
2019-11-25,4210
2019-11-26,6777
2019-11-27,9237
2019-11-28,2908
2019-11-29,3796
2019-11-30,10874
