DATE,num_of_arrival_and_departure_delays
2019-01-01,7615
2019-01-02,10262
2019-01-03,7307
2019-01-04,5088
2019-01-05,5322
2019-01-06,7555
2019-01-07,5822
2019-01-08,3782
2019-01-09,3788
2019-01-10,5518
2019-01-11,6043
2019-01-12,4136
2019-01-13,5612
2019-01-14,5742
2019-01-15,5331
2019-01-16,4556
2019-01-17,7299
2019-01-18,8058
2019-01-19,5012
2019-01-20,6357
2019-01-21,9874
2019-01-22,7632
2019-01-23,9538
2019-01-24,11493
2019-01-25,8764
2019-01-26,3938
2019-01-27,6379
2019-01-28,6397
2019-01-29,4950
2019-01-30,6696
2019-01-31,7661
2019-02-01,9552
2019-02-02,4508
2019-02-03,3373
2019-02-04,6250
2019-02-05,4791
2019-02-06,6566
2019-02-07,9079
2019-02-08,8587
2019-02-09,4228
2019-02-10,8890
2019-02-11,8678
2019-02-12,10437
2019-02-13,9475
2019-02-14,9084
2019-02-15,8678
2019-02-16,4921
2019-02-17,7850
2019-02-18,11184
2019-02-19,9635
2019-02-20,13460
2019-02-21,11073
2019-02-22,11046
2019-02-23,6837
2019-02-24,7742
2019-02-25,9794
2019-02-26,7201
2019-02-27,7128
2019-02-28,10092
2019-03-01,10937
2019-03-02,8514
2019-03-03,10600
2019-03-04,9473
2019-03-05,7193
2019-03-06,6780
2019-03-07,7518
2019-03-08,7954
2019-03-09,10458
2019-03-10,11299
2019-03-11,6240
2019-03-12,6325
2019-03-13,7248
2019-03-14,9914
2019-03-15,9206
2019-03-16,5468
2019-03-17,4882
2019-03-18,3891
2019-03-19,3590
2019-03-20,4647
2019-03-21,6359
2019-03-22,8117
2019-03-23,4274
2019-03-24,5095
2019-03-25,6448
2019-03-26,4790
2019-03-27,5178
2019-03-28,4811
2019-03-29,5079
2019-03-30,3788
2019-03-31,6010
2019-04-01,12592
2019-04-02,4253
2019-04-03,4598
2019-04-04,6916
2019-04-05,6279
2019-04-06,5159
2019-04-07,8498
2019-04-08,8422
2019-04-09,7423
2019-04-10,6000
2019-04-11,6902
2019-04-12,10260
2019-04-13,6774
2019-04-14,13468
2019-04-15,11082
2019-04-16,4423
2019-04-17,4613
2019-04-18,9792
2019-04-19,12807
2019-04-20,5905
2019-04-21,4574
2019-04-22,6801
2019-04-23,4461
2019-04-24,5258
2019-04-25,4650
2019-04-26,9098
2019-04-27,4675
2019-04-28,5262
2019-04-29,8735
2019-04-30,6909
2019-05-01,5603
2019-05-02,12423
2019-05-03,10696
2019-05-04,5752
2019-05-05,8678
2019-05-06,7107
2019-05-07,6398
2019-05-08,9357
2019-05-09,9369
2019-05-10,8677
2019-05-11,6693
2019-05-12,7486
2019-05-13,9027
2019-05-14,5142
2019-05-15,4979
2019-05-16,8716
2019-05-17,7709
2019-05-18,7791
2019-05-19,11808
2019-05-20,9547
2019-05-21,10277
2019-05-22,6381
2019-05-23,12184
