DATE,num_of_arrival_and_departure_delays
2008-01-01,12904
2008-01-02,16663
2008-01-03,12896
2008-01-04,10033
2008-01-05,10609
2008-01-06,11913
2008-01-07,8378
2008-01-08,8281
2008-01-09,5514
2008-01-10,7353
2008-01-11,7781
2008-01-12,2837
2008-01-13,6072
2008-01-14,5914
2008-01-15,4862
2008-01-16,4190
2008-01-17,12203
2008-01-18,10492
2008-01-19,6592
2008-01-20,6190
2008-01-21,12822
2008-01-22,11471
2008-01-23,8600
2008-01-24,8536
2008-01-25,10033
2008-01-26,5943
2008-01-27,11268
2008-01-28,8562
2008-01-29,7815
2008-01-30,6860
2008-01-31,12828
2008-02-01,14764
2008-02-02,5720
2008-02-03,8800
2008-02-04,12478
2008-02-05,10546
2008-02-06,10307
2008-02-07,9060
2008-02-08,9880
2008-02-09,4226
2008-02-10,9592
2008-02-11,8737
2008-02-12,12389
2008-02-13,12982
2008-02-14,10566
2008-02-15,10761
2008-02-16,6743
2008-02-17,10312
2008-02-18,13094
2008-02-19,8713
2008-02-20,8573
2008-02-21,12237
2008-02-22,16639
2008-02-23,8404
2008-02-24,9443
2008-02-25,8693
2008-02-26,13237
2008-02-27,7242
2008-02-28,5814
2008-02-29,10178
2008-03-01,5709
2008-03-02,8212
2008-03-03,10142
2008-03-04,10162
2008-03-05,8700
2008-03-06,7458
2008-03-07,15238
2008-03-08,12453
2008-03-09,11487
2008-03-10,8782
2008-03-11,5547
2008-03-12,6689
2008-03-13,6752
2008-03-14,10239
2008-03-15,10888
2008-03-16,10271
2008-03-17,9408
2008-03-18,10389
2008-03-19,14937
2008-03-20,11336
2008-03-21,11006
2008-03-22,7297
2008-03-23,5955
2008-03-24,6590
2008-03-25,8698
2008-03-26,6018
2008-03-27,9306
2008-03-28,11038
2008-03-29,6448
2008-03-30,12696
2008-03-31,15846
2008-04-01,11497
2008-04-02,6595
2008-04-03,9751
2008-04-04,16304
2008-04-05,7375
2008-04-06,10423
2008-04-07,7617
2008-04-08,6317
2008-04-09,7785
2008-04-10,13173
2008-04-11,12068
2008-04-12,6994
2008-04-13,7027
2008-04-14,5597
2008-04-15,4552
2008-04-16,5012
2008-04-17,5145
2008-04-18,6793
2008-04-19,4562
2008-04-20,7629
2008-04-21,5869
2008-04-22,4482
2008-04-23,5835
2008-04-24,6315
2008-04-25,8840
2008-04-26,5520
2008-04-27,6088
2008-04-28,10185
2008-04-29,5060
2008-04-30,4453
2008-05-01,6546
2008-05-02,14113
2008-05-03,5372
2008-05-04,5302
2008-05-05,6533
2008-05-06,5397
2008-05-07,8423
2008-05-08,6522
2008-05-09,8574
2008-05-10,4528
2008-05-11,8330
2008-05-12,8991
2008-05-13,5884
2008-05-14,8181
2008-05-15,8022
2008-05-16,10173
2008-05-17,3553
2008-05-18,6312
2008-05-19,6792
2008-05-20,8006
2008-05-21,6346
2008-05-22,11568
2008-05-23,10006
2008-05-24,4685
2008-05-25,2533
2008-05-26,4863
2008-05-27,8516
2008-05-28,5913
2008-05-29,5232
2008-05-30,8143
2008-05-31,7106
2008-06-01,7154
2008-06-02,4781
2008-06-03,8990
2008-06-04,13033
2008-06-05,12412
2008-06-06,11452
2008-06-07,7412
2008-06-08,10805
2008-06-09,12381
2008-06-10,10492
2008-06-11,9815
2008-06-12,9908
2008-06-13,12783
2008-06-14,7961
2008-06-15,11422
2008-06-16,11962
2008-06-17,9284
2008-06-18,7723
2008-06-19,11418
2008-06-20,9302
2008-06-21,7926
2008-06-22,11925
2008-06-23,12195
2008-06-24,8392
2008-06-25,9361
2008-06-26,13041
2008-06-27,12996
2008-06-28,8991
2008-06-29,11956
2008-06-30,8093
2008-07-01,5801
2008-07-02,7796
2008-07-03,6574
2008-07-04,2811
2008-07-05,4902
2008-07-06,10539
2008-07-07,13132
2008-07-08,12274
2008-07-09,10011
2008-07-10,9674
2008-07-11,8635
2008-07-12,8587
2008-07-13,11777
2008-07-14,9849
2008-07-15,6769
2008-07-16,5998
2008-07-17,7415
2008-07-18,8416
2008-07-19,7129
2008-07-20,9186
2008-07-21,8639
2008-07-22,8901
2008-07-23,10308
2008-07-24,12192
2008-07-25,8937
2008-07-26,6333
2008-07-27,10261
2008-07-28,8394
2008-07-29,6959
2008-07-30,8079
2008-07-31,11340
2008-08-01,10005
2008-08-02,9070
2008-08-03,8294
2008-08-04,10182
2008-08-05,9666
2008-08-06,7806
2008-08-07,11283
2008-08-08,8904
2008-08-09,6661
2008-08-10,9105
2008-08-11,9746
2008-08-12,7155
2008-08-13,5918
2008-08-14,8317
2008-08-15,12277
2008-08-16,7875
2008-08-17,6354
2008-08-18,6667
2008-08-19,4772
2008-08-20,7969
2008-08-21,7693
2008-08-22,6872
2008-08-23,4347
2008-08-24,5605
2008-08-25,7209
2008-08-26,7449
2008-08-27,4792
2008-08-28,5703
2008-08-29,7233
2008-08-30,3314
2008-08-31,2091
2008-09-01,3209
2008-09-02,3512
2008-09-03,2855
2008-09-04,4434
2008-09-05,3741
2008-09-06,3185
2008-09-07,3726
2008-09-08,6478
2008-09-09,6571
2008-09-10,3396
2008-09-11,5115
2008-09-12,8515
2008-09-13,4376
2008-09-14,6711
2008-09-15,5594
2008-09-16,3404
2008-09-17,3166
2008-09-18,3860
2008-09-19,4234
2008-09-20,2177
2008-09-21,4834
2008-09-22,4213
2008-09-23,2751
2008-09-24,3898
2008-09-25,5696
2008-09-26,7102
2008-09-27,3153
2008-09-28,4959
2008-09-29,4271
2008-09-30,3124
2008-10-01,2874
2008-10-02,3657
2008-10-03,4601
2008-10-04,2190
2008-10-05,4743
2008-10-06,3507
2008-10-07,3879
2008-10-08,5325
2008-10-09,5146
2008-10-10,5253
2008-10-11,3362
2008-10-12,4644
2008-10-13,4159
2008-10-14,2955
2008-10-15,5388
2008-10-16,5828
2008-10-17,5492
2008-10-18,2152
2008-10-19,4183
2008-10-20,3879
2008-10-21,3146
2008-10-22,5021
2008-10-23,4490
2008-10-24,8269
2008-10-25,3591
2008-10-26,5616
2008-10-27,6724
2008-10-28,5424
2008-10-29,3271
2008-10-30,4078
2008-10-31,3582
2008-11-01,2790
2008-11-02,4949
2008-11-03,3878
2008-11-04,3118
2008-11-05,3597
2008-11-06,6270
2008-11-07,7057
2008-11-08,3120
2008-11-09,5126
2008-11-10,3963
2008-11-11,5087
2008-11-12,5598
2008-11-13,8021
2008-11-14,10000
2008-11-15,4108
2008-11-16,4882
2008-11-17,3823
2008-11-18,2984
2008-11-19,3679
2008-11-20,5507
2008-11-21,6645
2008-11-22,3883
2008-11-23,2881
2008-11-24,4029
2008-11-25,4508
2008-11-26,4081
2008-11-27,1818
2008-11-28,1976
2008-11-29,6291
2008-11-30,17238
2008-12-01,17378
2008-12-02,6459
2008-12-03,5497
2008-12-04,6405
2008-12-05,4871
2008-12-06,3720
2008-12-07,6079
2008-12-08,4798
2008-12-09,6771
2008-12-10,9296
2008-12-11,9003
2008-12-12,7352
2008-12-13,4184
2008-12-14,7776
2008-12-15,12171
2008-12-16,12339
2008-12-17,14545
2008-12-18,14383
2008-12-19,16473
2008-12-20,15047
2008-12-21,16920
2008-12-22,16696
2008-12-23,16999
2008-12-24,13266
2008-12-25,6800
2008-12-26,13992
2008-12-27,15498
2008-12-28,9943
2008-12-29,6020
2008-12-30,7519
2008-12-31,7207
