DATE,num_of_arrival_delays
2014-01-01,4645
2014-01-02,7211
2014-01-03,6627
2014-01-04,6496
2014-01-05,7232
2014-01-06,6876
2014-01-07,5554
2014-01-08,5219
2014-01-09,5022
2014-01-10,5544
2014-01-11,3503
2014-01-12,2008
2014-01-13,1793
2014-01-14,2181
2014-01-15,2697
2014-01-16,3542
2014-01-17,3057
2014-01-18,1983
2014-01-19,1523
2014-01-20,2127
2014-01-21,2597
2014-01-22,3076
2014-01-23,3807
2014-01-24,3377
2014-01-25,2017
2014-01-26,2851
2014-01-27,3245
2014-01-28,2073
2014-01-29,3661
2014-01-30,4621
2014-01-31,3829
2014-02-01,2427
2014-02-02,2895
2014-02-03,4115
2014-02-04,3613
2014-02-05,4592
2014-02-06,5793
2014-02-07,4535
2014-02-08,2780
2014-02-09,4254
2014-02-10,4465
2014-02-11,2683
2014-02-12,2809
2014-02-13,3366
2014-02-14,5556
2014-02-15,3226
2014-02-16,2570
2014-02-17,3483
2014-02-18,3938
2014-02-19,2750
2014-02-20,4106
2014-02-21,6144
2014-02-22,2422
2014-02-23,2787
2014-02-24,2175
2014-02-25,2370
2014-02-26,3462
2014-02-27,3878
2014-02-28,4246
2014-03-01,4050
2014-03-02,4775
2014-03-03,3976
2014-03-04,2831
2014-03-05,3687
2014-03-06,3698
2014-03-07,3072
2014-03-08,2764
2014-03-09,2474
2014-03-10,1905
2014-03-11,1942
2014-03-12,4009
2014-03-13,3693
2014-03-14,2708
2014-03-15,2363
2014-03-16,3629
2014-03-17,5234
2014-03-18,3716
2014-03-19,3104
2014-03-20,2918
2014-03-21,2568
2014-03-22,2504
2014-03-23,2872
2014-03-24,2705
2014-03-25,3079
2014-03-26,3110
2014-03-27,3262
2014-03-28,3907
2014-03-29,4264
2014-03-30,3842
2014-03-31,3636
2014-05-01,4262
2014-05-02,3036
2014-05-03,1639
2014-05-04,2029
2014-05-05,2055
2014-05-06,1804
2014-05-07,2385
2014-05-08,4890
2014-05-09,5683
2014-05-10,2285
2014-05-11,3376
2014-05-12,5015
2014-05-13,4365
2014-05-14,4571
2014-05-15,5774
2014-05-16,4731
2014-05-17,1905
2014-05-18,2713
2014-05-19,3133
2014-05-20,2523
2014-05-21,3359
2014-05-22,5174
2014-05-23,3956
2014-05-24,1301
2014-05-25,1550
2014-05-26,3190
2014-05-27,4839
2014-05-28,3952
2014-05-29,3117
2014-05-30,3654
2014-05-31,1879
2014-06-01,5476
2014-06-02,5994
2014-06-03,5236
2014-06-04,6096
2014-06-05,7184
2014-06-06,8364
2014-06-07,4076
2014-06-08,10344
2014-06-09,11290
2014-06-10,11496
2014-06-11,11208
2014-06-12,12216
2014-06-13,11782
2014-06-14,6954
2014-06-15,7352
2014-06-16,7874
2014-06-17,6748
2014-06-18,10454
2014-06-19,12380
2014-06-20,8904
2014-06-21,6728
2014-06-22,7608
2014-06-23,11872
2014-06-24,9602
2014-06-25,12156
2014-06-26,10594
2014-06-27,10208
2014-06-28,6248
2014-06-29,5382
2014-06-30,7586
2014-07-01,3373
2014-07-02,4486
2014-07-03,5045
2014-07-04,1917
2014-07-05,1920
2014-07-06,2824
2014-07-07,3938
2014-07-08,4547
2014-07-09,4625
2014-07-10,4017
2014-07-11,3485
2014-07-12,3999
2014-07-13,3966
2014-07-14,4900
2014-07-15,5301
2014-07-16,5127
2014-07-17,4537
2014-07-18,3654
2014-07-19,2095
2014-07-20,2484
2014-07-21,3847
2014-07-22,2683
2014-07-23,5183
2014-07-24,5256
2014-07-25,3413
2014-07-26,2460
2014-07-27,4354
2014-07-28,4054
2014-07-29,3179
2014-07-30,3078
2014-07-31,3404
2014-08-01,5340
2014-08-02,2700
2014-08-03,4202
2014-08-04,4196
2014-08-05,2889
2014-08-06,2670
2014-08-07,4055
2014-08-08,3996
2014-08-09,3361
2014-08-10,3340
2014-08-11,4293
2014-08-12,5222
2014-08-13,3539
2014-08-14,2452
2014-08-15,3307
2014-08-16,1931
2014-08-17,4295
2014-08-18,3574
2014-08-19,4428
2014-08-20,4291
2014-08-21,5524
2014-08-22,3734
2014-08-23,2351
2014-08-24,2295
2014-08-25,3447
2014-08-26,2941
2014-08-27,2077
2014-08-28,2741
2014-08-29,3692
2014-08-30,1233
2014-08-31,1590
2014-09-01,2000
2014-09-02,3482
2014-09-03,2127
2014-09-04,3216
2014-09-05,2559
2014-09-06,1867
2014-09-07,3228
2014-09-08,2943
2014-09-09,2157
2014-09-10,2108
2014-09-11,2783
2014-09-12,4020
2014-09-13,1155
2014-09-14,1621
2014-09-15,1877
2014-09-16,2355
2014-09-17,1891
2014-09-18,4174
2014-09-19,3017
2014-09-20,1577
2014-09-21,2874
2014-09-22,2586
2014-09-23,1558
2014-09-24,2216
2014-09-25,2939
2014-09-26,3877
2014-09-27,2619
2014-09-28,3777
2014-09-29,4662
2014-09-30,3913
2014-10-01,4310
2014-10-02,5189
2014-10-03,6208
2014-10-04,2338
2014-10-05,2946
2014-10-06,5120
2014-10-07,3005
2014-10-08,3282
2014-10-09,4406
2014-10-10,5259
2014-10-11,2413
2014-10-12,3606
2014-10-13,6099
2014-10-14,4825
2014-10-15,3846
2014-10-16,2854
2014-10-17,1882
2014-10-18,953
2014-10-19,2044
2014-10-20,2295
2014-10-21,1680
2014-10-22,2858
2014-10-23,2965
2014-10-24,1843
2014-10-25,1223
2014-10-26,1591
2014-10-27,1671
2014-10-28,1162
2014-10-29,954
2014-10-30,1216
2014-10-31,2242
2014-11-01,2018
2014-11-02,2485
2014-11-03,1561
2014-11-04,1806
2014-11-05,1825
2014-11-06,3669
2014-11-07,2198
2014-11-08,925
2014-11-09,1835
2014-11-10,2390
2014-11-11,2267
2014-11-12,3268
2014-11-13,3745
2014-11-14,2812
2014-11-15,1884
2014-11-16,4090
2014-11-17,6098
2014-11-18,3153
2014-11-19,3230
2014-11-20,2862
2014-11-21,2877
2014-11-22,2611
2014-11-23,3042
2014-11-24,2992
2014-11-25,4456
2014-11-26,5236
2014-11-27,1018
2014-11-28,1312
2014-11-29,2523
2014-11-30,4469
2014-12-01,3786
2014-12-02,4579
2014-12-03,4090
2014-12-04,3181
2014-12-05,3118
2014-12-06,1350
2014-12-07,1985
2014-12-08,2611
2014-12-09,3089
2014-12-10,3404
2014-12-11,3968
2014-12-12,3736
2014-12-13,1408
2014-12-14,2558
2014-12-15,2813
2014-12-16,2893
2014-12-17,3316
2014-12-18,4158
2014-12-19,5143
2014-12-20,3769
2014-12-21,3900
2014-12-22,4786
2014-12-23,6456
2014-12-24,3065
2014-12-25,1595
2014-12-26,4106
2014-12-27,4456
2014-12-28,3955
2014-12-29,4691
2014-12-30,5391
2014-12-31,2807
