DATE,num_of_arrival_delays
1992-05-29,2000
1992-05-30,1109
1992-05-31,2386
1992-06-01,2639
1992-06-02,1384
1992-06-03,1790
1992-06-04,2733
1992-06-05,4065
1992-06-06,1963
1992-06-07,1358
1992-06-08,2479
1992-06-09,1793
1992-06-10,2059
1992-06-11,2434
1992-06-12,2688
1992-06-13,2418
1992-06-14,2961
1992-06-15,2440
1992-06-16,2166
1992-06-17,3003
1992-06-18,3653
1992-06-19,4335
1992-06-20,2395
1992-06-21,1793
1992-06-22,1577
1992-06-23,2213
1992-06-24,3085
1992-06-25,4268
1992-06-26,3391
1992-06-27,2691
1992-06-28,2801
1992-06-29,2596
1992-06-30,2923
1992-07-01,3634
1992-07-02,4344
1992-07-03,2887
1992-07-04,770
1992-07-05,2202
1992-07-06,1696
1992-07-07,1901
1992-07-08,2063
1992-07-09,2011
1992-07-10,2896
1992-07-11,1636
1992-07-12,3194
1992-07-13,3037
1992-07-14,3263
1992-07-15,4120
1992-07-16,3567
1992-07-17,3337
1992-07-18,2464
1992-07-19,1811
1992-07-20,2835
1992-07-21,2746
1992-07-22,2686
1992-07-23,4503
1992-07-24,3311
1992-07-25,1648
1992-07-26,1816
1992-07-27,2452
1992-07-28,1814
1992-07-29,2261
1992-07-30,3507
1992-07-31,4717
1992-08-01,2604
1992-08-02,2440
1992-08-03,2907
1992-08-04,2496
1992-08-05,2182
1992-08-06,2226
1992-08-07,2473
1992-08-08,1863
1992-08-09,2714
1992-08-10,2659
1992-08-11,3353
1992-08-12,4142
1992-08-13,3318
1992-08-14,3921
1992-08-15,2469
1992-08-16,2685
1992-08-17,4063
1992-08-18,2754
1992-08-19,2054
1992-08-20,2310
1992-08-21,2305
1992-08-22,1666
1992-08-23,2275
1992-08-24,1908
1992-08-25,2007
1992-08-26,3514
1992-08-27,4856
1992-08-28,2950
1992-08-29,1642
1992-08-30,1548
1992-08-31,1424
1992-09-01,1885
1992-09-02,1732
1992-09-03,3839
1992-09-04,3231
1992-09-05,1391
1992-09-06,678
1992-09-07,1714
1992-09-08,2408
1992-09-09,3361
1992-09-10,4110
1992-09-11,2286
1992-09-12,1138
1992-09-13,1653
1992-09-14,1762
1992-09-15,1939
1992-09-16,1473
1992-09-17,1986
1992-09-18,2992
1992-09-19,1038
1992-09-20,1659
1992-09-21,2480
1992-09-22,2359
1992-09-23,1472
1992-09-24,1662
1992-09-25,2228
1992-09-26,1335
1992-09-27,1460
1992-09-28,1007
1992-09-29,997
1992-09-30,1039
1992-10-01,1245
1992-10-02,1247
1992-10-03,923
1992-10-04,1817
1992-10-05,1187
1992-10-06,880
1992-10-07,1644
1992-10-08,2877
1992-10-09,3126
1992-10-10,1013
1992-10-11,1532
1992-10-12,1263
1992-10-13,1088
1992-10-14,2154
1992-10-15,3327
1992-10-16,4180
1992-10-17,1080
1992-10-18,1665
1992-10-19,1319
1992-10-20,1424
1992-10-21,1186
1992-10-22,1351
1992-10-23,1563
1992-10-24,715
1992-10-25,1216
1992-10-26,1014
1992-10-27,979
1992-10-28,1299
1992-10-29,2814
1992-10-30,3054
1992-10-31,1367
1992-11-01,2503
1992-11-02,2665
1992-11-03,2959
1992-11-04,2553
1992-11-05,3064
1992-11-06,1891
1992-11-07,1097
1992-11-08,1146
1992-11-09,1260
1992-11-10,2699
1992-11-11,1868
1992-11-12,3574
1992-11-13,1915
1992-11-14,907
1992-11-15,1507
1992-11-16,761
1992-11-17,1000
1992-11-18,1494
1992-11-19,2802
1992-11-20,3650
1992-11-21,3425
1992-11-22,3804
1992-11-23,1967
1992-11-24,4286
1992-11-25,4775
1992-11-26,1092
1992-11-27,642
1992-11-28,990
1992-11-29,1890
1992-11-30,2332
1992-12-01,1879
1992-12-02,2527
1992-12-03,2557
1992-12-04,2832
1992-12-05,1980
1992-12-06,2640
1992-12-07,2800
1992-12-08,2391
1992-12-09,2735
1992-12-10,5609
1992-12-11,3172
1992-12-12,2226
1992-12-13,3336
1992-12-14,2286
1992-12-15,3697
1992-12-16,3203
1992-12-17,4681
1992-12-18,3829
1992-12-19,4609
1992-12-20,3214
1992-12-21,2427
1992-12-22,3836
1992-12-23,4960
1992-12-24,2356
1992-12-25,1093
1992-12-26,1395
1992-12-27,2793
1992-12-28,6033
1992-12-29,5456
1992-12-30,5621
1992-12-31,3206
