DATE,num_of_arrival_and_departure_delays
2015-01-01,5880
2015-01-02,9002
2015-01-03,12959
2015-01-04,15254
2015-01-05,11194
2015-01-06,10735
2015-01-07,8463
2015-01-08,7466
2015-01-09,8426
2015-01-10,4184
2015-01-11,7157
2015-01-12,10328
2015-01-13,5207
2015-01-14,3755
2015-01-15,5210
2015-01-16,4658
2015-01-17,2121
2015-01-18,3691
2015-01-19,3576
2015-01-20,3415
2015-01-21,4976
2015-01-22,4591
2015-01-23,4308
2015-01-24,3265
2015-01-25,3999
2015-01-26,4754
2015-01-27,1721
2015-01-28,2855
2015-01-29,4086
2015-01-30,6583
2015-01-31,2605
2015-02-01,4860
2015-02-02,7395
2015-02-03,6427
2015-02-04,6572
2015-02-05,8461
2015-02-06,4258
2015-02-07,2121
2015-02-08,4862
2015-02-09,5827
2015-02-10,3589
2015-02-11,3446
2015-02-12,6011
2015-02-13,6337
2015-02-14,4851
2015-02-15,5716
2015-02-16,9975
2015-02-17,9813
2015-02-18,7517
2015-02-19,7457
2015-02-20,7934
2015-02-21,5713
2015-02-22,9298
2015-02-23,7990
2015-02-24,7696
2015-02-25,6913
2015-02-26,11177
2015-02-27,7838
2015-02-28,5754
2015-03-01,10566
2015-03-02,10900
2015-03-03,10437
2015-03-04,7395
2015-03-05,8415
2015-03-06,9803
2015-03-07,4466
2015-03-08,5645
2015-03-09,5294
2015-03-10,4501
2015-03-11,5277
2015-03-12,6089
2015-03-13,5808
2015-03-14,4653
2015-03-15,5616
2015-03-16,3700
2015-03-17,4457
2015-03-18,4645
2015-03-19,4566
2015-03-20,7554
2015-03-21,4793
2015-03-22,5252
2015-03-23,7858
2015-03-24,4116
2015-03-25,5894
2015-03-26,7572
2015-03-27,7795
2015-03-28,3988
2015-03-29,4473
2015-03-30,5052
2015-03-31,3842
2015-04-01,4664
2015-04-02,6954
2015-04-03,6115
2015-04-04,3596
2015-04-05,4080
2015-04-06,4195
2015-04-07,5041
2015-04-08,7207
2015-04-09,9551
2015-04-10,10238
2015-04-11,3393
2015-04-12,4306
2015-04-13,7382
2015-04-14,4365
2015-04-15,4530
2015-04-16,6843
2015-04-17,6373
2015-04-18,3396
2015-04-19,5127
2015-04-20,7824
2015-04-21,4169
2015-04-22,4197
2015-04-23,5121
2015-04-24,7846
2015-04-25,5225
2015-04-26,4199
2015-04-27,5367
2015-04-28,3371
2015-04-29,2825
2015-04-30,4032
2015-05-01,3460
2015-05-02,2224
2015-05-03,4173
2015-05-04,4859
2015-05-05,3971
2015-05-06,4682
2015-05-07,4905
2015-05-08,7123
2015-05-09,5109
2015-05-10,7250
2015-05-11,8776
2015-05-12,4418
2015-05-13,4811
2015-05-14,5031
2015-05-15,6194
2015-05-16,3387
2015-05-17,6631
2015-05-18,10288
2015-05-19,7933
2015-05-20,6251
2015-05-21,7088
2015-05-22,5293
2015-05-23,3391
2015-05-24,2945
2015-05-25,5382
2015-05-26,8426
2015-05-27,9299
2015-05-28,6954
2015-05-29,6282
2015-05-30,4298
2015-05-31,7854
2015-06-01,8389
2015-06-02,6577
2015-06-03,4946
2015-06-04,5110
2015-06-05,6686
2015-06-06,3035
2015-06-07,6157
2015-06-08,7464
2015-06-09,8118
2015-06-10,7832
2015-06-11,8639
2015-06-12,9006
2015-06-13,6061
2015-06-14,7876
2015-06-15,10036
2015-06-16,10135
2015-06-17,10136
2015-06-18,11789
2015-06-19,8136
2015-06-20,6451
2015-06-21,7618
2015-06-22,8161
2015-06-23,8274
2015-06-24,8058
2015-06-25,8183
2015-06-26,8960
2015-06-27,8037
2015-06-28,7521
2015-06-29,6042
2015-06-30,8179
2015-07-01,9021
2015-07-02,8149
2015-07-03,5041
2015-07-04,2082
2015-07-05,5030
2015-07-06,8271
2015-07-07,8359
2015-07-08,10358
2015-07-09,7692
2015-07-10,5708
2015-07-11,3732
2015-07-12,5206
2015-07-13,9740
2015-07-14,10051
2015-07-15,9826
2015-07-16,6189
2015-07-17,6476
2015-07-18,10107
2015-07-19,7679
2015-07-20,5876
2015-07-21,7631
2015-07-22,5939
2015-07-23,7531
2015-07-24,6098
2015-07-25,4733
2015-07-26,5312
2015-07-27,5755
2015-07-28,6198
2015-07-29,6623
2015-07-30,8833
2015-07-31,7628
2015-08-01,6894
2015-08-02,6370
2015-08-03,7228
2015-08-04,7156
2015-08-05,6127
2015-08-06,7484
2015-08-07,7511
2015-08-08,4584
2015-08-09,5462
2015-08-10,8295
2015-08-11,9758
2015-08-12,5105
2015-08-13,6518
2015-08-14,6773
2015-08-15,6420
2015-08-16,6469
2015-08-17,7888
2015-08-18,7242
2015-08-19,7727
2015-08-20,11090
2015-08-21,6813
2015-08-22,3108
2015-08-23,7157
2015-08-24,4624
2015-08-25,4564
2015-08-26,3715
2015-08-27,4052
2015-08-28,3187
2015-08-29,2724
2015-08-30,3535
2015-08-31,4428
2015-09-01,2277
2015-09-02,3919
2015-09-03,5572
2015-09-04,6805
2015-09-05,2763
2015-09-06,1856
2015-09-07,2690
2015-09-08,6292
2015-09-09,4637
2015-09-10,7740
2015-09-11,4496
2015-09-12,3039
2015-09-13,4422
2015-09-14,3468
2015-09-15,2856
2015-09-16,3553
2015-09-17,6774
2015-09-18,5435
2015-09-19,2519
2015-09-20,3128
2015-09-21,3805
2015-09-22,2363
2015-09-23,2385
2015-09-24,3105
2015-09-25,4472
2015-09-26,2329
2015-09-27,3748
2015-09-28,3567
2015-09-29,3804
2015-09-30,4505
2015-10-01,5925
2015-10-02,6665
2015-10-03,3149
2015-10-04,4215
2015-10-05,4119
2015-10-06,2908
2015-10-07,2819
2015-10-08,3544
2015-10-09,6145
2015-10-10,3158
2015-10-11,4302
2015-10-12,2677
2015-10-13,2245
2015-10-14,2647
2015-10-15,3784
2015-10-16,4885
2015-10-17,2013
2015-10-18,4692
2015-10-19,3389
2015-10-20,2513
2015-10-21,2883
2015-10-22,4265
2015-10-23,6389
2015-10-24,3495
2015-10-25,3743
2015-10-26,3786
2015-10-27,2543
2015-10-28,5218
