DATE,num_of_arrival_and_departure_delays
1998-01-01,2892
1998-01-02,4549
1998-01-03,6474
1998-01-04,9631
1998-01-05,8956
1998-01-06,9103
1998-01-07,8365
1998-01-08,7938
1998-01-09,5900
1998-01-10,3466
1998-01-11,7285
1998-01-12,6940
1998-01-13,4035
1998-01-14,7140
1998-01-15,9773
1998-01-16,9798
1998-01-17,3211
1998-01-18,5083
1998-01-19,3985
1998-01-20,2567
1998-01-21,5157
1998-01-22,7582
1998-01-23,7651
1998-01-24,2661
1998-01-25,2564
1998-01-26,3777
1998-01-27,3111
1998-01-28,4939
1998-01-29,3065
1998-01-30,3855
1998-01-31,2683
1998-02-01,3527
1998-02-02,4598
1998-02-03,5198
1998-02-04,7782
1998-02-05,6460
1998-02-06,5536
1998-02-07,2991
1998-02-08,4664
1998-02-09,4772
1998-02-10,6003
1998-02-11,6913
1998-02-12,5524
1998-02-13,4957
1998-02-14,4095
1998-02-15,3447
1998-02-16,9135
1998-02-17,11166
1998-02-18,6818
1998-02-19,6305
1998-02-20,5738
1998-02-21,4077
1998-02-22,6152
1998-02-23,6094
1998-02-24,6520
1998-02-25,4871
1998-02-26,6165
1998-02-27,5047
1998-02-28,3468
1998-03-01,4280
1998-03-02,3273
1998-03-03,3018
1998-03-04,3239
1998-03-05,4870
1998-03-06,6343
1998-03-07,6968
1998-03-08,9245
1998-03-09,8082
1998-03-10,3888
1998-03-11,5051
1998-03-12,4659
1998-03-13,5814
1998-03-14,4674
1998-03-15,6662
1998-03-16,6484
1998-03-17,6898
1998-03-18,10226
1998-03-19,9570
1998-03-20,9996
1998-03-21,6495
1998-03-22,6563
1998-03-23,4537
1998-03-24,3245
1998-03-25,3727
1998-03-26,6519
1998-03-27,7226
1998-03-28,4131
1998-03-29,5052
1998-03-30,4898
1998-03-31,4897
1998-04-01,5412
1998-04-02,4635
1998-04-03,8543
1998-04-04,3748
1998-04-05,3280
1998-04-06,3218
1998-04-07,3206
1998-04-08,6904
1998-04-09,9671
1998-04-10,3896
1998-04-11,2815
1998-04-12,2735
1998-04-13,5388
1998-04-14,3643
1998-04-15,6205
1998-04-16,8291
1998-04-17,7292
1998-04-18,4255
1998-04-19,7158
1998-04-20,4524
1998-04-21,3268
1998-04-22,4068
1998-04-23,6331
1998-04-24,4369
1998-04-25,2305
1998-04-26,6493
1998-04-27,3745
1998-04-28,4039
1998-04-29,5235
1998-04-30,5971
1998-05-01,7425
1998-05-02,3722
1998-05-03,5604
1998-05-04,4512
1998-05-05,5141
1998-05-06,8000
1998-05-07,10166
1998-05-08,9330
1998-05-09,3650
1998-05-10,4724
1998-05-11,5496
1998-05-12,4684
1998-05-13,4080
1998-05-14,5349
1998-05-15,7644
1998-05-16,3335
1998-05-17,3775
1998-05-18,3782
1998-05-19,4387
1998-05-20,5214
1998-05-21,7510
1998-05-22,7328
1998-05-23,3354
1998-05-24,1793
1998-05-25,3332
1998-05-26,3566
1998-05-27,4590
1998-05-28,5704
1998-05-29,6723
1998-05-30,3476
1998-05-31,5795
1998-06-01,4584
1998-06-02,4098
1998-06-03,4600
1998-06-04,8664
1998-06-05,8315
1998-06-06,3188
1998-06-07,4300
1998-06-08,4713
1998-06-09,5115
1998-06-10,8198
1998-06-11,11503
1998-06-12,9559
1998-06-13,8273
1998-06-14,7151
1998-06-15,6759
1998-06-16,8150
1998-06-17,5600
1998-06-18,8789
1998-06-19,10819
1998-06-20,6881
1998-06-21,5289
1998-06-22,7219
1998-06-23,6764
1998-06-24,5923
1998-06-25,7700
1998-06-26,9298
1998-06-27,8229
1998-06-28,6681
1998-06-29,7162
1998-06-30,9727
1998-07-01,6164
1998-07-02,5662
1998-07-03,3635
1998-07-04,2082
1998-07-05,3224
1998-07-06,4469
1998-07-07,7256
1998-07-08,5161
1998-07-09,4302
1998-07-10,6087
1998-07-11,3319
1998-07-12,4145
1998-07-13,3772
1998-07-14,4024
1998-07-15,4152
1998-07-16,6334
1998-07-17,7781
1998-07-18,3947
1998-07-19,6556
1998-07-20,6646
1998-07-21,7066
1998-07-22,6614
1998-07-23,7602
1998-07-24,6465
1998-07-25,3813
1998-07-26,5126
1998-07-27,4530
1998-07-28,3276
1998-07-29,5366
1998-07-30,7149
1998-07-31,6563
1998-08-01,3868
1998-08-02,3956
1998-08-03,4131
1998-08-04,7804
1998-08-05,7367
1998-08-06,7096
1998-08-07,9370
1998-08-08,5417
1998-08-09,7259
1998-08-10,7497
1998-08-11,5603
1998-08-12,4792
1998-08-13,5339
1998-08-14,7535
1998-08-15,4232
1998-08-16,6318
1998-08-17,7582
1998-08-18,7514
1998-08-19,4063
1998-08-20,4741
1998-08-21,4830
1998-08-22,3732
1998-08-23,4477
1998-08-24,7212
1998-08-25,5560
1998-08-26,3601
1998-08-27,3191
1998-08-28,3669
1998-08-29,1774
1998-08-30,3596
1998-08-31,3147
1998-09-01,2789
1998-09-02,3460
1998-09-03,3869
1998-09-04,4883
1998-09-05,1814
1998-09-06,1492
1998-09-07,4648
1998-09-08,3666
1998-09-09,3094
1998-09-10,2530
1998-09-11,4599
1998-09-12,1884
1998-09-13,3094
1998-09-14,2858
1998-09-15,3552
1998-09-16,2937
1998-09-17,5021
1998-09-18,5333
1998-09-19,2281
1998-09-20,5411
1998-09-21,4090
1998-09-22,3246
1998-09-23,2888
1998-09-24,4562
1998-09-25,7234
1998-09-26,2808
1998-09-27,5189
1998-09-28,2215
1998-09-29,3436
1998-09-30,4402
1998-10-01,4538
1998-10-02,6619
1998-10-03,3546
1998-10-04,7312
1998-10-05,7309
1998-10-06,5832
1998-10-07,3622
1998-10-08,5273
1998-10-09,7215
1998-10-10,2505
1998-10-11,3183
1998-10-12,3086
1998-10-13,2453
1998-10-14,2965
1998-10-15,4234
1998-10-16,5769
1998-10-17,5837
1998-10-18,6108
1998-10-19,4204
1998-10-20,3581
1998-10-21,3925
1998-10-22,4346
1998-10-23,4778
1998-10-24,2119
1998-10-25,4175
1998-10-26,2359
1998-10-27,2699
1998-10-28,2787
1998-10-29,4078
1998-10-30,5530
1998-10-31,2203
1998-11-01,5144
1998-11-02,3472
1998-11-03,2569
1998-11-04,3266
1998-11-05,4017
1998-11-06,4424
1998-11-07,2551
1998-11-08,6558
1998-11-09,5198
1998-11-10,7087
1998-11-11,5378
1998-11-12,5237
1998-11-13,3804
1998-11-14,2315
1998-11-15,3939
1998-11-16,4345
1998-11-17,3833
1998-11-18,2607
1998-11-19,4974
1998-11-20,6412
1998-11-21,2476
1998-11-22,2184
1998-11-23,3838
1998-11-24,3772
1998-11-25,2984
1998-11-26,1616
1998-11-27,1267
1998-11-28,2421
1998-11-29,4379
1998-11-30,6650
1998-12-01,3842
1998-12-02,3855
1998-12-03,3700
1998-12-04,3648
1998-12-05,3983
1998-12-06,7967
1998-12-07,4371
1998-12-08,6062
1998-12-09,3017
1998-12-10,4761
1998-12-11,4807
1998-12-12,2274
1998-12-13,4055
1998-12-14,2868
1998-12-15,3164
1998-12-16,3860
1998-12-17,6360
1998-12-18,8577
1998-12-19,7274
1998-12-20,8937
1998-12-21,9940
1998-12-22,12440
1998-12-23,14398
1998-12-24,12985
1998-12-25,4856
1998-12-26,6233
1998-12-27,8037
1998-12-28,10378
1998-12-29,12919
1998-12-30,9803
1998-12-31,5581
