DATE,num_of_arrival_delays
2013-01-01,3654
2013-01-02,3927
2013-01-03,3758
2013-01-04,2197
2013-01-05,2099
2013-01-06,2618
2013-01-07,1751
2013-01-08,2308
2013-01-09,2260
2013-01-10,2245
2013-01-11,3006
2013-01-12,1874
2013-01-13,3671
2013-01-14,3204
2013-01-15,2204
2013-01-16,3575
2013-01-17,2384
2013-01-18,2159
2013-01-19,1002
2013-01-20,1934
2013-01-21,2575
2013-01-22,2148
2013-01-23,2565
2013-01-24,3546
2013-01-25,4975
2013-01-26,1861
2013-01-27,2763
2013-01-28,3472
2013-01-29,3164
2013-01-30,5149
2013-01-31,4162
2013-02-01,3234
2013-02-02,2452
2013-02-03,2169
2013-02-04,4407
2013-02-05,1899
2013-02-06,1860
2013-02-07,3302
2013-02-08,2656
2013-02-09,1255
2013-02-10,3998
2013-02-11,4387
2013-02-12,1784
2013-02-13,1980
2013-02-14,2486
2013-02-15,2305
2013-02-16,2298
2013-02-17,2204
2013-02-18,2743
2013-02-19,3640
2013-02-20,2878
2013-02-21,4839
2013-02-22,5269
2013-02-23,2784
2013-02-24,2451
2013-02-25,3220
2013-02-26,3979
2013-02-27,4289
2013-02-28,2797
2013-03-01,4255
2013-03-02,2902
2013-03-03,2412
2013-03-04,2607
2013-03-05,3029
2013-03-06,2889
2013-03-07,2850
2013-03-08,4794
2013-03-09,2472
2013-03-10,3854
2013-03-11,3658
2013-03-12,3336
2013-03-13,2484
2013-03-14,2882
2013-03-15,3098
2013-03-16,2883
2013-03-17,2689
2013-03-18,6631
2013-03-19,4405
2013-03-20,2914
2013-03-21,3116
2013-03-22,3524
2013-03-23,5415
2013-03-24,5651
2013-03-25,5541
2013-03-26,2099
2013-03-27,1642
2013-03-28,1826
2013-03-29,1546
2013-03-30,1373
2013-03-31,2966
2013-04-01,3292
2013-04-02,2749
2013-04-03,2299
2013-04-04,3696
2013-04-05,2996
2013-04-06,1595
2013-04-07,1773
2013-04-08,3739
2013-04-09,3536
2013-04-10,5883
2013-04-11,6374
2013-04-12,5073
2013-04-13,2194
2013-04-14,3867
2013-04-15,3559
2013-04-16,3029
2013-04-17,5145
2013-04-18,7786
2013-04-19,6667
2013-04-20,2262
2013-04-21,3104
2013-04-22,5001
2013-04-23,4254
2013-04-24,4467
2013-04-25,4117
2013-04-26,3544
2013-04-27,1468
2013-04-28,3213
2013-04-29,2665
2013-04-30,1959
2013-05-01,2856
2013-05-02,3941
2013-05-03,4247
2013-05-04,1916
2013-05-05,2864
2013-05-06,2672
2013-05-07,1807
2013-05-08,3931
2013-05-09,4376
2013-05-10,5315
2013-05-11,2457
2013-05-12,2213
2013-05-13,2476
2013-05-14,1613
2013-05-15,2603
2013-05-16,3637
2013-05-17,2818
2013-05-18,1532
2013-05-19,5232
2013-05-20,4429
2013-05-21,5625
2013-05-22,5127
2013-05-23,5870
2013-05-24,4744
2013-05-25,2067
2013-05-26,1132
2013-05-27,2802
2013-05-28,3335
2013-05-29,3516
2013-05-30,4417
2013-05-31,3708
2013-06-01,2712
2013-06-02,5444
2013-06-03,3836
2013-06-04,2210
2013-06-05,3570
2013-06-06,5208
2013-06-07,5333
2013-06-08,2292
2013-06-09,4972
2013-06-10,5744
2013-06-11,3962
2013-06-12,3431
2013-06-13,7376
2013-06-14,5102
2013-06-15,2790
2013-06-16,3658
2013-06-17,6565
2013-06-18,7215
2013-06-19,3464
2013-06-20,3008
2013-06-21,4400
2013-06-22,2959
2013-06-23,4900
2013-06-24,6509
2013-06-25,6159
2013-06-26,6906
2013-06-27,6227
2013-06-28,7087
2013-06-29,4732
2013-06-30,5413
2013-07-01,5317
2013-07-02,3973
2013-07-03,5541
2013-07-04,1431
2013-07-05,2304
2013-07-06,2458
2013-07-07,4592
2013-07-08,5890
2013-07-09,5913
2013-07-10,6815
2013-07-11,5783
2013-07-12,6110
2013-07-13,4472
2013-07-14,4048
2013-07-15,4431
2013-07-16,4226
2013-07-17,4913
2013-07-18,4606
2013-07-19,5164
2013-07-20,4853
2013-07-21,5820
2013-07-22,5925
2013-07-23,5515
2013-07-24,4015
2013-07-25,4373
2013-07-26,5175
2013-07-27,3462
2013-07-28,4354
2013-07-29,4323
