DATE,num_of_arrival_delays
2002-01-01,2016
2002-01-02,4299
2002-01-03,4345
2002-01-04,2805
2002-01-05,2268
2002-01-06,4510
2002-01-07,3078
2002-01-08,1442
2002-01-09,1391
2002-01-10,1451
2002-01-11,1384
2002-01-12,958
2002-01-13,1681
2002-01-14,1556
2002-01-15,1620
2002-01-16,2699
2002-01-17,2725
2002-01-18,3487
2002-01-19,3128
2002-01-20,1643
2002-01-21,2548
2002-01-22,1632
2002-01-23,2975
2002-01-24,3639
2002-01-25,1301
2002-01-26,797
2002-01-27,1573
2002-01-28,2051
2002-01-29,2088
2002-01-30,3419
2002-01-31,4497
2002-02-01,3786
2002-02-02,1223
2002-02-03,1432
2002-02-04,2433
2002-02-05,1843
2002-02-06,1808
2002-02-07,2582
2002-02-08,1738
2002-02-09,1033
2002-02-10,2863
2002-02-11,1589
2002-02-12,1171
2002-02-13,1259
2002-02-14,1512
2002-02-15,2093
2002-02-16,1466
2002-02-17,1317
2002-02-18,1563
2002-02-19,3764
2002-02-20,2659
2002-02-21,2894
2002-02-22,2230
2002-02-23,1549
2002-02-24,1623
2002-02-25,2036
2002-02-26,2559
2002-02-27,2069
2002-02-28,2322
2002-03-01,3173
2002-03-02,4354
2002-03-03,4486
2002-03-04,2523
2002-03-05,1686
2002-03-06,1586
2002-03-07,2371
2002-03-08,3433
2002-03-09,4097
2002-03-10,3298
2002-03-11,1592
2002-03-12,2272
2002-03-13,2826
2002-03-14,2282
2002-03-15,2945
2002-03-16,2437
2002-03-17,4244
2002-03-18,4451
2002-03-19,2752
2002-03-20,3648
2002-03-21,3217
2002-03-22,3413
2002-03-23,2004
2002-03-24,2578
2002-03-25,3091
2002-03-26,3619
2002-03-27,1858
2002-03-28,1951
2002-03-29,2051
2002-03-30,2624
2002-03-31,2262
2002-04-01,3195
2002-04-02,3517
2002-04-03,2100
2002-04-04,1381
2002-04-05,1742
2002-04-06,1800
2002-04-07,3422
2002-04-08,4185
2002-04-09,2036
2002-04-10,1460
2002-04-11,1995
2002-04-12,3436
2002-04-13,1827
2002-04-14,2464
2002-04-15,1867
2002-04-16,1792
2002-04-17,1630
2002-04-18,3105
2002-04-19,3242
2002-04-20,1483
2002-04-21,2961
2002-04-22,1530
2002-04-23,929
2002-04-24,2575
2002-04-25,3083
2002-04-26,2236
2002-04-27,1939
2002-04-28,3973
2002-04-29,1905
2002-04-30,2298
2002-05-01,2344
2002-05-02,4437
2002-05-03,4105
2002-05-04,1407
2002-05-05,1863
2002-05-06,2162
2002-05-07,2330
2002-05-08,2196
2002-05-09,3703
2002-05-10,2735
2002-05-11,1479
2002-05-12,3924
2002-05-13,3551
2002-05-14,1369
2002-05-15,1578
2002-05-16,2186
2002-05-17,4796
2002-05-18,1644
2002-05-19,2531
