DATE,num_of_arrival_and_departure_delays
2006-04-14,8594
2006-04-15,3473
2006-04-16,5748
2006-04-17,8008
2006-04-18,4914
2006-04-19,7143
2006-04-20,8412
2006-04-21,10615
2006-04-22,5856
2006-04-23,7977
2006-04-24,9477
2006-04-25,4942
2006-04-26,5148
2006-04-27,4711
2006-04-28,7914
2006-04-29,5612
2006-04-30,8153
2006-05-01,6343
2006-05-02,6335
2006-05-03,4599
2006-05-04,6586
2006-05-05,9595
2006-05-06,4633
2006-05-07,7373
2006-05-08,7409
2006-05-09,5804
2006-05-10,9583
2006-05-11,11331
2006-05-12,10223
2006-05-13,4108
2006-05-14,7905
2006-05-15,9597
2006-05-16,6534
2006-05-17,7030
2006-05-18,9057
2006-05-19,9229
2006-05-20,4016
2006-05-21,7805
2006-05-22,7069
2006-05-23,4816
2006-05-24,9778
2006-05-25,10207
2006-05-26,12177
2006-05-27,4685
2006-05-28,2924
2006-05-29,7770
2006-05-30,8086
2006-05-31,10109
2006-06-01,9636
2006-06-02,10447
2006-06-03,6691
2006-06-04,6375
2006-06-05,5733
2006-06-06,4722
2006-06-07,8944
2006-06-08,8377
2006-06-09,9178
2006-06-10,5750
2006-06-11,7261
2006-06-12,8915
2006-06-13,5600
2006-06-14,6941
2006-06-15,7089
2006-06-16,9420
2006-06-17,7485
2006-06-18,8893
2006-06-19,12561
2006-06-20,8930
2006-06-21,12535
2006-06-22,13955
2006-06-23,12622
2006-06-24,9691
2006-06-25,14960
2006-06-26,15730
2006-06-27,15003
2006-06-28,13455
2006-06-29,9948
2006-06-30,10492
2006-07-01,7812
2006-07-02,9208
2006-07-03,5154
2006-07-04,7768
2006-07-05,13742
2006-07-06,8862
2006-07-07,6742
2006-07-08,4256
2006-07-09,7311
2006-07-10,6898
2006-07-11,9435
2006-07-12,10674
2006-07-13,9539
2006-07-14,9969
2006-07-15,7053
2006-07-16,7146
2006-07-17,7255
2006-07-18,9283
2006-07-19,11149
2006-07-20,14887
2006-07-21,14296
2006-07-22,12032
2006-07-23,10000
2006-07-24,8863
2006-07-25,8808
2006-07-26,8880
2006-07-27,12065
2006-07-28,13342
2006-07-29,8038
2006-07-30,10032
2006-07-31,8488
2006-08-01,8071
2006-08-02,7379
2006-08-03,14050
2006-08-04,8899
2006-08-05,6050
2006-08-06,8920
2006-08-07,11743
2006-08-08,7412
2006-08-09,6874
2006-08-10,20060
2006-08-11,10822
2006-08-12,6673
2006-08-13,7268
2006-08-14,8577
2006-08-15,5800
2006-08-16,5297
2006-08-17,5416
2006-08-18,7398
2006-08-19,5763
2006-08-20,7720
2006-08-21,6579
2006-08-22,6790
2006-08-23,6033
2006-08-24,14203
2006-08-25,10780
2006-08-26,6030
2006-08-27,8622
2006-08-28,11661
2006-08-29,7988
2006-08-30,7168
2006-08-31,9923
2006-09-01,11506
2006-09-02,6167
2006-09-03,3589
2006-09-04,5224
2006-09-05,8471
2006-09-06,4708
2006-09-07,6837
2006-09-08,7803
2006-09-09,4663
2006-09-10,9478
2006-09-11,12211
2006-09-12,9164
2006-09-13,10642
2006-09-14,10692
2006-09-15,11759
2006-09-16,5048
2006-09-17,10421
2006-09-18,8548
2006-09-19,6257
2006-09-20,5180
2006-09-21,6866
2006-09-22,12581
2006-09-23,9724
2006-09-24,9939
2006-09-25,5419
2006-09-26,3223
2006-09-27,5168
2006-09-28,8969
2006-09-29,7856
2006-09-30,4039
2006-10-01,6171
2006-10-02,6609
2006-10-03,4996
2006-10-04,10365
2006-10-05,8540
2006-10-06,12303
2006-10-07,4462
2006-10-08,5064
2006-10-09,5646
2006-10-10,8059
2006-10-11,9157
2006-10-12,12961
2006-10-13,11036
2006-10-14,7325
2006-10-15,11054
2006-10-16,12258
2006-10-17,11936
2006-10-18,10897
2006-10-19,12275
2006-10-20,13359
2006-10-21,5106
2006-10-22,10875
2006-10-23,9194
2006-10-24,5832
2006-10-25,7766
2006-10-26,12483
2006-10-27,15861
2006-10-28,9091
2006-10-29,7458
2006-10-30,5529
2006-10-31,3512
2006-11-01,5784
2006-11-02,9842
2006-11-03,7968
2006-11-04,3535
2006-11-05,6483
2006-11-06,8164
2006-11-07,9917
2006-11-08,7848
2006-11-09,5794
2006-11-10,6968
2006-11-11,5287
2006-11-12,9254
2006-11-13,11540
2006-11-14,5979
2006-11-15,14202
2006-11-16,13065
2006-11-17,9640
2006-11-18,4080
2006-11-19,5541
2006-11-20,6679
2006-11-21,8613
2006-11-22,8546
2006-11-23,3596
2006-11-24,2589
2006-11-25,3617
2006-11-26,8323
2006-11-27,8941
2006-11-28,9651
2006-11-29,11310
2006-11-30,11680
2006-12-01,12326
2006-12-02,7050
2006-12-03,7049
2006-12-04,7998
2006-12-05,4483
2006-12-06,5472
2006-12-07,8826
2006-12-08,8971
2006-12-09,3273
2006-12-10,5483
2006-12-11,5703
2006-12-12,7243
2006-12-13,7388
2006-12-14,13437
2006-12-15,15059
2006-12-16,7715
2006-12-17,6846
2006-12-18,6942
2006-12-19,8792
2006-12-20,12512
2006-12-21,14469
2006-12-22,20749
2006-12-23,15780
2006-12-24,8224
2006-12-25,8000
2006-12-26,15001
2006-12-27,11997
2006-12-28,10684
2006-12-29,9619
2006-12-30,12349
2006-12-31,10630
