DATE,num_of_arrival_and_departure_delays
2018-01-01,10841
2018-01-02,10813
2018-01-03,8619
2018-01-04,5107
2018-01-05,8432
2018-01-06,6487
2018-01-07,9031
2018-01-08,10454
2018-01-09,7180
2018-01-10,5048
2018-01-11,7060
2018-01-12,12664
2018-01-13,4601
2018-01-14,4113
2018-01-15,9814
2018-01-16,6843
2018-01-17,10840
2018-01-18,7331
2018-01-19,4338
2018-01-20,2324
2018-01-21,5530
2018-01-22,4474
2018-01-23,5129
2018-01-24,4368
2018-01-25,3492
2018-01-26,2881
2018-01-27,1904
2018-01-28,3628
2018-01-29,5658
2018-01-30,4707
2018-01-31,2580
2018-02-01,4228
2018-02-02,6347
2018-02-03,2491
2018-02-04,7489
2018-02-05,7923
2018-02-06,4520
2018-02-07,11331
2018-02-08,5098
2018-02-09,8154
2018-02-10,6038
2018-02-11,10068
2018-02-12,6304
2018-02-13,3221
2018-02-14,3797
2018-02-15,8531
2018-02-16,8203
2018-02-17,5273
2018-02-18,5348
2018-02-19,9351
2018-02-20,9933
2018-02-21,8129
2018-02-22,10574
2018-02-23,8893
2018-02-24,6008
2018-02-25,7119
2018-02-26,5231
2018-02-27,4431
2018-02-28,5485
2018-03-01,8508
2018-03-02,7654
2018-03-03,5453
2018-03-04,6310
2018-03-05,8030
2018-03-06,5272
2018-03-07,4250
2018-03-08,6660
2018-03-09,6173
2018-03-10,4937
2018-03-11,6766
2018-03-12,6311
2018-03-13,6003
2018-03-14,6970
2018-03-15,6755
2018-03-16,7647
2018-03-17,4081
2018-03-18,5360
2018-03-19,6127
2018-03-20,9123
2018-03-21,6712
2018-03-22,9994
2018-03-23,6725
2018-03-24,4652
2018-03-25,4721
2018-03-26,5303
2018-03-27,5706
2018-03-28,6525
2018-03-29,7628
2018-03-30,6269
2018-03-31,4001
2018-04-01,4235
2018-04-02,8949
2018-04-03,11335
2018-04-04,9263
2018-04-05,6254
2018-04-06,9760
2018-04-07,5633
2018-04-08,6256
2018-04-09,7882
2018-04-10,6147
2018-04-11,4211
2018-04-12,5320
2018-04-13,7591
2018-04-14,5225
2018-04-15,12597
2018-04-16,13938
2018-04-17,6427
2018-04-18,5242
2018-04-19,7309
2018-04-20,5884
2018-04-21,4167
2018-04-22,5759
2018-04-23,5922
2018-04-24,4596
2018-04-25,7106
2018-04-26,5792
2018-04-27,7374
2018-04-28,3315
2018-04-29,4546
2018-04-30,4913
2018-05-01,3920
2018-05-02,5848
2018-05-03,12373
2018-05-04,7150
2018-05-05,2986
2018-05-06,5672
2018-05-07,4132
2018-05-08,4112
2018-05-09,7884
2018-05-10,9436
2018-05-11,6607
2018-05-12,4469
2018-05-13,6289
2018-05-14,11468
2018-05-15,9639
2018-05-16,10847
2018-05-17,10982
2018-05-18,9060
2018-05-19,5913
2018-05-20,11997
2018-05-21,10342
2018-05-22,8979
2018-05-23,7350
2018-05-24,6832
2018-05-25,8148
2018-05-26,4472
2018-05-27,5434
2018-05-28,6105
2018-05-29,6863
2018-05-30,8685
2018-05-31,10106
2018-06-01,10343
2018-06-02,5982
2018-06-03,7459
2018-06-04,7611
2018-06-05,5282
2018-06-06,5588
2018-06-07,7719
2018-06-08,9527
2018-06-09,9225
2018-06-10,11880
2018-06-11,9651
2018-06-12,6425
2018-06-13,8032
2018-06-14,7354
2018-06-15,8653
2018-06-16,7007
2018-06-17,8458
2018-06-18,8328
2018-06-19,10970
2018-06-20,10458
2018-06-21,11557
2018-06-22,11737
2018-06-23,7356
2018-06-24,9981
2018-06-25,10953
2018-06-26,10967
2018-06-27,8923
2018-06-28,13058
2018-06-29,8071
2018-06-30,6494
2018-07-01,7000
2018-07-02,6343
2018-07-03,5080
2018-07-04,5137
2018-07-05,7647
2018-07-06,9911
2018-07-07,5383
2018-07-08,6556
2018-07-09,8060
2018-07-10,7741
2018-07-11,7126
2018-07-12,8771
2018-07-13,6871
2018-07-14,5893
2018-07-15,11217
2018-07-16,11487
2018-07-17,10056
2018-07-18,7938
2018-07-19,10308
2018-07-20,13336
2018-07-21,9173
2018-07-22,11427
2018-07-23,13975
2018-07-24,12954
2018-07-25,11902
2018-07-26,9660
2018-07-27,10052
2018-07-28,7738
2018-07-29,10969
2018-07-30,10491
2018-07-31,11208
2018-08-01,12156
2018-08-02,13675
2018-08-03,13137
2018-08-04,7634
2018-08-05,6848
2018-08-06,9719
2018-08-07,10986
2018-08-08,13050
2018-08-09,12595
2018-08-10,10427
2018-08-11,10514
2018-08-12,11754
2018-08-13,13932
2018-08-14,11092
2018-08-15,8232
2018-08-16,7881
2018-08-17,10127
2018-08-18,6540
2018-08-19,8610
2018-08-20,9386
2018-08-21,9504
2018-08-22,5592
2018-08-23,6048
2018-08-24,5941
2018-08-25,4463
2018-08-26,4520
2018-08-27,5806
2018-08-28,7578
2018-08-29,5830
2018-08-30,5781
2018-08-31,9596
2018-09-01,5789
2018-09-02,3829
2018-09-03,7904
2018-09-04,4672
2018-09-05,4992
2018-09-06,6956
2018-09-07,7672
2018-09-08,3644
2018-09-09,6800
2018-09-10,7341
2018-09-11,4829
2018-09-12,6536
2018-09-13,4943
2018-09-14,5816
2018-09-15,3156
2018-09-16,5857
2018-09-17,5074
2018-09-18,7022
2018-09-19,4639
2018-09-20,8710
2018-09-21,9367
2018-09-22,4646
2018-09-23,5225
2018-09-24,5066
2018-09-25,8384
2018-09-26,11367
2018-09-27,7434
2018-09-28,6576
2018-09-29,4082
2018-09-30,4796
2018-10-01,5621
2018-10-02,4878
2018-10-03,4721
2018-10-04,5816
2018-10-05,7105
2018-10-06,5300
2018-10-07,7539
2018-10-08,9848
2018-10-09,8533
2018-10-10,5621
2018-10-11,10945
2018-10-12,8664
2018-10-13,5676
2018-10-14,7679
2018-10-15,11242
2018-10-16,5834
2018-10-17,5069
2018-10-18,6834
2018-10-19,7895
2018-10-20,3877
2018-10-21,5831
2018-10-22,5890
2018-10-23,5297
2018-10-24,4314
2018-10-25,6371
2018-10-26,8301
2018-10-27,4066
2018-10-28,4708
2018-10-29,4046
2018-10-30,3423
2018-10-31,3655
2018-11-01,6454
2018-11-02,6657
2018-11-03,2921
2018-11-04,4369
2018-11-05,6464
2018-11-06,6817
2018-11-07,5350
2018-11-08,7338
2018-11-09,13959
2018-11-10,3869
2018-11-11,6140
2018-11-12,9429
2018-11-13,8591
2018-11-14,6880
2018-11-15,13761
2018-11-16,13706
2018-11-17,6655
2018-11-18,5071
2018-11-19,4734
2018-11-20,7419
2018-11-21,6925
2018-11-22,1840
2018-11-23,2467
2018-11-24,6273
2018-11-25,9146
2018-11-26,13107
2018-11-27,10267
2018-11-28,6919
2018-11-29,7154
2018-11-30,4630
2018-12-01,4778
2018-12-02,7889
2018-12-03,6005
2018-12-04,5127
2018-12-05,4991
2018-12-06,6589
2018-12-07,5946
2018-12-08,3854
2018-12-09,4956
2018-12-10,6004
2018-12-11,3904
2018-12-12,3860
2018-12-13,6577
2018-12-14,8584
2018-12-15,3536
2018-12-16,6042
2018-12-17,4191
2018-12-18,4922
2018-12-19,5275
2018-12-20,12539
2018-12-21,14171
2018-12-22,8092
2018-12-23,5619
2018-12-24,3140
2018-12-25,2482
2018-12-26,8474
2018-12-27,14556
2018-12-28,15390
2018-12-29,10425
2018-12-30,7905
2018-12-31,6989
