DATE,num_of_arrival_and_departure_delays
2001-01-01,9816
2001-01-02,11522
2001-01-03,11673
2001-01-04,7311
2001-01-05,8126
2001-01-06,4589
2001-01-07,5258
2001-01-08,6145
2001-01-09,5166
2001-01-10,7446
2001-01-11,7360
2001-01-12,9457
2001-01-13,3661
2001-01-14,5007
2001-01-15,6602
2001-01-16,6807
2001-01-17,4696
2001-01-18,7181
2001-01-19,10053
2001-01-20,5170
2001-01-21,6539
2001-01-22,3574
2001-01-23,3154
2001-01-24,4676
2001-01-25,5047
2001-01-26,8691
2001-01-27,4985
2001-01-28,4960
2001-01-29,7172
2001-01-30,5869
2001-01-31,4128
2001-02-01,3875
2001-02-02,5194
2001-02-03,2292
2001-02-04,4175
2001-02-05,4165
2001-02-06,4019
2001-02-07,5781
2001-02-08,6452
2001-02-09,10373
2001-02-10,4635
2001-02-11,5049
2001-02-12,7176
2001-02-13,8420
2001-02-14,10175
2001-02-15,10737
2001-02-16,13228
2001-02-17,5946
2001-02-18,3942
2001-02-19,6002
2001-02-20,5782
2001-02-21,6136
2001-02-22,10584
2001-02-23,10863
2001-02-24,10748
2001-02-25,12630
2001-02-26,7192
2001-02-27,7710
2001-02-28,9195
2001-03-01,7279
2001-03-02,8890
2001-03-03,5542
2001-03-04,8998
2001-03-05,4482
2001-03-06,4930
2001-03-07,5327
2001-03-08,7388
2001-03-09,6978
2001-03-10,4899
2001-03-11,7706
2001-03-12,8227
2001-03-13,7766
2001-03-14,7178
2001-03-15,11172
2001-03-16,11738
2001-03-17,6038
2001-03-18,7043
2001-03-19,5646
2001-03-20,6117
2001-03-21,7472
2001-03-22,6083
2001-03-23,6797
2001-03-24,5312
2001-03-25,6023
2001-03-26,6042
2001-03-27,4336
2001-03-28,4188
2001-03-29,7785
2001-03-30,8038
2001-03-31,4665
2001-04-01,7469
2001-04-02,4737
2001-04-03,5294
2001-04-04,4546
2001-04-05,6521
2001-04-06,12718
2001-04-07,7414
2001-04-08,6585
2001-04-09,7061
2001-04-10,6739
2001-04-11,9207
2001-04-12,12174
2001-04-13,7198
2001-04-14,2969
2001-04-15,4632
2001-04-16,5587
2001-04-17,3922
2001-04-18,4234
2001-04-19,4805
2001-04-20,6325
2001-04-21,4783
2001-04-22,8744
2001-04-23,5521
2001-04-24,3944
2001-04-25,3254
2001-04-26,3665
2001-04-27,4189
2001-04-28,2093
2001-04-29,3835
2001-04-30,3172
2001-05-01,4783
2001-05-02,3536
2001-05-03,4441
2001-05-04,4814
2001-05-05,2467
2001-05-06,4773
2001-05-07,5177
2001-05-08,2790
2001-05-09,3233
2001-05-10,4833
2001-05-11,6513
2001-05-12,3103
2001-05-13,3691
2001-05-14,5903
2001-05-15,4484
2001-05-16,4494
2001-05-17,6153
2001-05-18,6025
2001-05-19,3104
2001-05-20,5656
2001-05-21,8788
2001-05-22,8575
2001-05-23,7422
2001-05-24,7343
2001-05-25,9265
