DATE,num_of_arrival_and_departure_delays
1994-10-31,5788
1994-11-01,5927
1994-11-02,3018
1994-11-03,3635
1994-11-04,5509
1994-11-05,4654
1994-11-06,3909
1994-11-07,2073
1994-11-08,2099
1994-11-09,5820
1994-11-10,6223
1994-11-11,2606
1994-11-12,1646
1994-11-13,3105
1994-11-14,3624
1994-11-15,3056
1994-11-16,4331
1994-11-17,7415
1994-11-18,7455
1994-11-19,2903
1994-11-20,4231
1994-11-21,6398
1994-11-22,4846
1994-11-23,4916
1994-11-24,1211
1994-11-25,1706
1994-11-26,5826
1994-11-27,10739
1994-11-28,10877
1994-11-29,5547
1994-11-30,2392
1994-12-01,2092
1994-12-02,2990
1994-12-03,3873
1994-12-04,4118
1994-12-05,8809
1994-12-06,5301
1994-12-07,7404
1994-12-08,7071
1994-12-09,5396
1994-12-10,2983
1994-12-11,3445
1994-12-12,2357
1994-12-13,3191
1994-12-14,6457
1994-12-15,8148
1994-12-16,8257
1994-12-17,5521
1994-12-18,3308
1994-12-19,3546
1994-12-20,5130
1994-12-21,8393
1994-12-22,8241
1994-12-23,8081
1994-12-24,4122
1994-12-25,1424
1994-12-26,4477
1994-12-27,5228
1994-12-28,6684
1994-12-29,4394
1994-12-30,3761
1994-12-31,5324
