DATE,num_of_arrival_and_departure_delays
2013-04-21,6050
2013-04-22,9415
2013-04-23,7924
2013-04-24,8396
2013-04-25,8101
2013-04-26,6880
2013-04-27,2987
2013-04-28,6340
2013-04-29,5293
2013-04-30,3825
2013-05-01,5448
2013-05-02,7595
2013-05-03,8293
2013-05-04,3803
2013-05-05,5703
2013-05-06,5217
2013-05-07,3469
2013-05-08,7570
2013-05-09,8558
2013-05-10,10319
2013-05-11,4831
2013-05-12,4385
2013-05-13,5008
2013-05-14,3496
2013-05-15,5130
2013-05-16,7406
2013-05-17,5753
2013-05-18,3112
2013-05-19,9935
2013-05-20,8625
2013-05-21,10865
2013-05-22,10007
2013-05-23,11537
2013-05-24,9587
2013-05-25,4216
2013-05-26,2301
2013-05-27,5565
2013-05-28,6405
2013-05-29,6562
2013-05-30,8338
2013-05-31,7238
2013-06-01,5348
2013-06-02,10508
2013-06-03,7768
2013-06-04,4466
2013-06-05,6836
2013-06-06,10042
2013-06-07,10336
2013-06-08,4750
2013-06-09,9717
2013-06-10,11206
2013-06-11,8089
2013-06-12,6728
2013-06-13,14100
2013-06-14,10223
2013-06-15,5742
2013-06-16,7314
2013-06-17,12559
2013-06-18,13903
2013-06-19,6967
2013-06-20,6194
2013-06-21,8688
2013-06-22,6054
2013-06-23,9571
2013-06-24,12587
2013-06-25,12145
2013-06-26,13573
2013-06-27,12186
2013-06-28,13892
2013-06-29,9678
2013-06-30,10582
2013-07-01,10256
2013-07-02,7716
2013-07-03,10640
2013-07-04,2903
2013-07-05,4545
2013-07-06,4974
2013-07-07,9102
2013-07-08,11723
2013-07-09,11644
2013-07-10,13192
2013-07-11,11511
2013-07-12,11800
2013-07-13,8576
2013-07-14,7951
2013-07-15,8668
2013-07-16,8205
2013-07-17,9536
2013-07-18,9036
2013-07-19,9883
2013-07-20,9282
2013-07-21,11300
2013-07-22,11560
2013-07-23,10994
2013-07-24,7950
2013-07-25,8572
2013-07-26,10027
2013-07-27,6881
2013-07-28,8352
2013-07-29,8671
2013-07-30,6052
2013-07-31,7427
2013-08-01,9875
2013-08-02,9343
2013-08-03,6773
2013-08-04,6934
2013-08-05,6420
2013-08-06,7003
2013-08-07,11052
2013-08-08,11043
2013-08-09,10251
2013-08-10,6720
2013-08-11,6988
2013-08-12,10070
2013-08-13,9490
2013-08-14,8660
2013-08-15,7170
2013-08-16,7126
2013-08-17,4369
2013-08-18,7618
2013-08-19,6349
2013-08-20,5247
2013-08-21,6057
2013-08-22,11637
2013-08-23,6378
2013-08-24,3319
2013-08-25,5224
2013-08-26,5239
2013-08-27,3734
2013-08-28,6104
2013-08-29,7128
2013-08-30,6288
2013-08-31,3840
2013-09-01,3142
2013-09-02,7099
2013-09-03,4553
2013-09-04,3879
2013-09-05,3888
2013-09-06,4250
2013-09-07,2156
2013-09-08,3903
2013-09-09,4828
2013-09-10,4129
2013-09-11,5433
2013-09-12,9375
2013-09-13,8224
2013-09-14,3066
2013-09-15,5861
2013-09-16,4908
2013-09-17,4243
2013-09-18,4577
2013-09-19,10080
2013-09-20,9398
2013-09-21,4005
2013-09-22,5577
2013-09-23,4774
2013-09-24,3484
2013-09-25,4244
2013-09-26,5050
2013-09-27,5399
2013-09-28,3522
2013-09-29,4975
2013-09-30,4285
2013-10-01,2690
2013-10-02,3038
2013-10-03,7646
2013-10-04,7295
2013-10-05,4300
2013-10-06,5841
2013-10-07,7859
2013-10-08,3249
2013-10-09,3930
2013-10-10,7423
2013-10-11,7838
2013-10-12,3458
2013-10-13,4689
2013-10-14,7465
2013-10-15,6179
2013-10-16,4163
2013-10-17,6359
2013-10-18,5507
2013-10-19,3087
2013-10-20,4605
2013-10-21,5186
2013-10-22,3702
2013-10-23,4109
2013-10-24,6120
2013-10-25,4965
2013-10-26,2787
2013-10-27,5621
2013-10-28,6287
2013-10-29,4098
2013-10-30,5910
2013-10-31,6161
2013-11-01,6111
2013-11-02,2526
2013-11-03,3356
2013-11-04,4720
2013-11-05,3599
2013-11-06,4454
2013-11-07,6072
2013-11-08,5371
2013-11-09,2461
2013-11-10,3377
2013-11-11,5713
2013-11-12,5084
2013-11-13,3485
2013-11-14,4115
2013-11-15,4491
2013-11-16,3184
2013-11-17,8198
2013-11-18,5017
2013-11-19,3046
2013-11-20,4524
2013-11-21,8940
2013-11-22,11669
2013-11-23,6375
2013-11-24,5299
2013-11-25,6617
2013-11-26,9921
2013-11-27,8626
2013-11-28,1852
2013-11-29,2152
2013-11-30,4865
2013-12-01,6944
2013-12-02,8637
2013-12-03,9407
2013-12-04,9658
2013-12-05,10449
2013-12-06,9646
2013-12-07,5913
2013-12-08,12486
2013-12-09,15296
2013-12-10,10994
2013-12-11,7531
2013-12-12,6626
2013-12-13,6602
2013-12-14,8380
2013-12-15,8117
2013-12-16,8518
2013-12-17,9287
2013-12-18,7543
2013-12-19,9276
2013-12-20,13871
2013-12-21,14299
2013-12-22,12940
2013-12-23,12395
2013-12-24,5591
2013-12-25,4339
2013-12-26,10432
2013-12-27,8559
2013-12-28,6567
2013-12-29,9428
2013-12-30,9791
2013-12-31,6300
