DATE,num_of_arrival_delays
2008-01-01,6805
2008-01-02,8535
2008-01-03,6500
2008-01-04,5199
2008-01-05,5563
2008-01-06,6140
2008-01-07,4406
2008-01-08,4506
2008-01-09,2920
2008-01-10,4053
2008-01-11,4138
2008-01-12,1423
2008-01-13,3296
2008-01-14,3273
2008-01-15,2617
2008-01-16,2322
2008-01-17,6699
2008-01-18,5711
2008-01-19,3565
2008-01-20,3234
2008-01-21,6945
2008-01-22,6317
2008-01-23,4846
2008-01-24,4800
2008-01-25,5557
2008-01-26,3424
2008-01-27,6074
2008-01-28,4652
2008-01-29,4416
2008-01-30,3706
2008-01-31,7165
2008-02-01,7869
2008-02-02,3015
2008-02-03,4815
2008-02-04,6781
2008-02-05,5783
2008-02-06,5659
2008-02-07,4873
2008-02-08,5305
2008-02-09,2294
2008-02-10,5158
2008-02-11,4559
2008-02-12,7038
2008-02-13,6986
2008-02-14,5665
2008-02-15,5781
2008-02-16,3605
2008-02-17,5432
2008-02-18,6870
2008-02-19,4626
2008-02-20,4588
2008-02-21,6706
2008-02-22,8967
2008-02-23,4417
2008-02-24,5017
2008-02-25,4664
2008-02-26,7365
2008-02-27,3911
2008-02-28,3068
2008-02-29,5420
2008-03-01,2973
2008-03-02,4426
2008-03-03,5466
2008-03-04,5654
2008-03-05,4608
2008-03-06,4048
2008-03-07,8369
2008-03-08,6664
2008-03-09,5797
2008-03-10,4531
2008-03-11,2885
2008-03-12,3425
2008-03-13,3578
2008-03-14,5553
2008-03-15,5823
2008-03-16,5475
2008-03-17,5208
2008-03-18,5591
2008-03-19,7856
2008-03-20,5905
2008-03-21,5815
2008-03-22,3733
2008-03-23,3131
2008-03-24,3451
2008-03-25,4558
2008-03-26,3148
2008-03-27,4968
2008-03-28,5826
2008-03-29,3375
2008-03-30,6903
2008-03-31,8627
2008-04-01,6189
2008-04-02,3672
2008-04-03,5537
2008-04-04,8785
2008-04-05,3893
2008-04-06,5549
2008-04-07,4122
2008-04-08,3575
2008-04-09,4207
2008-04-10,7169
2008-04-11,6576
2008-04-12,3776
2008-04-13,3780
2008-04-14,3022
2008-04-15,2493
2008-04-16,2782
2008-04-17,2770
2008-04-18,3592
2008-04-19,2367
2008-04-20,4128
2008-04-21,3144
2008-04-22,2439
2008-04-23,3292
2008-04-24,3462
2008-04-25,4862
2008-04-26,2929
2008-04-27,3316
2008-04-28,5577
2008-04-29,2708
2008-04-30,2456
2008-05-01,3724
2008-05-02,7649
2008-05-03,2853
2008-05-04,2739
2008-05-05,3653
2008-05-06,3032
2008-05-07,4807
2008-05-08,3540
2008-05-09,4674
2008-05-10,2503
2008-05-11,4605
2008-05-12,4837
2008-05-13,3392
2008-05-14,4386
2008-05-15,4443
2008-05-16,5467
2008-05-17,1807
2008-05-18,3307
2008-05-19,3498
2008-05-20,4379
2008-05-21,3390
2008-05-22,6403
2008-05-23,5556
2008-05-24,2467
2008-05-25,1330
2008-05-26,2619
2008-05-27,4639
2008-05-28,3296
2008-05-29,2874
2008-05-30,4421
2008-05-31,3836
2008-06-01,3898
2008-06-02,2594
2008-06-03,5178
2008-06-04,7299
2008-06-05,6820
2008-06-06,6102
2008-06-07,4054
2008-06-08,5884
2008-06-09,6562
2008-06-10,5711
2008-06-11,5496
2008-06-12,5406
2008-06-13,6915
2008-06-14,4286
2008-06-15,5902
2008-06-16,6324
2008-06-17,4944
2008-06-18,4223
2008-06-19,6150
2008-06-20,5019
2008-06-21,4212
2008-06-22,6381
2008-06-23,6418
2008-06-24,4354
2008-06-25,4988
2008-06-26,7036
2008-06-27,6858
2008-06-28,4835
2008-06-29,6236
2008-06-30,4175
2008-07-01,3048
2008-07-02,4118
2008-07-03,3384
2008-07-04,1414
2008-07-05,2560
2008-07-06,5561
2008-07-07,6887
2008-07-08,6619
2008-07-09,5318
2008-07-10,5136
2008-07-11,4507
2008-07-12,4455
2008-07-13,6175
2008-07-14,5043
2008-07-15,3489
2008-07-16,3124
2008-07-17,3996
2008-07-18,4393
2008-07-19,3665
2008-07-20,4755
2008-07-21,4422
2008-07-22,4814
2008-07-23,5586
2008-07-24,6270
2008-07-25,4539
2008-07-26,3209
2008-07-27,5316
2008-07-28,4245
2008-07-29,3769
2008-07-30,4316
2008-07-31,5917
2008-08-01,5097
2008-08-02,4676
2008-08-03,4290
2008-08-04,5143
2008-08-05,4975
2008-08-06,4096
2008-08-07,6074
2008-08-08,4624
2008-08-09,3406
2008-08-10,4752
2008-08-11,5012
2008-08-12,3746
2008-08-13,3159
2008-08-14,4492
2008-08-15,6465
2008-08-16,3992
2008-08-17,3217
2008-08-18,3476
2008-08-19,2569
2008-08-20,4406
2008-08-21,4115
2008-08-22,3603
2008-08-23,2190
2008-08-24,2929
2008-08-25,3858
2008-08-26,4021
2008-08-27,2614
2008-08-28,3083
2008-08-29,3716
2008-08-30,1644
2008-08-31,1041
2008-09-01,1634
2008-09-02,1935
2008-09-03,1556
2008-09-04,2412
2008-09-05,2075
2008-09-06,1719
2008-09-07,1963
2008-09-08,3555
2008-09-09,3562
2008-09-10,1923
2008-09-11,2886
2008-09-12,4549
2008-09-13,2319
2008-09-14,3492
2008-09-15,2859
2008-09-16,1820
2008-09-17,1701
2008-09-18,2080
2008-09-19,2236
2008-09-20,1084
2008-09-21,2490
2008-09-22,2339
2008-09-23,1562
2008-09-24,2215
2008-09-25,3129
2008-09-26,3743
2008-09-27,1723
2008-09-28,2640
2008-09-29,2275
2008-09-30,1673
2008-10-01,1540
2008-10-02,1897
2008-10-03,2416
2008-10-04,1146
2008-10-05,2477
2008-10-06,1924
2008-10-07,2150
2008-10-08,2933
2008-10-09,2751
2008-10-10,2884
2008-10-11,1904
2008-10-12,2533
2008-10-13,2224
2008-10-14,1581
2008-10-15,2938
2008-10-16,3086
2008-10-17,2994
2008-10-18,1127
2008-10-19,2198
2008-10-20,2053
2008-10-21,1719
2008-10-22,2793
2008-10-23,2489
2008-10-24,4446
2008-10-25,2005
2008-10-26,2900
2008-10-27,3648
2008-10-28,2995
2008-10-29,1735
2008-10-30,2176
2008-10-31,1855
2008-11-01,1428
2008-11-02,2559
2008-11-03,2135
2008-11-04,1687
2008-11-05,2087
2008-11-06,3365
2008-11-07,3704
2008-11-08,1613
2008-11-09,2637
2008-11-10,2173
2008-11-11,2835
2008-11-12,3178
2008-11-13,4491
2008-11-14,5405
2008-11-15,2327
2008-11-16,2592
2008-11-17,2071
2008-11-18,1695
2008-11-19,1964
2008-11-20,3088
2008-11-21,3577
2008-11-22,2025
2008-11-23,1481
2008-11-24,2261
2008-11-25,2451
2008-11-26,2141
2008-11-27,950
2008-11-28,1040
