DATE,num_of_departure_delays
2004-01-01,1940
2004-01-02,4750
2004-01-03,5191
2004-01-04,6366
2004-01-05,7689
2004-01-06,4907
2004-01-07,2890
2004-01-08,2046
2004-01-09,3390
2004-01-10,2314
2004-01-11,2277
2004-01-12,2519
2004-01-13,1421
2004-01-14,2770
2004-01-15,3279
2004-01-16,3740
2004-01-17,2844
2004-01-18,3411
2004-01-19,2118
2004-01-20,1391
2004-01-21,1796
2004-01-22,2078
2004-01-23,3204
2004-01-24,2168
2004-01-25,3668
2004-01-26,5194
2004-01-27,4330
2004-01-28,2565
2004-01-29,3461
2004-01-30,2968
2004-01-31,2034
2004-02-01,2255
2004-02-02,4298
2004-02-03,3241
2004-02-04,2310
2004-02-05,4141
2004-02-06,5764
2004-02-07,2899
2004-02-08,2504
2004-02-09,2276
2004-02-10,2621
2004-02-11,2248
2004-02-12,3971
2004-02-13,3384
2004-02-14,3274
2004-02-15,3134
2004-02-16,3222
2004-02-17,2795
2004-02-18,1776
2004-02-19,1836
2004-02-20,3279
2004-02-21,2416
2004-02-22,3022
2004-02-23,3825
2004-02-24,4449
2004-02-25,3372
2004-02-26,3842
2004-02-27,3344
2004-02-28,1719
2004-02-29,2762
2004-03-01,2562
2004-03-02,1926
2004-03-03,1687
2004-03-04,4037
2004-03-05,5228
2004-03-06,2669
2004-03-07,3049
2004-03-08,2320
2004-03-09,1822
2004-03-10,1742
2004-03-11,2895
2004-03-12,3444
2004-03-13,1752
2004-03-14,3496
2004-03-15,1914
2004-03-16,4040
2004-03-17,4274
2004-03-18,4060
2004-03-19,2943
2004-03-20,2646
2004-03-21,3084
2004-03-22,2175
2004-03-23,1333
2004-03-24,2035
2004-03-25,2729
2004-03-26,2768
2004-03-27,2229
2004-03-28,2808
2004-03-29,1712
2004-03-30,1645
2004-03-31,2963
2004-04-01,3461
2004-04-02,3812
2004-04-03,2420
2004-04-04,3370
2004-04-05,2240
2004-04-06,1479
2004-04-07,1509
2004-04-08,3337
2004-04-09,1763
2004-04-10,1345
2004-04-11,2118
2004-04-12,4185
2004-04-13,4330
2004-04-14,2918
2004-04-15,1989
2004-04-16,1857
2004-04-17,1635
2004-04-18,3029
2004-04-19,2956
2004-04-20,1887
2004-04-21,2146
2004-04-22,1928
2004-04-23,2634
2004-04-24,2110
2004-04-25,2914
2004-04-26,3151
2004-04-27,1394
2004-04-28,2177
2004-04-29,2699
2004-04-30,3391
2004-05-01,2851
2004-05-02,3320
2004-05-03,2783
2004-05-04,1554
2004-05-05,1301
2004-05-06,1756
2004-05-07,3860
2004-05-08,1196
2004-05-09,2512
2004-05-10,2806
2004-05-11,2953
2004-05-12,3951
2004-05-13,5045
2004-05-14,5205
2004-05-15,1746
2004-05-16,2414
2004-05-17,4071
2004-05-18,4958
2004-05-19,2650
2004-05-20,2533
2004-05-21,5042
2004-05-22,3160
2004-05-23,3393
2004-05-24,3348
2004-05-25,2265
2004-05-26,3959
2004-05-27,3466
2004-05-28,4191
2004-05-29,1934
2004-05-30,2525
2004-05-31,4953
2004-06-01,3472
2004-06-02,2957
2004-06-03,2255
2004-06-04,2506
2004-06-05,1887
2004-06-06,2584
2004-06-07,3427
2004-06-08,3493
2004-06-09,4776
2004-06-10,5491
2004-06-11,4270
2004-06-12,2656
2004-06-13,4431
2004-06-14,5586
2004-06-15,5494
2004-06-16,4417
2004-06-17,5945
2004-06-18,5410
2004-06-19,3443
2004-06-20,3099
2004-06-21,5776
2004-06-22,4732
2004-06-23,3570
2004-06-24,4571
2004-06-25,6083
2004-06-26,4050
2004-06-27,4437
2004-06-28,5254
2004-06-29,3755
2004-06-30,4169
2004-07-01,4715
2004-07-02,3967
2004-07-03,3015
2004-07-04,1310
2004-07-05,2846
2004-07-06,3596
2004-07-07,4437
2004-07-08,2921
2004-07-09,4469
2004-07-10,2419
2004-07-11,3919
2004-07-12,5518
2004-07-13,3617
2004-07-14,5625
2004-07-15,3783
2004-07-16,4606
2004-07-17,3069
2004-07-18,4186
2004-07-19,3188
2004-07-20,2158
2004-07-21,3119
2004-07-22,5186
2004-07-23,5300
2004-07-24,2953
2004-07-25,3707
2004-07-26,3446
2004-07-27,3469
2004-07-28,3906
2004-07-29,4892
2004-07-30,4414
2004-07-31,4162
2004-08-01,7802
2004-08-02,5813
2004-08-03,2879
2004-08-04,4795
