DATE,num_of_arrival_delays
1995-01-01,2335
1995-01-02,3363
1995-01-03,4736
1995-01-04,5809
1995-01-05,3616
1995-01-06,5984
1995-01-07,3970
1995-01-08,3245
1995-01-09,3053
1995-01-10,3356
1995-01-11,3584
1995-01-12,6188
1995-01-13,4361
1995-01-14,3283
1995-01-15,3265
1995-01-16,2891
1995-01-17,2198
1995-01-18,3440
1995-01-19,4524
1995-01-20,4006
1995-01-21,2015
1995-01-22,4273
1995-01-23,2916
1995-01-24,1901
1995-01-25,1811
1995-01-26,3709
1995-01-27,3570
1995-01-28,2327
1995-01-29,2380
1995-01-30,2537
1995-01-31,1430
1995-02-01,1263
1995-02-02,1304
1995-02-03,2561
1995-02-04,2301
1995-02-05,2696
1995-02-06,2206
1995-02-07,2346
1995-02-08,1895
1995-02-09,1744
1995-02-10,4053
1995-02-11,3603
1995-02-12,2997
1995-02-13,3593
1995-02-14,3906
1995-02-15,6715
1995-02-16,4013
1995-02-17,3297
1995-02-18,1608
1995-02-19,2065
1995-02-20,2045
1995-02-21,2342
1995-02-22,1449
1995-02-23,2145
1995-02-24,2793
1995-02-25,1614
1995-02-26,2769
1995-02-27,3934
1995-02-28,4261
1995-03-01,3244
1995-03-02,3386
1995-03-03,3760
1995-03-04,2729
1995-03-05,5305
1995-03-06,4356
1995-03-07,4911
1995-03-08,4574
1995-03-09,3142
1995-03-10,3334
1995-03-11,2581
1995-03-12,2450
1995-03-13,2913
1995-03-14,2389
1995-03-15,2426
1995-03-16,2308
1995-03-17,2921
1995-03-18,1917
1995-03-19,2063
1995-03-20,2730
1995-03-21,1832
1995-03-22,2276
1995-03-23,2563
1995-03-24,2295
1995-03-25,2319
1995-03-26,2800
1995-03-27,2355
1995-03-28,1911
1995-03-29,2187
1995-03-30,1527
1995-03-31,1946
1995-04-01,1560
1995-04-02,1666
1995-04-03,1414
1995-04-04,2606
1995-04-05,2820
1995-04-06,2484
1995-04-07,2572
1995-04-08,2172
1995-04-09,3797
1995-04-10,4729
1995-04-11,3285
1995-04-12,3264
1995-04-13,2369
1995-04-14,1600
1995-04-15,949
1995-04-16,1717
1995-04-17,2625
1995-04-18,3704
1995-04-19,3725
1995-04-20,3820
1995-04-21,3195
1995-04-22,3201
1995-04-23,2776
1995-04-24,1941
1995-04-25,1297
1995-04-26,2138
1995-04-27,1954
1995-04-28,1782
1995-04-29,1736
1995-04-30,2988
1995-05-01,2648
1995-05-02,1410
1995-05-03,1497
1995-05-04,2574
1995-05-05,2714
1995-05-06,1628
1995-05-07,3459
1995-05-08,2820
1995-05-09,1949
1995-05-10,3980
1995-05-11,2942
1995-05-12,2816
1995-05-13,2383
1995-05-14,2011
1995-05-15,2484
1995-05-16,2575
1995-05-17,4105
1995-05-18,4122
1995-05-19,3322
1995-05-20,1358
1995-05-21,1794
1995-05-22,1671
1995-05-23,2572
1995-05-24,3133
1995-05-25,5347
1995-05-26,3340
1995-05-27,1603
1995-05-28,877
1995-05-29,1917
1995-05-30,2172
1995-05-31,2171
1995-06-01,2561
1995-06-02,4477
1995-06-03,2233
1995-06-04,2283
1995-06-05,2137
1995-06-06,2789
1995-06-07,3149
1995-06-08,3505
1995-06-09,2852
1995-06-10,2922
1995-06-11,3266
1995-06-12,2632
1995-06-13,1803
1995-06-14,2727
1995-06-15,2805
1995-06-16,3407
1995-06-17,2205
1995-06-18,1933
1995-06-19,2108
1995-06-20,2335
1995-06-21,3811
1995-06-22,3612
1995-06-23,4112
1995-06-24,3310
1995-06-25,4779
1995-06-26,5429
1995-06-27,4732
1995-06-28,4926
1995-06-29,5101
1995-06-30,5054
1995-07-01,3283
1995-07-02,1310
1995-07-03,870
1995-07-04,2393
1995-07-05,4313
1995-07-06,2788
1995-07-07,2064
1995-07-08,1883
1995-07-09,2422
1995-07-10,1783
1995-07-11,2269
1995-07-12,2151
1995-07-13,2314
1995-07-14,2754
1995-07-15,2982
1995-07-16,3193
1995-07-17,3448
1995-07-18,2122
1995-07-19,1857
1995-07-20,3222
1995-07-21,3552
1995-07-22,2724
1995-07-23,3771
1995-07-24,2957
1995-07-25,2260
1995-07-26,3401
1995-07-27,3191
1995-07-28,3473
1995-07-29,2382
1995-07-30,2616
1995-07-31,2973
1995-08-01,2870
1995-08-02,3293
1995-08-03,4275
1995-08-04,4284
1995-08-05,2646
1995-08-06,3291
1995-08-07,2762
1995-08-08,3214
1995-08-09,4049
1995-08-10,2916
1995-08-11,2978
1995-08-12,2065
1995-08-13,2579
1995-08-14,2625
1995-08-15,3325
1995-08-16,3410
1995-08-17,3321
1995-08-18,2460
1995-08-19,2743
1995-08-20,2745
1995-08-21,1962
1995-08-22,1713
1995-08-23,1992
1995-08-24,2004
1995-08-25,2057
1995-08-26,1536
1995-08-27,2440
1995-08-28,2655
1995-08-29,1286
1995-08-30,2054
1995-08-31,2001
1995-09-01,2978
1995-09-02,889
1995-09-03,522
1995-09-04,1018
1995-09-05,1230
1995-09-06,1215
1995-09-07,2619
1995-09-08,2501
1995-09-09,1178
1995-09-10,1586
1995-09-11,1267
1995-09-12,1772
1995-09-13,1805
1995-09-14,2217
1995-09-15,1852
1995-09-16,1339
1995-09-17,2801
1995-09-18,1451
1995-09-19,2013
1995-09-20,2528
1995-09-21,3999
1995-09-22,3952
1995-09-23,1752
1995-09-24,1912
1995-09-25,1961
1995-09-26,1487
1995-09-27,1551
1995-09-28,1905
1995-09-29,2095
1995-09-30,1101
1995-10-01,1436
1995-10-02,2468
1995-10-03,1885
1995-10-04,2831
1995-10-05,5273
1995-10-06,3106
