DATE,num_of_arrival_delays
1996-01-01,6509
1996-01-02,7572
1996-01-03,7267
1996-01-04,5834
1996-01-05,4216
1996-01-06,4865
1996-01-07,4586
1996-01-08,2380
1996-01-09,4653
1996-01-10,4391
1996-01-11,4668
1996-01-12,4371
1996-01-13,1760
1996-01-14,1559
1996-01-15,2242
1996-01-16,5525
1996-01-17,5680
1996-01-18,6769
1996-01-19,5685
1996-01-20,2356
1996-01-21,3528
1996-01-22,3177
1996-01-23,4496
1996-01-24,4622
1996-01-25,3746
1996-01-26,5061
1996-01-27,3514
1996-01-28,2082
1996-01-29,3910
1996-01-30,3907
1996-01-31,4476
1996-02-01,4354
1996-02-02,5664
1996-02-03,4749
1996-02-04,3811
1996-02-05,2351
1996-02-06,2972
1996-02-07,2476
1996-02-08,2797
1996-02-09,2769
1996-02-10,1530
1996-02-11,2352
1996-02-12,1729
1996-02-13,1865
1996-02-14,3243
1996-02-15,3623
1996-02-16,5269
1996-02-17,3977
1996-02-18,2319
1996-02-19,3252
1996-02-20,4873
1996-02-21,5213
1996-02-22,5493
1996-02-23,5129
1996-02-24,2435
1996-02-25,3260
1996-02-26,3767
1996-02-27,3947
1996-02-28,3770
1996-02-29,3134
1996-03-01,2828
1996-03-02,3224
1996-03-03,3129
1996-03-04,2717
1996-03-05,3653
1996-03-06,5092
1996-03-07,5282
1996-03-08,5284
1996-03-09,2949
1996-03-10,2311
1996-03-11,2236
1996-03-12,1541
1996-03-13,1699
1996-03-14,2644
1996-03-15,3583
1996-03-16,2411
1996-03-17,2999
1996-03-18,3201
1996-03-19,4121
1996-03-20,4999
1996-03-21,2632
1996-03-22,2737
1996-03-23,1952
1996-03-24,3278
1996-03-25,3320
1996-03-26,1514
1996-03-27,3442
1996-03-28,4110
1996-03-29,4003
1996-03-30,2390
1996-03-31,3039
1996-04-01,3342
1996-04-02,1341
1996-04-03,1261
1996-04-04,2979
1996-04-05,2368
1996-04-06,1701
1996-04-07,1786
1996-04-08,2808
1996-04-09,2619
1996-04-10,2301
1996-04-11,1935
1996-04-12,4946
1996-04-13,2415
1996-04-14,2783
1996-04-15,4050
1996-04-16,2748
1996-04-17,1916
1996-04-18,2253
1996-04-19,3270
1996-04-20,2782
1996-04-21,1933
1996-04-22,3676
1996-04-23,2585
1996-04-24,2052
1996-04-25,2008
1996-04-26,3719
1996-04-27,1433
1996-04-28,3478
1996-04-29,4511
1996-04-30,3140
1996-05-01,1949
1996-05-02,1775
1996-05-03,2487
1996-05-04,1917
1996-05-05,3448
1996-05-06,2790
1996-05-07,2082
1996-05-08,3569
1996-05-09,3619
1996-05-10,4648
1996-05-11,2630
1996-05-12,1534
1996-05-13,1920
1996-05-14,2455
1996-05-15,3397
1996-05-16,5370
1996-05-17,4469
1996-05-18,1771
1996-05-19,2130
1996-05-20,2913
1996-05-21,3606
1996-05-22,2029
1996-05-23,3582
1996-05-24,5021
1996-05-25,2102
1996-05-26,1315
1996-05-27,2356
1996-05-28,3830
1996-05-29,2430
1996-05-30,1759
1996-05-31,1715
1996-06-01,2598
1996-06-02,1893
1996-06-03,2465
1996-06-04,2991
1996-06-05,1786
1996-06-06,3463
1996-06-07,4057
1996-06-08,2526
1996-06-09,4584
1996-06-10,3939
1996-06-11,4536
1996-06-12,4262
1996-06-13,3970
1996-06-14,4103
1996-06-15,3045
1996-06-16,3216
1996-06-17,4958
1996-06-18,3472
1996-06-19,3714
1996-06-20,4663
1996-06-21,4479
1996-06-22,2728
1996-06-23,3212
1996-06-24,4571
1996-06-25,3345
1996-06-26,3132
1996-06-27,3080
1996-06-28,3214
1996-06-29,2144
1996-06-30,2885
1996-07-01,2522
1996-07-02,2992
1996-07-03,3846
1996-07-04,1095
1996-07-05,931
1996-07-06,1579
1996-07-07,2932
1996-07-08,4815
1996-07-09,4060
1996-07-10,2547
1996-07-11,2344
1996-07-12,4015
1996-07-13,2896
1996-07-14,4583
1996-07-15,4546
1996-07-16,2505
1996-07-17,3997
1996-07-18,4640
1996-07-19,5212
1996-07-20,2974
1996-07-21,2687
1996-07-22,2693
1996-07-23,3253
1996-07-24,3637
1996-07-25,4046
1996-07-26,4167
1996-07-27,2693
1996-07-28,3278
1996-07-29,3493
1996-07-30,3610
1996-07-31,4158
1996-08-01,3964
1996-08-02,3902
1996-08-03,3041
1996-08-04,3000
1996-08-05,3261
1996-08-06,2596
1996-08-07,3616
1996-08-08,4874
1996-08-09,4532
1996-08-10,2945
1996-08-11,3528
1996-08-12,3189
1996-08-13,3025
1996-08-14,3023
1996-08-15,4049
1996-08-16,4687
1996-08-17,3282
1996-08-18,3475
1996-08-19,3435
1996-08-20,3427
1996-08-21,3451
1996-08-22,3846
1996-08-23,4725
1996-08-24,2717
1996-08-25,3198
1996-08-26,3093
1996-08-27,3713
1996-08-28,3420
1996-08-29,3367
1996-08-30,3405
1996-08-31,2128
1996-09-01,930
1996-09-02,1806
1996-09-03,3036
1996-09-04,2253
1996-09-05,2904
1996-09-06,3256
1996-09-07,2148
1996-09-08,3005
1996-09-09,2953
1996-09-10,2521
1996-09-11,3751
1996-09-12,3381
1996-09-13,3716
1996-09-14,1506
1996-09-15,2486
1996-09-16,3713
1996-09-17,2900
1996-09-18,3819
1996-09-19,3399
1996-09-20,2914
1996-09-21,1786
1996-09-22,2683
1996-09-23,2511
1996-09-24,2538
1996-09-25,2311
1996-09-26,5803
1996-09-27,4596
1996-09-28,1610
1996-09-29,2414
1996-09-30,2130
1996-10-01,1916
1996-10-02,2627
1996-10-03,2459
1996-10-04,3135
1996-10-05,1782
1996-10-06,2274
1996-10-07,3111
1996-10-08,3261
1996-10-09,2404
1996-10-10,3413
1996-10-11,3618
1996-10-12,1647
1996-10-13,1774
1996-10-14,2062
1996-10-15,1747
1996-10-16,2891
1996-10-17,4302
1996-10-18,5215
1996-10-19,2606
1996-10-20,3892
1996-10-21,4462
1996-10-22,3761
1996-10-23,2849
1996-10-24,3479
1996-10-25,5040
1996-10-26,3006
1996-10-27,3441
1996-10-28,2837
1996-10-29,3793
1996-10-30,3643
1996-10-31,2613
1996-11-01,3277
1996-11-02,1741
1996-11-03,1905
1996-11-04,1295
1996-11-05,1575
1996-11-06,3443
1996-11-07,4497
1996-11-08,4990
1996-11-09,1992
1996-11-10,2175
1996-11-11,1988
1996-11-12,1636
1996-11-13,2643
1996-11-14,3032
1996-11-15,3718
1996-11-16,2164
1996-11-17,2951
1996-11-18,2267
1996-11-19,2842
1996-11-20,3024
1996-11-21,4812
1996-11-22,3973
1996-11-23,2549
1996-11-24,3969
1996-11-25,3540
1996-11-26,4270
1996-11-27,3171
1996-11-28,1301
1996-11-29,1145
1996-11-30,3604
1996-12-01,4922
1996-12-02,3956
1996-12-03,3473
1996-12-04,2831
1996-12-05,5624
1996-12-06,4845
1996-12-07,2868
1996-12-08,2937
1996-12-09,2995
1996-12-10,2245
1996-12-11,4589
1996-12-12,5176
1996-12-13,3853
1996-12-14,2526
1996-12-15,2889
1996-12-16,3386
1996-12-17,4638
1996-12-18,5461
1996-12-19,8033
1996-12-20,6946
1996-12-21,5721
1996-12-22,5141
1996-12-23,5848
1996-12-24,2872
1996-12-25,1809
1996-12-26,5677
1996-12-27,6008
1996-12-28,5227
1996-12-29,5186
1996-12-30,6143
1996-12-31,4594
