DATE,num_of_arrival_and_departure_delays
2014-01-01,8997
2014-01-02,13718
2014-01-03,13374
2014-01-04,13131
2014-01-05,14110
2014-01-06,13724
2014-01-07,11429
2014-01-08,10620
2014-01-09,9794
2014-01-10,10519
2014-01-11,6839
2014-01-12,4344
2014-01-13,3737
2014-01-14,4136
2014-01-15,5108
2014-01-16,6933
2014-01-17,6090
2014-01-18,3943
2014-01-19,3255
2014-01-20,4385
2014-01-21,4988
2014-01-22,6156
2014-01-23,7573
2014-01-24,6873
2014-01-25,3968
2014-01-26,5506
2014-01-27,6265
2014-01-28,4018
2014-01-29,7163
2014-01-30,9011
2014-01-31,7601
2014-02-01,4779
2014-02-02,5661
2014-02-03,8107
2014-02-04,6713
2014-02-05,8679
2014-02-06,11123
2014-02-07,8884
2014-02-08,5353
2014-02-09,7961
2014-02-10,8648
2014-02-11,5207
2014-02-12,5521
2014-02-13,6578
2014-02-14,11170
2014-02-15,6354
2014-02-16,5195
2014-02-17,6852
2014-02-18,8025
2014-02-19,5530
2014-02-20,7997
2014-02-21,12147
2014-02-22,5159
2014-02-23,5798
2014-02-24,4442
2014-02-25,4476
2014-02-26,6786
2014-02-27,7679
2014-02-28,8399
2014-03-01,7857
2014-03-02,9238
2014-03-03,7906
2014-03-04,5749
2014-03-05,7217
2014-03-06,7211
2014-03-07,6231
2014-03-08,5534
2014-03-09,5126
2014-03-10,4022
2014-03-11,3927
2014-03-12,7739
2014-03-13,7463
2014-03-14,5644
2014-03-15,4703
2014-03-16,6977
2014-03-17,10065
2014-03-18,7237
2014-03-19,6026
2014-03-20,5947
2014-03-21,5220
2014-03-22,4933
2014-03-23,5690
2014-03-24,5346
2014-03-25,5955
2014-03-26,6146
2014-03-27,6432
2014-03-28,7496
2014-03-29,8369
2014-03-30,7608
2014-03-31,7270
2014-05-01,8601
2014-05-02,6103
2014-05-03,3328
2014-05-04,4188
2014-05-05,4258
2014-05-06,3750
2014-05-07,4801
2014-05-08,9507
2014-05-09,11011
2014-05-10,4593
2014-05-11,6556
2014-05-12,9460
2014-05-13,8754
2014-05-14,8978
2014-05-15,11187
2014-05-16,9466
2014-05-17,4131
2014-05-18,5678
2014-05-19,6372
2014-05-20,5243
2014-05-21,6773
2014-05-22,10065
2014-05-23,7885
2014-05-24,2743
2014-05-25,3142
2014-05-26,6183
2014-05-27,9379
2014-05-28,7916
2014-05-29,6164
2014-05-30,7222
2014-05-31,3803
2014-06-01,10876
2014-06-02,12244
2014-06-03,10552
2014-06-04,11952
2014-06-05,14364
2014-06-06,16374
2014-06-07,8492
2014-06-08,19826
2014-06-09,22070
2014-06-10,22124
2014-06-11,21406
2014-06-12,23786
2014-06-13,22740
2014-06-14,14072
2014-06-15,14848
2014-06-16,15636
2014-06-17,13336
2014-06-18,20060
2014-06-19,24238
2014-06-20,17550
2014-06-21,13318
2014-06-22,14930
2014-06-23,22822
2014-06-24,18462
2014-06-25,23590
2014-06-26,20800
2014-06-27,19582
2014-06-28,12246
2014-06-29,10806
2014-06-30,14712
2014-07-01,6779
2014-07-02,8644
2014-07-03,9761
2014-07-04,4078
2014-07-05,3997
2014-07-06,5558
2014-07-07,7623
2014-07-08,8765
2014-07-09,9107
2014-07-10,7718
2014-07-11,6866
2014-07-12,7872
2014-07-13,7729
2014-07-14,9378
2014-07-15,10244
2014-07-16,10127
2014-07-17,8885
2014-07-18,7367
2014-07-19,4438
2014-07-20,5100
2014-07-21,7619
2014-07-22,5560
2014-07-23,10047
2014-07-24,10075
2014-07-25,6873
2014-07-26,5024
2014-07-27,8211
2014-07-28,8103
2014-07-29,6370
2014-07-30,6171
2014-07-31,6748
2014-08-01,10151
2014-08-02,5542
2014-08-03,8187
2014-08-04,8161
2014-08-05,5846
2014-08-06,5299
2014-08-07,7856
2014-08-08,7817
2014-08-09,6678
2014-08-10,6694
2014-08-11,8231
2014-08-12,10069
2014-08-13,7166
2014-08-14,5009
2014-08-15,6692
2014-08-16,3964
2014-08-17,8269
2014-08-18,7075
2014-08-19,8242
2014-08-20,8021
2014-08-21,10582
2014-08-22,7269
2014-08-23,4514
2014-08-24,4598
2014-08-25,6643
2014-08-26,5743
2014-08-27,4051
2014-08-28,5267
2014-08-29,6947
2014-08-30,2426
2014-08-31,2920
2014-09-01,3873
2014-09-02,6582
2014-09-03,4134
2014-09-04,6242
2014-09-05,4788
2014-09-06,3506
2014-09-07,6232
2014-09-08,5752
2014-09-09,3998
2014-09-10,3883
2014-09-11,5207
2014-09-12,7311
2014-09-13,2293
2014-09-14,3291
2014-09-15,3667
2014-09-16,4370
2014-09-17,3668
2014-09-18,8003
2014-09-19,5961
2014-09-20,3024
2014-09-21,5506
2014-09-22,5010
2014-09-23,3075
2014-09-24,4294
2014-09-25,5726
2014-09-26,7311
2014-09-27,4983
2014-09-28,7169
2014-09-29,8582
2014-09-30,7239
2014-10-01,7941
2014-10-02,9398
2014-10-03,11809
2014-10-04,4413
2014-10-05,5722
2014-10-06,9694
2014-10-07,5602
2014-10-08,6313
2014-10-09,8340
2014-10-10,9922
2014-10-11,4546
2014-10-12,6808
2014-10-13,11307
2014-10-14,9135
2014-10-15,7269
2014-10-16,5716
2014-10-17,3900
2014-10-18,1937
2014-10-19,4096
2014-10-20,4621
2014-10-21,3262
2014-10-22,5545
2014-10-23,5911
2014-10-24,3623
2014-10-25,2471
2014-10-26,3201
2014-10-27,3369
2014-10-28,2369
2014-10-29,2012
2014-10-30,2591
2014-10-31,4383
2014-11-01,4037
2014-11-02,4932
2014-11-03,3197
2014-11-04,3460
2014-11-05,3537
2014-11-06,7194
2014-11-07,4470
2014-11-08,1895
2014-11-09,3808
2014-11-10,4726
2014-11-11,4297
2014-11-12,6193
2014-11-13,7043
2014-11-14,5501
2014-11-15,3396
2014-11-16,7617
2014-11-17,11615
2014-11-18,6008
2014-11-19,6160
2014-11-20,5705
2014-11-21,5728
2014-11-22,5029
2014-11-23,5800
2014-11-24,5714
2014-11-25,8372
2014-11-26,9970
2014-11-27,2069
2014-11-28,2526
2014-11-29,5084
2014-11-30,8644
2014-12-01,7561
2014-12-02,8772
2014-12-03,7836
2014-12-04,6311
2014-12-05,6164
2014-12-06,2715
2014-12-07,3954
